Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14
13,-135.16,-144.6099999999999,-132.43,-241.66600000000017,-155.26599999999985,-154.2990000000001,-140.209,-161.3709999999998,-141.12999999999994,-140.85099999999994,-140.33799999999997,-162.69399999999982,-126.88300000000001,-135.055,-184.88900000000095
14,-141.6069999999999,-132.87999999999997,-133.98999999999998,-268.612000000001,-159.7929999999998,-167.64099999999996,-142.86099999999996,-189.0249999999996,-146.80299999999994,-130.63299999999998,-139.777,-171.8439999999997,-131.146,-125.61699999999999,-164.21199999999988
15,-129.89800000000002,-128.77000000000004,-127.40200000000002,-266.6850000000013,-153.17199999999985,-148.82499999999987,-158.17899999999986,-167.2419999999998,-139.86399999999995,-129.757,-143.30199999999996,-168.98799999999974,-129.19299999999998,-136.79199999999997,-158.3859999999999
16,-140.28699999999995,-132.76299999999998,-144.9729999999999,-270.07200000000137,-151.1349999999999,-166.94499999999977,-205.1440000000003,-159.79299999999984,-139.07199999999995,-135.14199999999997,-158.0919999999999,-194.31999999999954,-135.46899999999997,-155.98599999999985,-193.1679999999996
17,-151.28199999999987,-134.11,-138.9579999999999,-272.8330000000011,-171.8679999999997,-221.93500000000017,-246.2730000000012,-171.2529999999997,-137.25099999999998,-140.20299999999992,-170.866000000001,-222.8169999999994,-135.18099999999998,-142.23699999999997,-174.00699999999978
18,-154.37199999999984,-133.55199999999996,-133.36,-162.54399999999987,-163.1829999999998,-202.29100000000037,-186.6830000000015,-179.98299999999963,-146.9259999999999,-132.475,-145.03399999999988,-192.84099999999958,-132.448,-187.78599999999963,-224.99500000000035
19,-164.7699999999998,-136.32999999999998,-132.505,-190.3179999999997,-169.12899999999973,-188.11000000000146,-248.1750000000011,-157.68999999999983,-151.71999999999986,-146.11599999999993,-195.5949999999997,-180.77799999999965,-148.1619999999999,-166.39299999999977,-181.86800000000136
20,-152.83899999999988,-138.09999999999997,-131.527,-206.77599999999967,-166.71099999999976,-222.22000000000043,-291.2500000000018,-151.66599999999988,-133.723,-140.18799999999993,-194.00599999999957,-192.29199999999958,-150.94899999999987,-198.09399999999962,-234.41499999999974
21,-158.31099999999984,-135.7,-129.931,-233.4270000000002,-161.85399999999981,-200.2769999999999,-193.5969999999997,-169.8669999999998,-134.41299999999995,-140.40699999999995,-179.10099999999974,-179.81799999999967,-158.2749999999998,-185.7990000000003,-242.32599999999996
22,-152.71599999999987,-136.68999999999997,-134.80599999999998,-252.1260000000008,-138.01,-185.22000000000168,-181.06299999999973,-202.04199999999958,-147.6159999999999,-176.90799999999973,-164.3259999999998,-177.5799999999997,-175.1139999999997,-171.48099999999982,-236.35299999999984
23,-162.9969999999998,-134.68,-135.10899999999995,-196.714000000001,-135.69400000000002,-186.75900000000175,-190.72899999999964,-208.5909999999995,-148.0389999999999,-127.747,-170.40699999999978,-182.31999999999965,-153.39699999999988,-195.61899999999966,-211.37799999999953
24,-166.19499999999977,-140.16999999999993,-136.35099999999997,-222.13100000000128,-150.5889999999999,-240.88300000000112,-178.88199999999972,-218.6979999999995,-139.44099999999997,-133.16800000000003,-172.9779999999998,-209.55399999999946,-146.97399999999993,-190.7710000000015,-185.29299999999972
25,-161.82699999999983,-139.11999999999995,-140.07099999999997,-225.03099999999986,-141.55299999999994,-184.95000000000164,-184.3509999999997,-203.9979999999995,-146.84499999999989,-135.99099999999999,-139.92700000000127,-177.45099999999974,-158.98599999999988,-216.80500000000137,-201.96099999999973
26,-169.72299999999973,-140.43999999999994,-131.98000000000005,-191.5800000000004,-159.0159999999998,-185.73300000000168,-254.2660000000003,-234.64299999999972,-131.608,-127.69000000000003,-137.20400000000075,-165.37299999999976,-156.2709999999999,-185.37900000000167,-219.48999999999972
27,-174.4839999999997,-131.14000000000004,-140.16099999999997,-177.86499999999978,-169.14399999999975,-186.5700000000017,-221.29599999999965,-282.3040000000026,-151.57299999999984,-136.666,-224.70999999999972,-164.5719999999998,-152.04099999999988,-217.86900000000065,-237.82300000000004
28,-168.93999999999974,-135.15999999999997,-136.468,-195.90099999999975,-175.0599999999997,-185.11200000000164,-242.52999999999997,-245.19099999999995,-147.6489999999999,-140.674,-208.38999999999965,-169.54500000000002,-153.16599999999988,-213.2519999999998,-225.1080000000001
29,-178.27599999999967,-137.55999999999997,-150.99999999999986,-195.73300000000017,-168.30099999999973,-185.5440000000017,-281.69200000000137,-198.71799999999953,-136.258,-196.3809999999997,-221.37500000000128,-162.66399999999982,-148.97499999999994,-251.60200000000037,-243.00400000000008
30,-186.30099999999962,-140.89000000000004,-140.37999999999997,-169.26200000000063,-172.32099999999974,-186.40800000000172,-268.4840000000028,-170.31099999999975,-146.1159999999999,-132.922,-164.00600000000145,-163.14099999999985,-156.08799999999988,-222.25900000000155,-226.81499999999983
31,-209.67999999999952,-132.73,-142.32999999999996,-201.58700000000087,-183.01599999999965,-226.98200000000026,-224.36799999999954,-178.24599999999973,-142.41999999999993,-125.48500000000001,-168.13600000000113,-176.90499999999977,-152.8269999999999,-182.45500000000152,-191.18700000000186
32,-207.2979999999995,-139.68999999999997,-134.67399999999998,-194.17500000000027,-192.33999999999955,-225.56699999999987,-221.86599999999993,-220.1739999999996,-140.06799999999993,-127.64200000000002,-208.788,-165.4449999999998,-155.79399999999987,-187.878000000001,-232.65500000000037
33,-207.12999999999943,-136.20999999999998,-137.51199999999994,-217.1210000000004,-185.11299999999957,-183.70200000000165,-210.13299999999958,-186.59700000000169,-145.9749999999999,-156.32499999999987,-263.60200000000077,-175.8249999999997,-155.31699999999987,-166.27500000000018,-185.4900000000017
34,-199.95999999999952,-139.17999999999998,-150.2859999999999,-105.12200000000075,-176.62299999999965,-216.61300000000136,-225.1319999999999,-218.24100000000175,-145.5819999999999,-168.77799999999976,-273.3570000000015,-170.25099999999972,-160.91799999999984,-226.17100000000056,-185.00400000000167
35,-197.39199999999965,-144.27999999999992,-143.67399999999992,-185.81200000000047,-183.33699999999973,-187.94700000000174,-235.5720000000013,-208.80200000000178,-135.45999999999998,-168.75699999999978,-246.7060000000002,-165.9789999999998,-157.18899999999985,-193.99999999999983,-184.54500000000164
36,-224.6229999999996,-139.86999999999995,-150.6789999999999,-125.39600000000041,-173.45899999999986,-227.02700000000132,-245.49500000000086,-227.87500000000063,-136.32699999999997,-185.8539999999997,-241.97900000000078,-176.5419999999997,-148.01199999999994,-169.65500000000023,-187.81200000000172
37,-259.54900000000055,-134.01999999999998,-151.0629999999999,-200.04300000000129,-179.43699999999967,-185.27400000000165,-226.14300000000122,-262.02100000000075,-134.99499999999995,-177.12699999999978,-186.19200000000168,-196.59099999999955,-163.5069999999998,-208.4200000000007,-185.56900000000152
38,-223.30000000000115,-131.47,-154.0329999999999,-185.83900000000068,-173.46399999999971,-187.40100000000172,-185.67900000000168,-244.78700000000086,-137.00799999999998,-164.62299999999988,-165.8060000000015,-242.83899999999994,-153.3939999999999,-148.55700000000041,-187.4880000000017
39,-174.07700000000105,-132.51700000000002,-144.71199999999993,-139.86300000000037,-177.9849999999997,-186.2190000000017,-180.11100000000152,-234.84200000000047,-139.49499999999998,-161.9109999999999,-184.21000000000154,-220.37199999999976,-153.09099999999995,-194.824,-195.1400000000015
40,-172.9250000000003,-135.98499999999996,-163.07199999999983,-150.08100000000087,-200.51799999999963,-193.7770000000016,-206.7270000000015,-223.4019999999995,-131.716,-148.291,-199.44000000000145,-206.57499999999953,-160.99299999999985,-172.564,-162.2160000000013
41,-194.1140000000008,-141.2199999999999,-155.72799999999987,-222.49000000000078,-219.34599999999963,-187.65000000000174,-162.08300000000116,-243.21500000000083,-140.88999999999996,-144.33399999999997,-243.64600000000124,-269.59300000000206,-166.44099999999978,-178.26900000000052,-150.06900000000115
42,-170.66600000000102,-129.52000000000004,-153.82299999999984,-209.73000000000098,-207.18699999999953,-206.2510000000012,-218.70400000000086,-258.3220000000006,-133.3,-151.12899999999996,-186.48900000000168,-285.354000000002,-164.45199999999983,-145.4950000000003,-121.58400000000111
43,-182.85700000000125,-140.92899999999995,-143.4279999999999,-173.9729999999999,-195.88599999999963,-215.74700000000104,-190.40299999999996,-230.7369999999999,-133.84599999999998,-149.98299999999998,-187.4880000000017,-197.23500000000206,-161.0199999999998,-173.0900000000002,-158.30200000000096
44,-187.4340000000015,-156.85299999999992,-143.13699999999992,-193.78000000000006,-222.17799999999957,-125.05600000000034,-145.32800000000012,-233.29599999999988,-129.14800000000002,-148.77399999999994,-219.06700000000143,-242.4790000000001,-171.57399999999973,-170.3280000000002,-122.37900000000045
45,-234.84600000000052,-140.29,-150.06399999999988,-164.40599999999992,-235.3659999999999,-181.83200000000025,-177.5710000000002,-224.72399999999988,-139.46199999999993,-147.385,-219.13500000000067,-243.39600000000047,-166.21599999999975,-144.39000000000036,-154.45600000000056
46,-192.90100000000172,-136.42,-144.49599999999992,-132.3429999999999,-235.11399999999966,-177.42500000000038,-88.23899999999999,-238.53999999999996,-131.818,-146.464,-234.49900000000085,-233.82500000000044,-178.24599999999967,-206.66000000000022,-149.22200000000092
47,-232.02100000000047,-137.82999999999996,-151.36899999999986,-139.20299999999983,-214.57599999999957,-156.97100000000017,-88.6039999999999,-223.63800000000083,-151.15899999999985,-152.84199999999996,-195.92500000000172,-181.9300000000016,-165.46899999999977,-218.26700000000028,-66.9330000000004
48,-281.5210000000014,-137.84199999999998,-137.99199999999996,-176.84100000000004,-198.57099999999974,-83.78800000000005,-153.533,-187.7800000000015,-147.61299999999991,-150.55599999999995,-235.52100000000127,-165.30200000000164,-174.8199999999997,-199.70099999999994,-95.45500000000052
49,-272.8230000000016,-136.65999999999997,-154.94199999999984,-142.22100000000003,-195.8559999999996,-154.26200000000063,-144.2140000000001,-192.82900000000092,-154.34199999999987,-169.23099999999982,-235.6640000000005,-192.64500000000191,-186.4179999999996,-160.02799999999982,-124.99500000000008
50,-227.3889999999996,-136.315,-159.8349999999998,-196.37099999999975,-197.4909999999995,-144.78700000000015,-95.92100000000005,-179.05200000000116,-150.50499999999988,-177.1179999999998,-222.0849999999998,-163.8450000000018,-168.80499999999975,-185.8259999999999,-99.20699999999998
51,-209.57399999999967,-144.98499999999993,-156.37899999999985,-162.67800000000045,-209.42499999999964,-137.00799999999998,-79.4089999999999,-190.16000000000074,-154.38099999999983,-182.06199999999976,-221.91800000000117,-257.05600000000084,-159.06699999999984,-142.29100000000014,-101.12700000000004
52,-221.67399999999967,-139.32399999999993,-158.76699999999983,-175.95200000000085,-177.03699999999967,-149.892,-124.39099999999993,-144.10800000000125,-146.6409999999999,-190.99800000000187,-172.114000000001,-236.19100000000086,-168.8739999999998,-123.79299999999985,-59.260000000000105
53,-247.34800000000024,-133.06899999999996,-155.58699999999985,-191.05700000000033,-185.45199999999963,-98.56300000000006,-163.4079999999998,-99.63300000000078,-161.78799999999978,-211.05699999999965,-211.65900000000062,-221.35100000000003,-163.95999999999975,-128.3679999999999,-103.9109999999999
54,-238.31800000000126,-138.66399999999993,-160.52799999999985,-230.87200000000104,-183.00999999999968,-111.881,-160.80499999999984,-138.26900000000126,-152.82099999999986,-224.07699999999963,-156.98200000000023,-260.26900000000063,-162.96099999999984,-172.4760000000002,-151.53400000000107
55,-254.57100000000077,-136.93899999999996,-153.02199999999988,-160.9440000000007,-194.85999999999973,-144.22900000000013,-137.04599999999982,-163.74200000000155,-145.34799999999993,-220.52499999999955,-188.43700000000075,-242.752,-162.07299999999987,-133.51100000000008,-158.4330000000013
56,-238.88700000000023,-128.06500000000005,-160.35699999999983,-149.99999999999994,-205.9119999999995,-134.96399999999986,-191.10999999999984,-185.24700000000163,-152.67399999999984,-237.23400000000015,-192.52700000000078,-208.32200000000202,-162.77799999999985,-128.53999999999994,-135.17000000000093
57,-255.29900000000234,-127.89700000000005,-157.47099999999986,-126.46500000000019,-212.40399999999946,-188.786,-165.36800000000034,-147.8650000000013,-166.50099999999978,-187.65000000000174,-180.0910000000007,-223.10800000000268,-183.60999999999967,-113.63900000000024,-161.46400000000114
58,-208.8610000000021,-132.13300000000004,-152.20599999999993,-144.38099999999994,-180.2799999999997,-212.69700000000012,-158.2580000000002,-185.51700000000164,-146.7879999999999,-186.05700000000166,-204.31300000000093,-200.43900000000025,-175.51599999999974,-143.22300000000004,-155.0390000000013
59,-188.3440000000017,-133.036,-163.2789999999998,-145.9149999999999,-185.25399999999968,-154.7990000000002,-59.01899999999988,-148.13700000000102,-154.44099999999986,-218.6770000000014,-160.254000000001,-211.6359999999998,-159.9009999999999,-119.7360000000001,-148.9560000000004
60,-180.41000000000182,-135.67899999999997,-155.08899999999986,-147.7019999999998,-204.06699999999967,-180.59200000000132,-141.77199999999976,-124.30600000000092,-158.3109999999998,-261.54300000000114,-182.9470000000004,-195.258,-162.76599999999988,-107.88099999999997,-107.32200000000088
61,-202.19000000000082,-134.353,-168.05199999999977,-166.81499999999988,-205.44999999999953,-204.25099999999995,-146.30699999999996,-92.64900000000003,-154.10199999999983,-261.3420000000011,-167.2560000000007,-207.50800000000208,-162.60399999999987,-112.37799999999996,-86.39300000000067
62,-220.51600000000067,-143.3139999999999,-173.3319999999997,-131.132,-217.43799999999965,-216.69900000000015,-118.90099999999995,-155.57100000000014,-146.4969999999999,-186.65100000000172,-87.47899999999983,-150.50000000000125,-172.08699999999982,-152.05200000000005,-162.75700000000023
63,-224.3320000000005,-151.948,-171.16599999999977,-121.21599999999985,-236.94399999999996,-145.92099999999976,-148.70300000000003,-35.11399999999996,-150.43299999999988,-167.35100000000156,-128.79200000000006,-181.4430000000012,-160.63599999999983,-150.223,-104.35600000000048
64,-224.83100000000127,-142.57899999999992,-173.59299999999976,-110.87899999999988,-238.58499999999987,-183.6359999999999,-146.73899999999998,-101.09300000000015,-158.0799999999998,-263.9540000000016,-182.8240000000003,-172.3150000000002,-174.21999999999974,-181.36000000000058,-112.23600000000015
65,-190.02100000000172,-131.74300000000002,-165.8349999999998,-123.43500000000009,-243.09400000000014,-202.44500000000016,-118.93299999999981,-83.23000000000009,-157.25199999999984,-238.2039999999998,-99.18700000000005,-182.50300000000044,-163.7679999999999,-132.46100000000018,-145.53600000000006
66,-156.09400000000147,-145.0869999999999,-178.8519999999997,-165.98700000000008,-215.90000000000015,-184.87699999999964,-138.209,-139.71800000000007,-150.02799999999985,-239.45500000000007,-148.19500000000033,-197.66000000000108,-157.61499999999984,-169.152,-70.95400000000011
67,-183.73100000000198,-136.273,-167.66799999999978,-164.31699999999995,-209.18200000000007,-198.3769999999998,-151.5369999999998,-97.8110000000001,-147.96699999999987,-234.61899999999977,-155.0320000000003,-195.75500000000102,-159.09999999999985,-149.8470000000002,-70.24200000000016
68,-272.9430000000015,-130.45600000000005,-172.05999999999977,-96.6819999999999,-226.42199999999997,-98.87699999999973,-150.60599999999994,-161.8770000000001,-148.28799999999993,-231.68199999999965,-151.80300000000003,-196.850000000001,-161.77299999999985,-188.60499999999996,-85.56799999999993
69,-233.7110000000016,-135.16899999999995,-176.31699999999972,-112.1639999999999,-220.90500000000003,-135.26099999999985,-154.50599999999972,-70.7590000000004,-145.35099999999994,-193.75200000000194,-142.13099999999983,-206.20200000000105,-153.1209999999999,-186.47200000000026,-81.05100000000013
70,-167.8410000000012,-135.985,-175.39899999999972,-71.92000000000003,-220.80900000000005,-168.54099999999985,-113.92799999999991,-143.70600000000024,-149.66499999999988,-204.2500000000012,-193.53200000000012,-226.24000000000015,-152.6409999999999,-136.1509999999999,-113.60500000000006
71,-210.98600000000184,-135.81699999999995,-182.29599999999965,-117.98600000000002,-255.15700000000047,-84.6789999999999,-93.14899999999987,-154.8090000000002,-140.02599999999993,-227.92100000000147,-115.68299999999999,-221.07000000000025,-146.58699999999993,-130.44499999999994,-67.58699999999997
72,-184.5810000000016,-135.77499999999998,-183.24999999999966,-88.38499999999992,-247.36800000000167,-12.884999999999867,-79.75799999999988,-150.68400000000025,-139.31199999999995,-230.76200000000168,-156.89200000000008,-219.15600000000023,-147.66099999999992,-79.19900000000015,-104.42399999999998
73,-126.20400000000095,-138.10599999999994,-198.0939999999996,-119.21400000000044,-251.53000000000148,-100.47399999999993,-112.40199999999993,-143.15199999999996,-144.8619999999999,-206.28000000000128,-88.47799999999995,-219.59799999999967,-152.2119999999999,-168.7340000000001,-91.69600000000013
74,-157.56400000000068,-131.038,-185.93499999999966,-144.29000000000076,-244.56100000000123,-116.94000000000001,-88.90699999999985,-150.92300000000003,-151.07199999999983,-200.209000000001,-132.16200000000026,-207.7870000000008,-150.60999999999993,-110.31400000000008,-94.5940000000002
75,-131.98200000000082,-139.40499999999994,-196.54299999999967,-187.27200000000033,-213.97000000000145,-121.47599999999993,-109.94799999999987,-105.5370000000004,-141.7239999999999,-121.13500000000059,-136.20400000000004,-196.29000000000138,-154.2429999999999,-54.590999999999966,-94.50600000000011
76,-112.99400000000055,-148.71999999999986,-197.4369999999996,-135.15600000000043,-166.2380000000015,-39.597999999999985,-104.77099999999977,-170.9810000000004,-156.12399999999982,-130.70600000000104,-160.43400000000014,-187.90300000000178,-153.75999999999988,-157.66899999999995,-160.92800000000017
77,-80.00900000000064,-145.79499999999993,-201.8379999999996,-187.43500000000074,-199.49300000000162,-114.55799999999996,-125.63999999999987,-157.2400000000003,-153.52599999999984,-125.62600000000097,-132.74500000000023,-165.23500000000072,-148.92399999999992,-121.14799999999998,-108.40899999999999
78,-140.21100000000075,-137.128,-191.44899999999961,-147.21400000000045,-236.95300000000097,-94.50099999999999,-119.90199999999982,-64.69400000000032,-155.2269999999998,-140.58900000000054,-118.65100000000002,-168.27800000000133,-159.93699999999984,-177.9299999999999,-153.3230000000001
79,-171.46500000000069,-134.92,-177.36699999999973,-168.15900000000073,-223.98200000000028,-86.59999999999988,-146.02199999999985,-107.77199999999998,-143.95299999999992,-155.93200000000132,-78.81599999999989,-138.17000000000047,-170.47299999999973,-116.87799999999997,-52.57499999999991
80,-168.31800000000086,-144.39099999999993,-180.96999999999974,-149.9160000000003,-209.1450000000006,-119.50199999999992,-110.79999999999977,-115.429,-140.79399999999995,-133.12700000000078,-146.3279999999999,-197.270000000001,-171.29799999999977,-163.82099999999986,-100.78199999999995
81,-143.28200000000083,-130.41400000000004,-178.6599999999997,-69.3519999999999,-232.8670000000008,-88.71499999999989,-169.16899999999978,-71.50600000000016,-151.2699999999999,-113.62500000000071,-97.33300000000008,-249.38700000000094,-161.37399999999982,-136.69800000000018,-13.788999999999987
82,-186.2760000000009,-136.708,-179.71299999999977,-126.7369999999999,-143.22800000000063,-27.67099999999989,-150.95699999999974,-128.3290000000003,-146.3889999999999,-113.57700000000015,-136.1840000000002,-205.4360000000001,-164.49399999999977,-148.41599999999977,-72.82300000000002
83,-153.74600000000126,-140.01699999999997,-185.72499999999974,-85.21699999999998,-158.42200000000125,-88.61399999999975,-173.04899999999998,-149.97999999999985,-146.5329999999999,-134.26000000000028,-107.12400000000018,-208.67700000000067,-171.48099999999974,-129.0190000000001,-55.46099999999998
84,-161.51400000000064,-134.26,-187.10799999999972,-74.9220000000001,-150.38000000000127,-110.50899999999987,-128.2689999999998,-149.60100000000006,-143.43999999999994,-81.19899999999993,-122.6359999999999,-223.85499999999996,-175.84299999999976,-178.777,-147.497
85,-69.7360000000003,-134.58099999999996,-195.58899999999988,-92.82900000000018,-158.219000000001,-82.23899999999978,-108.67300000000007,-146.7619999999999,-151.31499999999988,-173.59500000000025,-140.7830000000002,-180.3570000000001,-191.1009999999996,-95.86700000000002,-105.04300000000005
86,-166.24100000000038,-141.43299999999994,-190.74399999999966,-80.70199999999991,-176.71600000000123,-101.64999999999995,-77.56699999999981,-101.57699999999998,-158.6139999999998,-190.64299999999963,-132.32100000000008,-201.2770000000002,-188.55999999999958,-143.37899999999982,-106.88100000000028
87,-190.59600000000052,-146.25100000000003,-179.77599999999978,-131.25599999999997,-237.9070000000013,-103.35899999999985,-140.4299999999998,-71.14200000000008,-156.72399999999982,-149.55900000000008,-89.73999999999998,-187.69099999999975,-177.63699999999966,-152.22099999999983,-139.82600000000028
88,-182.35000000000005,-152.68599999999984,-202.83099999999973,-151.15799999999982,-199.87400000000144,-86.43499999999976,-135.32399999999984,-97.08,-151.5549999999999,-129.68000000000012,-76.07899999999995,-161.8099999999998,-179.19099999999966,-155.96900000000016,-124.01900000000023
89,-150.65899999999996,-154.04799999999983,-196.67499999999964,-132.05499999999978,-158.52200000000056,-153.78999999999982,-160.29799999999977,-125.40699999999995,-166.26699999999974,-118.37799999999997,-108.393,-176.03600000000003,-189.20799999999963,-142.3110000000001,-82.55900000000008
90,-80.0649999999999,-145.07499999999987,-183.75699999999972,-120.55099999999977,-138.36400000000017,-121.56099999999978,-189.56799999999978,-119.12400000000011,-154.52499999999984,-185.51899999999986,-146.47100000000015,-136.27199999999985,-183.47799999999967,-188.84800000000013,-95.12400000000015
91,-131.6680000000002,-145.14999999999992,-198.43899999999962,-81.35699999999991,-162.68900000000025,-99.93999999999977,-60.84099999999988,-104.33000000000007,-159.9399999999998,-174.2689999999999,-145.17399999999998,-157.8119999999999,-194.2359999999997,-147.1380000000002,-78.53000000000017
92,-120.30099999999982,-156.0969999999998,-186.57099999999969,-101.69399999999999,-162.73400000000075,-137.91599999999988,-99.15299999999982,-121.10600000000008,-169.99599999999975,-109.10599999999977,-105.87199999999991,-146.97799999999995,-184.1379999999997,-158.41300000000012,-65.82199999999997
93,-126.66700000000034,-152.40099999999987,-192.46799999999996,-105.3229999999999,-151.8929999999999,-117.9329999999998,-142.17099999999988,-154.88400000000013,-169.3089999999997,-208.82900000000018,-80.5789999999999,-201.662,-183.27699999999967,-179.39800000000005,-114.36000000000008
94,-151.24799999999985,-155.59899999999982,-186.0789999999997,-99.37699999999998,-183.41300000000007,-127.00299999999984,-86.96900000000002,-164.45799999999997,-165.2409999999998,-195.1410000000003,-143.57799999999992,-120.57199999999982,-174.65799999999973,-130.87700000000012,-49.54400000000011
95,-156.3690000000002,-147.3429999999999,-181.2239999999997,-87.75799999999998,-185.44099999999992,-87.66499999999992,-67.21199999999976,-153.10799999999998,-169.79799999999975,-220.61400000000012,-138.74099999999993,-124.62000000000009,-173.8989999999998,-136.91599999999985,-69.97200000000008
96,-84.17500000000018,-153.31899999999985,-201.7269999999998,-100.56599999999999,-171.34500000000054,-114.32099999999996,-104.75899999999987,-165.97600000000008,-165.30699999999976,-126.1639999999999,-126.88700000000009,-146.5640000000002,-181.70799999999974,-143.817,-95.01200000000021
97,-170.06400000000025,-154.81899999999985,-204.99099999999967,-132.059,-195.08400000000034,-83.90899999999993,-129.3959999999999,-165.85299999999992,-179.43399999999968,-167.66700000000031,-89.17400000000005,-186.14600000000033,-184.7759999999999,-141.00900000000007,-74.41000000000007
98,-131.34700000000004,-145.3509999999999,-195.4539999999996,-66.25399999999992,-173.89700000000093,-103.05099999999993,-150.31300000000016,-121.92800000000003,-179.27799999999965,-150.06500000000057,-121.83699999999999,-174.77700000000027,-163.6099999999997,-149.4529999999999,-75.19200000000025
99,-117.76700000000012,-161.1339999999998,-211.39299999999957,-140.25199999999998,-105.27499999999979,-72.88699999999997,-124.30899999999994,-131.50100000000003,-176.81499999999969,-144.25800000000035,-151.635,-154.85700000000003,-176.97199999999972,-117.54099999999997,-101.94600000000023
100,-140.531,-153.13599999999988,-222.93999999999951,-137.58999999999997,-97.55000000000018,-98.89399999999985,-99.7559999999999,-139.07999999999984,-173.50899999999973,-117.6580000000004,-146.55800000000016,-181.21300000000045,-184.66599999999988,-84.46899999999987,-129.80800000000005
101,-113.14800000000005,-155.7789999999998,-232.4559999999999,-119.11800000000001,-140.85099999999971,-123.1499999999999,-139.6319999999999,-132.41799999999995,-180.14499999999967,-135.50900000000084,-137.61300000000006,-139.9650000000001,-182.21899999999968,-75.83599999999986,-81.85599999999998
102,-116.30799999999984,-151.8279999999999,-218.2059999999994,-139.49499999999992,-155.7780000000002,-133.3229999999999,-137.7749999999998,-111.50399999999988,-180.70599999999968,-118.24500000000019,-97.52800000000018,-147.43100000000007,-165.73099999999968,-61.35999999999998,-95.07300000000005
103,-125.80499999999991,-151.60899999999987,-231.1299999999995,-128.43599999999986,-115.62699999999984,-83.7509999999998,-119.86499999999978,-177.11900000000023,-175.0479999999997,-167.8980000000004,-122.13599999999997,-150.28499999999977,-177.40599999999975,-121.11000000000031,-113.00000000000004
