Episode Number,Ideal Algorithm ID,Ideal Reward
0,3,101.3
1,8,68.7
2,7,70.6
3,3,66.1
4,6,62.7
5,5,60.1
6,3,59.9
7,8,69.1
8,7,78.2
9,0,79.5
10,5,84.7
11,3,70.9
12,2,50.7
13,1,50.8
14,8,50.1
15,7,51.2
16,6,51.2
17,5,52.5
18,4,52.8
19,3,53.1
20,2,53.1
21,1,53.3
22,0,54.9
23,9,77.4
24,8,77.2
25,7,77.2
26,6,77.2
27,5,77.2
28,4,77.2
29,3,77.2
30,2,77.2
31,1,77.2
32,0,78.7
33,5,62.8
34,4,68.5
35,3,68.0
36,2,65.0
37,1,64.5
38,0,73.6
39,3,56.8
40,2,62.5
41,1,57.6
42,0,55.1
43,1,43.6
44,7,46.9
45,6,47.3
46,5,46.2
47,4,46.9
48,3,46.5
49,2,51.5
50,1,59.3
51,2,55.6
52,1,56.6
53,4,54.0
54,3,54.2
55,8,55.4
56,9,58.7
57,2,64.3
58,1,63.4
59,4,55.9
60,3,55.9
61,2,56.9
62,1,57.1
63,9,62.0
64,8,62.0
65,7,61.1
66,9,62.7
67,8,63.6
68,7,63.5
69,6,67.8
70,5,67.8
71,4,67.8
72,3,67.8
73,2,67.9
74,1,67.8
75,0,68.8
76,8,62.0
77,7,62.5
78,6,62.5
79,9,60.7
80,0,64.9
81,7,65.5
82,9,68.6
83,9,76.7
84,8,77.7
85,9,79.8
86,8,79.9
87,7,81.8
88,6,82.6
89,5,84.2
90,9,105.8
91,8,104.9
92,7,102.1
93,9,110.9
94,8,110.9
95,9,110.1
96,8,117.0
97,2,132.1
98,1,131.3
99,9,141.3
100,8,140.5
101,7,141.4
102,6,140.2
103,5,133.3
104,3,121.9
105,5,123.7
106,3,103.1
107,2,101.7
108,1,101.8
109,0,102.5
110,0,117.9
111,6,111.5
112,8,106.7
113,7,104.3
114,6,106.0
115,5,107.7
116,4,111.7
117,3,115.7
118,2,119.1
119,2,127.9
120,1,134.6
121,8,149.8
122,5,172.5
123,4,182.4
124,3,183.2
125,3,193.7
126,6,193.7
127,7,189.2
128,6,188.0
129,1,179.4
130,1,160.8
131,3,138.6
132,4,133.4
133,3,132.7
134,3,113.6
135,3,100.8
136,3,99.2
137,1,97.6
138,7,96.8
139,6,100.8
140,5,97.7
141,4,103.6
142,8,105.1
143,2,109.7
144,7,112.5
145,9,124.7
146,9,142.0
147,8,153.1
148,8,147.0
149,7,157.1
150,9,178.0
151,9,182.4
152,9,193.2
153,8,197.9
154,5,199.0
155,4,199.0
156,3,199.0
157,3,196.0
158,1,183.8
159,6,185.7
160,5,176.2
161,4,173.6
162,3,178.0
163,2,173.2
164,1,174.8
165,0,166.0
166,3,160.0
167,2,155.0
168,1,157.2
169,8,163.7
170,7,168.3
171,6,168.3
172,5,175.2
173,5,181.8
174,9,187.6
175,8,186.9
176,7,191.4
177,5,196.6
178,1,200.0
179,4,199.9
180,6,198.7
181,2,200.0
182,4,200.0
183,3,200.0
184,3,200.0
185,2,200.0
186,1,200.0
187,4,198.0
188,3,198.0
189,2,196.3
190,1,197.6
191,0,194.8
192,5,181.4
193,6,179.1
194,0,178.9
195,6,171.2
196,5,165.0
197,4,157.6
198,3,148.2
199,6,138.3
200,6,136.0
201,3,131.8
202,3,128.7
203,3,128.4
204,2,125.6
205,1,123.3
206,0,111.7
207,2,110.7
208,1,106.3
209,9,104.5
210,9,106.5
211,9,96.3
212,9,99.5
213,8,96.7
214,7,95.5
215,6,94.3
216,5,90.0
217,4,83.7
218,3,83.4
219,2,81.2
220,1,81.6
221,0,80.0
222,5,71.4
223,0,72.4
224,3,72.0
225,9,78.6
226,8,79.1
227,7,78.6
228,6,78.6
229,5,78.9
230,4,80.0
231,9,83.0
232,9,87.9
233,8,102.4
234,4,124.9
235,6,130.3
236,5,134.1
237,4,137.2
238,3,137.7
239,2,138.5
240,1,138.5
241,8,140.8
242,7,140.8
243,8,143.1
244,5,150.8
245,4,152.8
246,9,159.2
247,9,166.3
248,8,173.7
249,7,173.7
250,9,199.8
