Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14
24,-147.09099999999992,-130.45000000000002,-158.91099999999992,-152.90499999999992,-150.1879999999999,-186.79299999999998,-224.06100000000083,-171.58800000000141,-182.0259999999996,-145.21899999999994,-293.93800000000186,-188.02599999999978,-160.7649999999999,-182.61699999999973,-135.4299999999999
25,-138.87099999999995,-137.27799999999996,-168.58599999999987,-149.6139999999999,-153.65000000000006,-147.8240000000003,-124.05600000000092,-209.0450000000009,-135.304,-146.69199999999995,-201.07599999999962,-188.6379999999997,-167.42499999999984,-181.28499999999974,-126.48999999999998
26,-142.54899999999995,-134.623,-231.92799999999974,-135.553,-116.83499999999995,-158.23600000000042,-168.1380000000012,-217.5290000000012,-134.884,-155.08599999999993,-194.2089999999997,-178.06599999999972,-201.2049999999998,-187.09299999999968,-145.6239999999999
27,-149.4789999999999,-166.41699999999975,-206.74599999999964,-140.09499999999994,-153.15600000000012,-169.2130000000001,-183.35400000000158,-180.89700000000013,-145.19199999999992,-148.92699999999996,-215.7999999999998,-162.67899999999983,-212.43399999999966,-194.3049999999997,-139.18299999999996
28,-150.27699999999987,-166.17699999999974,-232.59399999999968,-169.11699999999976,-142.45000000000007,-170.61300000000006,-166.21100000000143,-182.52199999999982,-150.58599999999987,-156.4719999999999,-224.6520000000001,-165.7209999999998,-185.67099999999974,-193.1979999999997,-146.9619999999999
29,-161.7279999999998,-171.22599999999971,-239.01399999999995,-159.64299999999986,-133.90200000000016,-140.20700000000008,-184.65300000000164,-148.6260000000002,-181.74999999999966,-162.37299999999985,-212.33199999999965,-162.70899999999986,-208.80399999999963,-192.90999999999963,-134.353
30,-165.92799999999974,-155.87499999999986,-189.4320000000018,-141.838,-192.40099999999987,-111.17600000000002,-163.5570000000012,-95.08300000000011,-175.2849999999997,-147.76899999999995,-220.97799999999984,-163.05999999999986,-207.34899999999965,-188.01099999999968,-139.47999999999996
31,-147.6699999999999,-160.8729999999998,-196.42500000000206,-146.07699999999994,-177.41400000000036,-168.11300000000048,-169.00400000000144,-128.24900000000002,-178.81599999999963,-147.79899999999995,-183.94299999999976,-156.6369999999999,-224.66400000000004,-194.26899999999964,-140.36199999999994
32,-147.4389999999999,-172.4799999999997,-263.6380000000007,-156.14799999999988,-172.8870000000008,-129.85999999999996,-185.67900000000165,-95.63599999999988,-176.94099999999966,-155.64399999999995,-190.93599999999972,-177.76599999999974,-236.5569999999998,-178.44099999999975,-133.3
33,-150.23199999999986,-160.3569999999998,-254.20100000000122,-157.29999999999987,-160.261000000001,-153.11499999999992,-165.9360000000012,-150.635,-176.81199999999973,-155.71599999999992,-200.12900000000013,-176.92899999999972,-206.5839999999996,-178.6959999999998,-142.78299999999996
34,-150.68199999999987,-172.7679999999997,-228.9830000000014,-160.88799999999986,-132.29200000000054,-130.78399999999993,-163.4460000000005,-120.75700000000009,-179.32899999999967,-179.30799999999985,-200.07599999999996,-182.98899999999972,-192.6219999999997,-178.15599999999978,-137.16399999999993
35,-140.55999999999995,-184.62099999999967,-246.78700000000012,-161.9769999999998,-121.80400000000036,-135.77900000000005,-175.12600000000097,-155.63899999999998,-181.4529999999997,-158.85699999999989,-186.2030000000003,-164.06499999999988,-186.46599999999972,-195.55599999999967,-147.15399999999994
36,-148.0209999999999,-200.89899999999975,-204.57900000000237,-150.85299999999992,-162.2340000000003,-140.21999999999986,-105.12900000000025,-145.04800000000003,-174.45099999999974,-156.9819999999999,-210.53300000000007,-192.7149999999999,-185.98899999999975,-212.9859999999996,-138.16299999999995
37,-156.1209999999998,-250.31200000000067,-188.73000000000178,-149.20299999999992,-185.09800000000072,-143.915,-160.25400000000064,-118.13099999999994,-187.4469999999996,-162.5649999999999,-230.04000000000005,-255.56200000000064,-200.81199999999976,-209.67699999999962,-142.18299999999994
38,-155.88699999999986,-213.72699999999963,-195.50700000000202,-158.1249999999999,-152.00700000000012,-172.37099999999987,-135.92000000000115,-146.86599999999999,-191.10999999999953,-155.08299999999994,-222.93600000000097,-261.6550000000006,-190.87399999999965,-253.78600000000046,-145.54899999999992
39,-151.53699999999986,-205.25199999999958,-195.93900000000204,-154.5759999999999,-160.7990000000004,-128.0879999999999,-181.3960000000014,-113.10299999999998,-190.77699999999965,-164.6139999999999,-237.6660000000004,-230.9270000000015,-206.22999999999965,-205.04900000000166,-147.91899999999987
40,-162.90099999999978,-264.592000000001,-256.9140000000009,-162.48099999999985,-124.89500000000041,-146.81599999999995,-185.3600000000012,-129.635,-173.74899999999974,-166.89699999999988,-214.05000000000055,-200.75700000000126,-225.6539999999999,-254.72000000000125,-141.8379999999999
41,-170.00799999999975,-241.0930000000004,-237.12999999999997,-185.94399999999968,-161.98100000000076,-99.68499999999986,-169.37000000000148,-116.79899999999995,-196.58199999999948,-166.43499999999986,-168.0230000000015,-213.71900000000105,-210.78099999999958,-233.24799999999976,-156.99699999999982
42,-171.43899999999974,-226.32999999999984,-201.02100000000138,-177.78099999999972,-156.38400000000107,-90.90699999999994,-183.6370000000014,-93.89499999999998,-192.1359999999996,-205.07099999999986,-183.49800000000045,-246.39900000000057,-210.2489999999998,-225.02499999999978,-153.9099999999999
43,-176.11599999999981,-254.8150000000005,-167.03000000000145,-180.43899999999968,-187.52400000000108,-158.19299999999984,-168.47300000000158,-121.85999999999993,-171.67899999999975,-187.48899999999983,-178.25900000000047,-233.179,-239.3010000000003,-211.3149999999996,-146.03499999999997
44,-185.71299999999965,-259.9300000000006,-149.12400000000105,-218.69499999999962,-171.21200000000087,-157.18199999999985,-183.45400000000149,-118.09799999999996,-173.72799999999978,-164.74399999999983,-199.776,-246.33600000000055,-224.71200000000013,-221.76999999999967,-165.0639999999998
45,-180.5289999999997,-224.98300000000273,-188.9790000000011,-214.48299999999958,-178.37200000000126,-138.81199999999995,-190.1500000000015,-77.84299999999996,-176.8989999999998,-179.03699999999998,-184.2130000000001,-258.85300000000063,-220.9959999999997,-243.7870000000001,-154.7799999999999
46,-177.78999999999968,-298.7990000000029,-223.9330000000009,-200.12799999999953,-172.82600000000107,-123.45499999999993,-176.40300000000138,-52.288999999999966,-187.24299999999977,-229.6580000000005,-136.03800000000052,-236.97900000000132,-214.07200000000162,-236.3840000000017,-152.1489999999999
47,-184.56999999999965,-265.180000000002,-177.2730000000016,-202.83099999999953,-141.6250000000004,-136.35599999999982,-170.70900000000125,-98.56299999999996,-171.5889999999998,-175.1820000000007,-157.5810000000008,-194.1380000000015,-184.5900000000016,-206.7170000000017,-163.29999999999978
48,-195.72399999999962,-234.88299999999975,-210.4050000000008,-199.65399999999957,-160.14800000000102,-145.955,-174.422000000001,-68.24399999999989,-178.17999999999978,-212.8210000000012,-147.98900000000086,-196.33800000000133,-152.43500000000017,-233.60800000000194,-156.20199999999988
49,-185.67999999999967,-243.51400000000004,-200.46300000000056,-205.95099999999965,-131.58800000000016,-125.68199999999993,-172.34000000000088,-79.07299999999994,-178.15299999999974,-158.0000000000004,-158.21000000000032,-203.8650000000013,-238.21200000000053,-201.58200000000224,-164.18199999999985
50,-190.92099999999962,-236.53599999999983,-234.7840000000005,-206.85699999999952,-158.86700000000025,-139.08599999999996,-159.3860000000014,-152.95,-177.91299999999973,-213.15800000000087,-189.3840000000009,-196.4040000000012,-166.85600000000144,-201.50100000000225,-165.6699999999998
51,-200.20899999999952,-222.66399999999962,-72.94700000000023,-186.21999999999966,-158.0790000000001,-112.66799999999998,-168.321000000001,-144.01999999999992,-184.9149999999997,-207.637000000001,-177.43700000000038,-240.43500000000034,-186.73600000000152,-203.79600000000232,-148.74999999999986
52,-209.9619999999997,-254.88500000000235,-193.89800000000056,-202.2219999999995,-145.99800000000022,-115.47800000000004,-149.7850000000008,-134.873,-209.37999999999957,-180.60100000000054,-182.46500000000037,-194.88800000000126,-185.8020000000003,-192.75300000000192,-163.22799999999975
53,-203.28099999999958,-260.7160000000018,-186.19300000000055,-227.42799999999966,-155.65300000000002,-106.9089999999999,-142.47400000000044,-54.86099999999999,-202.6209999999997,-177.59900000000044,-201.69500000000025,-203.28700000000106,-188.9270000000006,-204.95700000000238,-143.35299999999992
54,-190.13799999999964,-276.2860000000013,-214.83600000000064,-251.05000000000024,-126.47900000000001,-129.281,-129.74200000000025,-121.19099999999995,-191.2629999999997,-211.68600000000077,-177.3540000000003,-199.9740000000012,-171.06300000000115,-310.14700000000255,-169.03299999999976
55,-197.93799999999965,-244.6680000000027,-170.5220000000008,-220.48299999999972,-135.0850000000003,-136.34100000000004,-163.29200000000048,-79.77799999999992,-194.35599999999968,-221.32300000000072,-152.20899999999983,-192.36600000000112,-184.2020000000012,-211.2210000000026,-158.8929999999998
56,-184.20999999999964,-280.9930000000014,-160.85500000000087,-203.2959999999995,-81.14799999999995,-113.03200000000008,-61.20400000000011,-80.89999999999993,-179.93199999999973,-181.41000000000082,-104.13799999999978,-162.1290000000009,-167.65000000000074,-190.25800000000183,-140.51199999999994
57,-195.2169999999997,-255.38200000000037,-136.01400000000058,-199.7789999999999,-114.51699999999985,-100.54700000000005,-155.86999999999986,-65.3279999999999,-188.3739999999997,-192.74200000000093,-97.48699999999984,-228.02500000000072,-138.72700000000057,-188.21700000000175,-164.34699999999978
58,-223.28799999999978,-270.0990000000013,-164.116000000001,-194.2179999999996,-93.14799999999997,-153.25500000000017,-128.99899999999994,-85.37299999999989,-210.2769999999996,-173.99300000000162,-86.09499999999981,-154.52300000000108,-95.20300000000046,-194.02200000000198,-155.7849999999998
59,-225.6549999999998,-297.96400000000204,-159.40100000000038,-204.7329999999995,-136.73500000000035,-121.86899999999994,-147.59000000000023,-42.00500000000004,-238.38999999999987,-136.6450000000011,-120.0969999999998,-168.52500000000126,-104.56100000000033,-190.89000000000186,-147.99999999999991
60,-225.3969999999997,-218.02500000000282,-124.90400000000015,-197.8629999999999,-116.891,-73.14500000000007,-87.88700000000016,-69.55799999999992,-247.481000000001,-189.01900000000148,-128.67899999999997,-182.67700000000133,-147.21900000000022,-187.98700000000161,-148.3239999999999
61,-207.99999999999955,-214.11399999999952,-165.48100000000028,-207.64599999999973,-99.79200000000012,-95.67899999999995,-70.10600000000026,-76.18999999999988,-252.75300000000078,-199.4860000000018,-108.4459999999998,-232.12700000000058,-141.2630000000004,-194.346000000002,-151.9329999999999
62,-225.0099999999996,-232.29399999999987,-106.00399999999995,-205.71699999999956,-58.57800000000005,-125.73600000000003,-23.254000000000058,-95.08699999999985,-250.10800000000032,-200.52800000000144,-117.96400000000021,-222.051,-151.69800000000004,-210.99500000000185,-145.51299999999992
63,-228.69099999999963,-314.8120000000026,-104.80999999999979,-213.79199999999997,-116.78700000000006,-75.43200000000004,-84.614,-160.4059999999998,-230.77400000000148,-179.65500000000173,-62.29700000000005,-218.76900000000015,-186.71900000000062,-244.23900000000043,-154.14699999999988
64,-230.24499999999972,-283.86900000000185,-87.5149999999999,-215.70999999999975,-100.31800000000014,-96.06699999999996,-95.50399999999989,-120.29999999999998,-234.40900000000093,-179.16400000000166,-127.73499999999993,-221.39699999999985,-117.71799999999988,-260.7750000000011,-141.93099999999998
65,-264.34300000000076,-209.54700000000253,-120.98899999999989,-211.07799999999966,-92.30300000000011,-140.0719999999999,-70.31699999999987,-101.43999999999993,-251.71900000000036,-169.85300000000157,-99.8759999999999,-225.90300000000008,-137.64400000000006,-235.01100000000014,-149.86899999999994
66,-263.52900000000113,-254.77900000000045,-147.17999999999978,-213.61700000000005,-124.32800000000012,-120.10799999999995,-119.45399999999992,-81.54199999999993,-223.9959999999998,-174.79000000000116,-103.88199999999988,-222.86900000000028,-156.045,-241.2880000000011,-164.97099999999992
67,-258.67900000000054,-206.84700000000242,-61.82199999999997,-229.0719999999998,-114.25500000000002,-63.83099999999992,-121.40699999999995,-81.01099999999994,-188.0020000000017,-198.20200000000176,-156.0919999999999,-213.80399999999986,-56.868000000000166,-249.94100000000117,-150.36100000000022
68,-251.84500000000025,-275.5380000000016,-123.37599999999978,-208.0809999999996,-138.33300000000025,-83.06899999999993,-61.43400000000006,-54.309999999999846,-178.14200000000176,-185.89500000000166,-185.1389999999998,-207.77999999999992,-88.46600000000043,-252.04400000000115,-128.91499999999994
69,-253.30000000000035,-219.4390000000025,-103.2379999999998,-194.05899999999966,-121.9170000000004,-84.76500000000021,-74.76199999999996,-86.08099999999988,-107.3220000000008,-137.80900000000105,-91.09499999999981,-210.15299999999988,-63.40000000000034,-253.6660000000004,-191.64399999999972
70,-250.1320000000002,-226.73000000000243,-116.21799999999985,-235.6130000000005,-131.7490000000003,-109.85099999999981,-84.43900000000001,-74.03,-194.90900000000158,-167.6620000000006,-84.4109999999999,-204.44999999999982,-158.22700000000034,-219.25799999999987,-184.08000000000015
71,-243.98500000000004,-276.059000000002,-119.83899999999983,-250.83900000000077,-147.88200000000012,-135.66000000000005,-144.89500000000004,-88.44699999999999,-180.80100000000127,-174.35500000000127,-134.8170000000001,-167.7199999999998,-121.70900000000013,-218.622,-138.4199999999998
72,-221.0019999999995,-273.2420000000019,-83.63999999999979,-192.11100000000116,-141.84,-82.21099999999993,-127.046,-95.57799999999997,-197.52200000000147,-163.94500000000104,-125.70700000000019,-200.02499999999984,-142.94900000000067,-214.8800000000001,-164.04399999999993
73,-248.31900000000059,-250.94500000000258,-111.90199999999996,-193.03900000000164,-126.79400000000005,-100.72000000000006,-133.84999999999994,-80.84299999999995,-171.67900000000114,-153.7230000000011,-170.57800000000103,-210.39399999999978,-121.631,-233.65500000000043,-188.60799999999975
74,-221.2010000000014,-258.8920000000006,-104.213,-171.03800000000166,-111.78100000000029,-145.24299999999994,-99.37599999999993,-133.65799999999996,-92.25900000000028,-177.8320000000004,-152.12500000000065,-193.50399999999988,-149.18400000000003,-229.50000000000017,-193.8909999999998
75,-176.92800000000133,-251.4690000000008,-27.35599999999989,-181.40900000000144,-82.26600000000018,-91.19899999999988,-127.37099999999987,-127.91399999999985,-188.52100000000036,-146.10200000000032,-87.25799999999977,-218.46399999999977,-107.04200000000003,-213.82899999999972,-170.32599999999982
76,-257.66400000000095,-260.637000000001,-50.59099999999981,-170.61500000000166,-128.557,-98.31099999999996,-99.38499999999993,-87.33799999999988,-184.07500000000076,-177.1020000000002,-104.15899999999976,-211.06899999999956,-92.87599999999998,-229.62999999999994,-164.78799999999987
77,-246.0100000000012,-217.48500000000075,-159.55699999999985,-197.51200000000105,-127.82000000000002,-117.042,-71.95399999999998,-62.708999999999946,-186.34200000000067,-139.6980000000005,-104.81300000000014,-194.59299999999985,-140.42500000000007,-197.5549999999997,-176.72199999999978
78,-251.06700000000183,-234.28299999999973,-89.45299999999988,-191.4410000000002,-87.10500000000015,-76.63699999999997,-106.7289999999999,-104.70999999999992,-191.86200000000065,-145.26299999999978,-144.384,-190.039,-49.52799999999992,-173.93900000000016,-180.33099999999973
79,-201.19900000000186,-255.37500000000085,-147.57499999999987,-239.63300000000064,-69.70499999999988,-40.671999999999954,-94.82499999999996,-100.40999999999993,-159.99700000000124,-115.82899999999981,-111.99999999999989,-185.15800000000004,-181.80300000000005,-241.66400000000075,-169.73499999999984
80,-240.7560000000015,-240.3330000000014,-68.8469999999999,-223.23000000000076,-133.60600000000053,-53.78399999999997,-89.09199999999997,-117.61799999999998,-201.02900000000093,-105.84799999999981,-105.2049999999999,-198.48500000000007,-177.1879999999997,-220.86500000000137,-177.4659999999998
81,-210.05300000000108,-199.1790000000022,-68.54999999999991,-206.03500000000014,-108.878,-51.806999999999974,-70.81999999999996,-102.3369999999999,-166.76800000000108,-101.43400000000001,-86.3939999999998,-199.53600000000029,-147.08799999999988,-175.36000000000152,-181.12599999999972
82,-232.00799999999998,-196.12800000000203,-9.344999999999954,-235.55600000000058,-100.72000000000003,-54.513999999999825,-152.017,-59.88299999999996,-146.35400000000078,-80.85899999999987,-144.612,-188.32100000000048,-136.25899999999984,-221.7030000000012,-189.6129999999998
83,-237.46300000000093,-196.08900000000207,-136.81999999999994,-217.87200000000075,-137.63500000000008,-65.99999999999989,-86.752,-114.36599999999999,-121.31400000000062,-111.6399999999999,-134.74499999999986,-221.56000000000057,-178.21899999999982,-226.01200000000176,-199.0050000000001
84,-236.45500000000092,-193.75600000000173,-113.52999999999986,-215.42100000000056,-129.44500000000002,-94.23699999999994,-58.88999999999995,-97.57899999999997,-217.81700000000097,-53.87799999999991,-50.439999999999884,-223.42800000000017,-139.7459999999998,-208.73500000000212,-183.5229999999998
85,-251.9820000000007,-257.2060000000016,-85.50499999999994,-225.87000000000012,-130.55700000000016,-142.01299999999992,-53.89599999999992,-140.10900000000004,-232.78200000000152,-103.86399999999995,-82.76699999999984,-221.61999999999983,-110.5309999999998,-211.98700000000227,-176.34999999999982
86,-173.18000000000157,-194.0420000000015,-94.78399999999985,-236.9970000000003,-111.96099999999987,-91.47200000000024,-64.92899999999989,-113.51999999999995,-226.14100000000082,-149.31799999999987,-109.07199999999986,-145.71700000000004,-127.10799999999976,-229.39000000000206,-136.62799999999993
87,-188.75700000000177,-246.12900000000167,-70.18199999999987,-196.2350000000008,-169.57700000000008,-107.51100000000001,-80.0889999999999,-140.09500000000003,-201.0090000000006,-119.75099999999998,-119.81399999999992,-205.5399999999998,-102.3129999999999,-234.88900000000132,-161.90199999999987
88,-171.52200000000113,-241.99100000000072,-98.00599999999984,-238.333000000001,-147.421,-112.03799999999997,-98.398,-118.84499999999994,-263.9790000000012,-116.65699999999995,-64.61099999999996,-204.8840000000001,-104.4789999999999,-206.45800000000207,-176.8299999999999
89,-176.82900000000137,-204.2960000000016,-85.89399999999986,-196.90100000000058,-163.90199999999993,-145.71500000000032,-118.30600000000001,-102.71799999999993,-234.3110000000007,-108.94599999999996,-110.3169999999999,-236.13700000000003,-102.81699999999992,-186.97300000000126,-164.85999999999984
90,-188.59500000000176,-185.3010000000017,-67.2179999999999,-198.54200000000145,-101.64500000000001,-99.13200000000026,-41.25699999999991,-91.91499999999999,-250.30600000000055,-50.99999999999992,-65.29199999999989,-197.69199999999972,-102.4489999999998,-179.480000000001,-171.56499999999977
91,-188.43300000000178,-139.05800000000096,-61.820999999999934,-172.5390000000014,-127.28800000000004,-132.58,-71.24099999999986,-121.74700000000007,-256.9990000000005,-155.84899999999985,-129.9539999999999,-180.96799999999996,-146.1889999999999,-230.503000000001,-169.521
92,-192.51300000000123,-193.86900000000105,-57.78299999999996,-196.60400000000138,-141.25700000000035,-108.76200000000043,-66.54299999999989,-107.30400000000002,-254.6020000000016,-125.80500000000002,-97.42099999999981,-145.291,-144.4289999999998,-228.58100000000059,-170.43999999999977
93,-156.6190000000011,-119.00300000000102,-80.79799999999992,-197.44000000000105,-119.13499999999996,-87.05800000000004,-88.54399999999987,-109.62,-269.4720000000014,-71.16100000000003,-95.05699999999983,-177.59299999999973,-144.03899999999993,-193.9270000000013,-182.5749999999997
94,-174.7450000000011,-172.9730000000016,-154.98499999999984,-215.00700000000091,-127.38800000000008,-123.44500000000025,-123.6629999999999,-54.54299999999999,-289.4830000000017,-143.9869999999999,-113.02599999999987,-196.88199999999975,-162.99500000000003,-200.5700000000017,-204.42399999999967
95,-188.82100000000148,-187.67700000000178,-55.659999999999854,-228.50700000000103,-100.36800000000001,-137.53900000000007,-118.28499999999985,-110.91299999999998,-240.79400000000183,-138.94899999999993,-98.06299999999983,-213.2180000000003,-150.47400000000061,-161.76000000000127,-189.77799999999974
96,-159.05800000000127,-195.2330000000013,-77.05799999999991,-170.47700000000083,-100.13300000000001,-166.7379999999999,-106.74699999999989,-127.17999999999998,-199.28000000000142,-119.18399999999997,-89.32499999999979,-174.86200000000002,-197.9750000000011,-170.0740000000013,-203.51499999999967
97,-192.16300000000155,-180.9300000000015,-127.08099999999983,-235.58700000000036,-125.36800000000002,-63.587999999999894,-100.12599999999993,-130.88299999999998,-172.32000000000136,-93.66400000000014,-88.38899999999977,-197.2839999999998,-110.13700000000031,-167.54500000000058,-179.85699999999974
98,-177.3080000000012,-168.1500000000011,-72.51299999999988,-214.34500000000054,-145.2910000000003,-92.15299999999982,-126.45899999999988,-74.29299999999996,-171.27500000000163,-105.0100000000001,-103.39999999999979,-184.93899999999985,-123.23700000000012,-176.92600000000067,-201.00999999999974
99,-199.28300000000155,-195.40300000000167,-102.5119999999998,-184.9620000000005,-94.66699999999996,-76.59199999999996,-130.49699999999987,-91.981,-169.6020000000012,-106.46800000000019,-133.47899999999987,-185.85100000000008,-194.68300000000036,-151.77300000000065,-236.4830000000007
100,-160.47400000000098,-207.14800000000113,-114.29399999999995,-238.6040000000008,-156.11700000000016,-105.5679999999999,-64.8419999999999,-147.60399999999998,-205.73900000000094,-72.88600000000001,-63.59199999999978,-177.6189999999998,-177.70199999999969,-153.91100000000043,-174.37200000000107
101,-212.948000000001,-158.3040000000011,-126.98899999999988,-201.67800000000054,-87.1790000000001,-102.13899999999991,-102.11499999999992,-91.07199999999997,-235.29600000000036,-134.09500000000008,-85.11799999999991,-157.8199999999998,-206.05000000000027,-196.1680000000011,-231.08800000000002
102,-244.94300000000095,-189.78600000000114,-85.76599999999998,-218.5300000000008,-98.09700000000001,-109.9419999999999,-114.50999999999996,-126.46400000000003,-182.58100000000007,-102.1260000000001,-64.92899999999995,-177.9189999999998,-188.18500000000068,-174.63800000000055,-216.2079999999999
