Episode Number,Ideal Algorithm ID,Ideal Reward
0,8,62.3
1,7,61.6
2,9,70.7
3,8,74.3
4,7,71.2
5,6,76.2
6,3,92.7
7,1,96.1
8,0,94.3
9,5,86.7
10,4,93.8
11,4,103.1
12,8,89.3
13,7,98.5
14,1,96.8
15,0,90.8
16,2,73.3
17,1,75.4
18,0,73.6
19,5,62.0
20,5,58.1
21,3,65.6
22,1,70.3
23,1,72.3
24,1,88.9
25,1,89.1
26,1,82.6
27,1,76.5
28,1,83.8
29,1,83.6
30,1,84.9
31,1,82.7
32,1,62.9
33,1,85.7
34,1,93.3
35,1,79.8
36,1,65.3
37,1,73.5
38,1,66.5
39,1,68.1
40,1,67.3
41,1,69.4
42,1,70.4
43,4,62.7
44,1,61.9
45,1,71.0
46,7,73.4
47,7,79.3
48,7,72.4
49,0,64.8
50,1,65.7
51,7,84.1
52,7,95.5
53,7,89.9
54,0,73.9
55,0,69.7
56,7,67.6
57,1,79.2
58,7,85.2
59,0,77.9
60,0,72.3
61,4,69.2
62,7,73.1
63,2,78.8
64,2,75.7
65,0,73.6
66,0,80.1
67,0,69.5
68,4,72.2
69,1,61.4
70,0,66.2
71,0,72.2
72,0,74.3
73,1,65.3
74,0,65.3
75,0,58.3
76,0,70.4
77,9,70.7
78,1,66.9
79,0,64.6
80,0,69.8
81,0,60.2
82,0,52.1
83,1,58.2
84,0,62.7
85,1,71.5
86,0,69.5
87,9,63.7
88,9,103.9
89,9,66.1
90,9,57.4
91,9,65.0
92,9,75.4
93,0,62.6
94,9,59.2
95,0,59.2
96,1,81.3
97,0,66.6
98,9,81.3
99,9,72.9
100,1,65.9
101,0,65.4
102,9,73.2
103,9,63.8
104,9,88.6
105,9,70.6
106,1,70.9
107,0,74.7
108,5,71.2
109,9,75.4
110,9,67.9
111,9,65.3
112,1,67.8
113,5,66.7
114,9,69.9
115,0,61.6
116,9,75.4
117,1,67.5
118,9,68.7
119,0,58.0
120,0,55.9
121,9,86.4
122,9,61.2
123,8,64.1
124,9,91.2
125,9,76.8
126,9,67.2
127,0,65.3
128,0,60.0
129,9,60.8
130,0,65.6
131,9,62.5
132,1,66.1
133,9,67.1
134,6,62.5
135,0,62.2
136,6,63.5
137,9,70.3
138,9,84.4
139,9,68.2
140,6,70.8
141,6,81.7
142,6,63.5
143,0,67.6
144,2,70.3
145,2,81.2
146,1,69.7
147,0,71.1
148,0,64.7
149,0,58.1
150,0,58.1
151,9,63.4
152,9,71.4
153,9,61.7
154,0,61.7
155,2,61.3
156,0,57.5
157,9,72.4
158,2,62.3
159,9,88.1
160,0,60.9
161,0,62.8
162,0,59.3
163,9,55.6
164,2,59.2
165,2,58.8
166,2,69.8
167,9,66.0
168,0,70.3
169,0,60.2
170,9,63.3
171,9,64.5
172,0,56.4
173,0,58.3
174,9,63.5
175,0,66.6
176,9,64.9
177,2,61.2
178,2,65.1
179,0,65.5
180,0,67.7
181,2,65.8
182,5,62.8
183,2,68.4
184,5,68.3
185,0,68.8
186,2,63.8
187,2,71.8
188,9,73.1
189,6,72.0
190,5,80.5
191,5,89.3
192,5,90.8
193,3,89.9
194,3,92.2
195,6,96.8
196,5,107.4
197,6,108.6
198,6,119.9
199,6,133.5
200,6,123.9
201,6,135.5
202,6,134.6
203,6,137.7
204,6,116.9
205,6,131.6
206,6,121.8
207,6,113.9
208,6,109.4
209,0,125.7
210,6,144.4
211,6,150.6
212,6,178.4
213,6,196.6
214,3,200.0
215,3,200.0
216,3,196.6
217,2,194.2
218,2,195.5
219,2,193.5
220,2,198.9
221,2,200.0
222,2,200.0
223,2,200.0
224,2,200.0
225,2,200.0
226,4,198.6
227,2,199.0
228,4,197.3
229,4,198.0
230,2,194.3
231,4,194.4
232,4,197.3
233,1,188.2
234,2,186.9
235,2,195.3
236,2,190.9
237,4,196.5
238,4,196.9
239,2,198.5
240,2,198.8
241,2,200.0
242,2,200.0
243,2,200.0
244,2,200.0
245,2,200.0
246,2,200.0
247,2,200.0
248,2,200.0
249,2,199.2
250,2,199.0
251,2,194.4
252,8,194.1
253,8,188.7
254,2,181.0
255,5,179.0
256,8,165.0
257,8,168.0
258,2,171.5
259,1,183.7
260,1,163.0
261,9,152.9
262,1,162.6
263,1,170.8
264,1,180.5
265,1,177.4
266,9,174.8
267,5,179.3
268,2,179.2
269,9,180.2
270,9,170.0
271,1,170.0
272,9,184.9
273,9,173.6
274,9,164.8
275,6,179.9
276,6,190.9
277,6,168.7
278,6,182.2
279,3,195.7
280,2,190.6
281,3,188.1
282,5,193.3
283,5,200.0
284,4,200.0
285,8,200.0
286,5,191.6
287,1,197.3
288,5,188.2
289,5,179.9
290,4,175.4
291,5,178.3
292,1,187.9
293,1,180.6
294,2,177.3
295,1,179.0
296,9,191.5
297,6,183.0
298,3,180.1
299,6,184.8
300,5,190.5
301,4,198.3
302,3,200.0
303,2,200.0
304,1,193.9
305,6,191.8
306,9,194.7
307,4,191.2
308,2,191.0
309,6,195.3
310,2,192.1
311,4,199.5
312,5,193.6
313,2,199.4
314,1,200.0
315,2,189.5
316,1,192.3
317,1,189.7
318,9,199.0
319,8,192.9
320,9,195.2
321,6,200.0
322,5,197.7
323,4,200.0
324,3,197.7
325,5,200.0
326,1,198.2
327,3,200.0
328,1,196.5
329,1,195.6
330,8,191.3
331,7,195.0
332,7,193.4
333,7,196.2
334,9,194.0
335,8,191.2
336,9,200.0
337,8,200.0
338,7,196.5
339,7,195.1
340,9,198.6
341,8,199.6
342,7,200.0
343,8,200.0
344,1,200.0
345,8,198.3
346,7,197.2
347,8,200.0
348,1,200.0
349,1,200.0
350,1,198.0
351,5,188.3
352,1,197.9
353,1,196.1
354,1,193.3
355,1,199.2
356,7,194.7
357,5,196.7
358,5,195.6
359,5,195.3
360,7,199.6
361,1,196.9
362,1,196.2
363,4,194.6
364,9,198.4
365,9,200.0
366,8,195.3
367,7,196.9
368,6,195.3
369,9,191.9
370,4,194.7
371,3,193.2
372,2,198.7
373,1,196.8
374,3,191.2
375,2,188.7
376,2,190.4
377,3,192.5
378,2,192.6
379,8,194.5
380,7,195.9
381,3,194.2
382,5,195.5
383,4,196.2
384,3,198.3
385,2,196.7
386,3,192.7
387,7,185.1
388,8,178.9
389,3,184.0
390,3,189.4
391,3,189.0
392,8,184.0
393,7,183.1
394,7,177.8
395,5,184.4
396,5,172.7
397,7,176.7
398,0,182.8
399,1,183.3
400,1,180.1
401,7,183.2
402,1,179.2
403,5,186.7
404,5,182.9
405,5,192.9
406,6,200.0
407,5,200.0
408,3,200.0
409,3,200.0
410,3,200.0
411,3,200.0
412,3,200.0
413,3,200.0
414,3,200.0
415,3,200.0
416,3,200.0
417,3,194.5
418,7,186.2
419,6,189.6
420,6,178.1
421,0,180.4
422,0,183.2
423,0,191.8
424,0,179.8
425,5,181.3
426,5,188.9
427,5,193.1
428,3,190.6
429,0,194.2
430,3,195.3
431,3,192.8
432,3,196.3
433,3,200.0
434,3,198.6
435,6,197.8
436,3,193.0
437,3,191.0
438,0,194.4
439,6,190.7
440,1,194.7
441,5,195.2
442,4,195.2
443,7,194.6
444,5,198.3
445,5,198.1
446,4,196.6
447,7,194.7
448,7,195.5
449,1,195.6
450,1,193.6
451,1,190.3
452,7,199.3
453,1,195.5
454,7,199.4
455,1,196.5
456,3,200.0
457,1,200.0
458,1,200.0
459,1,200.0
460,1,200.0
461,1,200.0
462,1,200.0
463,7,200.0
464,1,200.0
465,1,200.0
466,1,200.0
467,1,200.0
468,1,200.0
469,1,200.0
470,1,200.0
471,1,200.0
472,1,200.0
473,7,200.0
474,1,200.0
475,9,199.4
476,9,199.9
477,1,194.7
478,7,195.7
479,9,194.6
480,0,187.3
481,7,182.5
482,0,180.5
483,0,195.6
484,0,192.3
485,0,194.3
486,0,192.1
487,0,192.3
488,0,191.3
489,0,194.8
490,0,191.2
491,0,177.9
492,0,194.5
493,0,184.2
494,0,173.7
495,0,188.0
496,0,183.8
497,0,188.0
498,0,190.3
499,0,199.0
500,0,198.0
501,0,187.5
502,0,187.9
503,0,199.7
504,0,176.3
505,0,190.6
506,0,181.9
507,0,191.2
508,0,196.4
509,0,186.0
510,0,191.7
511,0,192.5
512,0,190.0
513,0,191.8
514,0,199.4
515,0,187.3
516,0,183.4
517,0,193.6
518,0,192.4
519,5,188.9
520,5,190.4
521,0,198.5
522,6,196.9
523,6,198.6
524,6,198.8
525,6,197.4
526,0,194.6
527,6,198.9
528,3,192.6
529,6,197.6
530,6,197.6
531,6,193.7
532,0,196.0
533,0,196.5
534,6,191.0
535,9,190.1
536,8,193.1
537,0,194.3
538,0,191.1
539,8,183.2
540,0,197.0
541,0,191.9
542,8,197.1
543,0,192.1
544,6,186.5
545,3,198.5
546,0,188.2
547,3,200.0
548,0,197.8
549,0,196.1
550,9,191.3
551,3,194.7
552,3,194.7
553,0,199.3
554,8,192.5
555,3,197.4
556,3,198.5
557,0,196.1
558,3,196.7
559,3,197.8
560,3,197.6
561,3,200.0
562,3,200.0
563,3,200.0
564,2,200.0
565,3,200.0
566,2,200.0
567,2,200.0
568,2,200.0
569,2,200.0
570,2,200.0
571,1,200.0
572,0,200.0
573,2,200.0
574,2,200.0
575,7,200.0
576,8,200.0
577,8,200.0
578,8,199.6
579,6,199.7
580,5,200.0
581,1,200.0
582,1,200.0
583,2,200.0
584,9,196.4
585,0,200.0
586,7,196.6
587,1,197.2
588,9,200.0
589,9,200.0
590,0,196.0
591,7,198.8
592,0,197.6
593,5,196.5
594,5,196.1
595,9,195.5
596,5,198.6
597,1,198.8
598,3,196.9
599,5,194.2
600,1,195.2
601,5,197.2
602,9,194.3
603,3,193.8
604,7,191.2
605,5,193.4
606,0,195.1
607,3,186.2
608,3,189.4
609,1,189.9
610,0,193.1
611,0,195.1
612,0,185.4
613,9,182.9
614,0,183.9
615,7,184.9
616,0,187.6
617,1,182.0
618,0,191.1
619,1,196.0
620,0,197.8
621,1,188.3
622,0,187.5
623,8,189.7
624,4,184.5
625,8,196.2
626,8,200.0
627,8,194.6
628,0,197.7
629,8,192.5
630,5,190.8
631,8,195.7
632,5,196.3
633,0,197.4
634,0,199.6
635,5,196.7
636,8,197.8
637,0,196.0
638,1,194.7
639,0,195.1
640,0,194.7
641,0,196.0
642,4,187.3
643,3,188.5
644,9,195.4
645,9,195.8
646,0,189.9
647,9,191.5
648,4,189.0
649,3,192.2
650,0,192.9
651,2,195.3
652,2,196.1
653,0,197.5
654,0,196.7
655,4,190.7
656,0,194.8
657,4,193.0
658,7,192.0
659,9,195.4
660,1,193.7
661,9,200.0
662,9,195.6
663,7,200.0
664,4,193.4
665,7,194.8
666,2,194.9
667,1,194.1
668,2,200.0
669,8,196.3
670,0,198.9
671,6,198.9
672,9,195.2
673,4,194.2
674,7,195.2
675,6,197.1
676,6,200.0
677,4,196.7
678,9,195.4
679,2,193.2
680,1,197.3
681,0,194.0
682,4,192.4
683,3,195.4
684,2,193.9
685,1,191.3
686,0,189.0
687,5,191.2
688,4,187.5
689,7,186.8
690,0,193.4
691,9,193.3
692,8,195.2
693,7,194.6
694,8,198.2
695,8,195.3
696,0,194.9
697,5,198.2
698,5,196.5
699,1,193.3
700,2,198.9
701,1,198.7
702,1,197.4
703,9,196.8
704,8,200.0
705,7,197.6
706,6,197.6
707,5,200.0
708,4,200.0
709,3,200.0
710,2,200.0
711,1,200.0
712,5,200.0
713,8,199.6
714,8,198.1
715,5,197.3
716,4,195.5
717,5,196.1
718,2,195.0
719,1,197.3
720,0,197.7
721,9,200.0
722,9,196.2
723,7,200.0
724,0,197.9
725,8,194.6
726,5,196.7
727,8,193.5
728,7,196.1
729,2,195.9
730,1,196.7
731,9,191.5
732,8,191.3
733,9,199.0
734,8,196.5
735,7,200.0
736,5,196.3
737,5,197.4
738,5,195.7
739,9,192.4
740,9,196.2
741,1,191.0
742,7,193.8
743,0,194.7
744,0,193.3
745,9,194.6
746,7,191.6
747,7,192.7
748,9,197.3
749,8,195.7
750,7,195.7
751,0,192.6
752,0,200.0
753,9,194.3
754,9,195.2
755,9,194.8
756,1,195.7
757,9,196.2
758,9,196.7
759,9,197.5
760,8,196.0
761,7,196.6
762,0,199.5
763,9,198.9
764,8,196.7
765,7,196.7
766,9,199.4
767,8,199.4
768,7,199.4
769,8,194.8
770,7,195.6
771,1,196.9
772,9,192.6
773,9,197.8
774,8,198.6
775,7,198.2
776,1,196.3
777,0,197.7
778,0,197.3
779,9,193.8
780,7,197.2
781,1,195.1
782,7,197.0
783,9,196.0
784,0,192.2
785,7,196.4
786,0,193.1
787,0,192.3
788,9,195.1
789,0,193.6
790,0,195.8
791,0,189.2
792,0,193.1
793,0,197.0
794,0,190.3
795,0,187.3
796,0,192.4
797,0,196.6
798,0,200.0
799,0,196.3
800,0,190.8
801,0,194.8
802,0,187.6
803,0,196.3
804,0,190.2
805,0,195.1
806,0,194.8
807,0,196.4
808,0,195.0
809,0,185.8
810,0,191.8
811,0,200.0
812,0,188.2
813,0,192.4
814,0,183.5
815,0,197.7
816,0,198.1
817,0,187.3
818,0,195.2
819,9,189.5
820,0,191.4
821,0,195.9
822,0,192.3
823,0,182.1
824,0,189.1
825,0,195.4
826,0,177.7
827,0,192.4
828,0,188.9
829,0,184.3
830,0,185.0
831,0,190.6
832,0,182.6
833,0,190.9
834,0,190.8
835,0,195.7
836,0,180.8
837,0,187.2
838,0,187.9
839,0,189.4
840,0,184.1
841,0,188.4
842,0,190.0
843,0,187.2
844,0,183.7
845,0,186.1
846,0,189.9
847,5,184.0
848,0,190.2
849,3,182.4
850,6,190.3
851,0,191.2
852,5,192.3
853,0,191.8
854,0,195.9
855,6,196.6
856,5,197.5
857,6,198.8
858,5,200.0
859,5,196.9
860,5,195.2
861,0,192.0
862,1,194.8
863,0,193.6
864,7,191.1
865,0,186.1
866,0,196.9
867,0,196.5
868,0,195.9
869,8,190.9
870,1,192.2
871,0,198.1
872,0,194.8
873,0,193.0
874,0,187.4
875,0,196.0
876,0,189.1
877,0,192.4
878,0,183.2
879,0,197.2
880,0,192.0
881,0,200.0
882,0,190.5
883,0,189.3
884,0,199.9
885,0,190.8
886,0,190.4
887,0,193.4
888,0,198.8
889,0,186.1
890,0,199.7
891,0,188.6
892,0,200.0
893,0,191.3
894,0,197.7
895,0,197.9
896,0,195.9
897,0,190.6
898,0,184.2
899,0,192.5
900,0,187.1
901,0,196.7
902,0,188.2
903,0,200.0
904,0,187.4
905,0,192.0
906,0,197.3
907,0,190.4
908,0,194.4
909,0,188.1
910,0,200.0
911,0,193.6
912,0,196.2
913,0,190.7
914,0,195.7
915,0,180.7
916,0,184.6
917,0,190.1
918,0,183.5
919,0,194.9
920,0,194.5
921,0,200.0
922,0,193.2
923,0,194.2
924,0,200.0
925,0,190.1
926,0,193.8
927,0,195.2
928,0,196.2
929,6,191.2
930,0,193.7
931,6,196.2
932,5,187.3
933,0,186.8
934,0,195.3
935,0,200.0
936,0,192.2
937,0,199.7
938,0,191.9
939,0,197.7
940,0,196.2
941,0,187.4
942,0,190.8
943,5,190.5
944,0,193.3
945,0,195.7
946,0,192.5
947,0,196.5
948,0,190.0
949,0,196.3
950,0,188.3
951,0,188.2
952,0,191.7
953,0,190.7
954,0,186.2
955,0,191.4
956,0,194.0
957,0,196.8
958,0,191.3
959,0,197.3
960,0,187.9
961,0,195.5
962,0,188.2
963,0,191.7
964,0,192.3
965,0,196.3
966,0,195.0
967,8,191.4
968,3,193.5
