Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14,Reward 15,Reward 16,Reward 17,Reward 18,Reward 19
0,-0.4582114493430286,-3.1586888179699133,-3.168039248666607,-0.9996975661576115,-1.5053997444337548,1.7015811691936402,3.6361142608856967,-1.3037217826095815,-5.413017250198517,-6.584971308640883,0.983639824909788,1.2598364240682558,1.4378298222989332,2.2991862715280282,-1.8998042633891465,-0.3340317960593812,-5.299426322074213,0.993358960177247,-0.9831534895631444,1.6170919143556184
1,-0.5557481641765293,7.379273700546525,6.013341770882934,0.055069548227570486,-6.976712222998342,0.9536428949151258,2.2582007289865005,-2.5114576226718555,-2.25165954388496,-4.238048888726721,-4.299536009964427,-8.083922120505147,-6.454518978873795,1.7840103380815413,-5.527368389714747,-5.426877807108289,-0.1649579710794594,-8.75221980935602,-6.031714835671188,-5.52446897262204
2,-1.5092698430675011,-10.005936940708544,-8.644306655711794,-2.395775351938232,-10.396210545674798,-1.309314481356047,-6.046709762376219,-0.25609031436005764,2.182163579379435,-0.9071442652309398,4.317120600363716,-0.15904027073291233,0.3563480624913785,-5.770042264014769,0.7732616661877473,-3.6736813318633126,-1.0277975515943099,-7.057173746976462,0.7807228854723389,-3.22254241695914
3,-7.912465835706058,4.1704773106331405,2.335513353765926,-0.9707876867563415,3.1432091741322488,-3.304015591635296,-1.1064099830540772,0.08670211679537046,5.474922272417071,-5.8117735990138515,-5.536708830082159,-3.968705681420345,-3.0829299851049923,1.1400965319780207,-6.355644256125974,2.3725716086466937,-6.610944196755369,-2.2930673504734607,0.9442315182809553,-8.765369290492028
4,-2.4976831566119992,-2.4683979083387926,2.4154444796543117,1.5848282475023414,-4.5829378395177125,0.9272002995794152,0.09919264227405603,-0.5056032595794473,6.831311537780364,-8.238193304902595,-1.881165146426774,-3.498422904426822,0.4546491351070081,0.037544296980689396,-3.141840176421062,-4.932391273677807,-0.552792769972996,0.8244020949651244,1.2713718672464887,-0.3876187473085162
5,-5.653262856695179,-3.1517148263739863,-1.522466166615717,1.550541758367304,-4.488807631512939,-1.792336778441559,-1.069640678185502,2.4731670957704317,-9.485781895120963,-8.158093041630028,-3.4727867892042594,-8.69388640875226,-4.876748935344937,-5.533527542944412,-7.4943596535980435,-2.0490428830320093,-0.49877069851833156,-1.0462964388478275,-0.4913934311693657,-4.624943454698832
6,-4.328751597121132,0.39824228384020655,0.013317348078408031,4.13734345046574,-4.5845407254580675,2.308289036662496,2.019772483313397,3.802826764671722,-19.558017480470163,-21.178676929271763,-4.948845310929823,-1.4190133547421557,-4.688769357331411,-11.052872121933646,2.3506970298580234,-5.200401253146969,-7.426622039288283,-2.52433498245177,1.5519142513647706,-0.2130072165812698
7,1.2025930012449835,3.437417377366483,3.678416251686522,-1.4982172309583024,3.439998085325712,-4.270066323539913,-18.022167991929802,-1.635553385356389,-5.3825136549505075,-26.375966942273323,0.25580502852532855,-6.592126819506959,-6.934736497879854,-4.436036194556072,-5.337669276878738,-2.774720977288832,7.931047213746709,-3.1582900420557305,-1.2187370164441036,-6.324951768299848
8,4.869495810546616,-7.137997026251665,1.3389223407132822,-3.4146201045989124,0.6353309550858286,1.8507879504105325,-9.84459109757196,-4.391468430040384,-12.356061762401373,-26.947607115349292,-5.284310856808484,-1.2515562560709177,0.18703089962552646,-5.5581164781516375,1.1258965544944015,-3.2319915955470115,-1.7032755775939634,-4.610912264496454,2.01951051607395,-14.297628640157075
9,0.5322854371390839,3.232687524379135,-7.370006887557642,-2.02152710414953,-6.304892010722154,-11.365324275630986,-6.915368782967052,0.6398240704909364,1.8812799317160624,-20.082414071447037,-8.388470931292058,-8.081707698419626,-4.644365255528031,-2.240004343020093,-8.861030149309883,-6.404470545231673,-7.470251407041273,2.0376988657215813,-5.712649048110352,-9.807534835823892
