Episode Number,Ideal Algorithm ID,Ideal Reward
0,1,72.5
1,1,44.0
2,1,59.5
3,0,9.2
4,0,9.4
5,0,9.2
6,0,9.6
7,0,9.4
8,0,9.4
9,0,9.2
10,0,9.3
11,0,9.1
12,0,9.4
13,0,9.1
14,0,9.6
15,0,9.7
16,0,8.9
17,0,9.1
18,0,9.0
19,0,9.3
20,0,9.5
21,0,9.2
22,1,9.1
23,0,9.3
24,0,9.3
25,0,8.9
26,7,9.5
27,0,9.6
28,0,9.2
29,1,9.4
30,0,9.2
31,0,9.2
32,0,9.3
33,0,9.1
34,0,9.3
35,9,19.5
36,9,33.9
37,9,26.4
38,9,29.5
39,4,55.4
40,0,65.2
41,9,65.8
42,9,68.3
43,4,73.6
44,4,91.4
45,9,82.3
46,2,85.4
47,1,61.3
48,1,55.3
49,3,60.0
50,2,46.0
51,1,53.1
52,9,64.9
53,1,43.7
54,2,58.4
55,6,57.6
56,9,50.9
57,9,47.9
58,2,65.4
59,9,61.4
60,9,95.3
61,9,54.7
62,9,89.0
63,0,75.8
64,9,74.2
65,2,74.3
66,2,61.4
67,2,63.3
68,2,46.6
69,0,57.3
70,2,45.6
71,1,50.9
72,1,53.1
73,0,42.3
74,9,47.5
75,9,43.4
76,9,41.1
77,9,58.3
78,4,67.4
79,0,60.8
80,9,55.7
81,9,67.9
82,3,55.9
83,0,79.3
84,9,63.6
85,9,74.4
86,2,50.0
87,2,54.8
88,2,65.7
89,0,80.5
90,9,73.2
91,1,77.1
92,3,81.5
93,2,52.1
94,6,77.3
95,1,72.0
96,5,55.6
97,9,74.5
98,2,72.4
99,0,70.3
100,1,72.6
101,9,70.5
102,8,81.3
103,0,71.6
104,3,60.0
105,2,93.2
106,1,88.8
107,7,71.0
108,1,53.9
109,9,72.3
110,6,96.5
111,6,85.0
112,0,55.6
113,8,79.1
114,9,89.6
115,0,91.3
116,1,78.3
117,0,71.4
118,1,70.0
119,1,77.0
120,7,49.9
121,2,63.5
122,0,54.0
