Episode Number,Ideal Algorithm ID,Ideal Reward
0,0,9.3
1,1,9.0
2,0,8.9
3,0,9.4
4,0,9.2
5,6,9.2
6,0,9.5
7,0,9.0
8,0,9.3
9,0,9.2
10,0,9.5
11,0,9.2
12,0,9.4
13,0,9.3
14,0,9.3
15,1,17.6
16,1,22.5
17,1,22.0
18,1,12.9
19,0,9.0
20,0,9.1
21,0,9.3
22,0,9.1
23,0,9.2
24,0,9.2
25,0,9.4
26,0,9.3
27,0,9.5
28,0,9.2
29,0,9.0
30,0,9.4
31,0,9.2
32,0,9.7
33,0,9.1
34,0,9.3
35,0,8.7
36,0,9.2
37,0,9.7
38,0,9.4
39,0,9.5
40,0,9.1
41,0,9.3
42,0,9.0
43,0,9.5
44,7,9.4
45,7,9.6
46,7,9.4
47,7,9.5
48,7,9.3
49,7,9.8
50,8,13.6
51,8,21.1
52,8,23.4
53,6,26.8
54,8,30.4
55,6,38.4
56,6,27.9
57,6,32.1
58,6,32.0
59,6,41.0
60,6,34.9
61,6,48.5
62,6,41.6
63,6,39.9
64,6,38.2
65,9,38.0
66,2,40.0
67,2,47.9
68,2,46.2
69,2,55.5
70,1,53.2
71,2,52.0
72,2,47.9
73,4,44.8
74,0,48.8
75,4,39.8
76,2,44.5
77,4,44.0
78,4,51.0
79,4,48.4
80,4,53.2
81,4,41.8
82,4,41.1
83,4,54.3
84,4,42.9
85,4,41.9
86,4,43.7
87,4,38.2
88,4,36.3
89,4,58.3
90,4,41.0
91,4,43.7
92,4,54.4
93,4,46.1
94,4,35.9
95,4,41.2
96,4,35.7
97,4,44.2
98,4,45.4
99,4,42.6
100,4,32.8
101,4,53.7
102,4,47.5
103,4,33.0
104,4,33.8
105,4,38.5
106,4,58.2
107,4,35.9
108,4,47.5
109,4,58.3
110,4,46.1
111,4,47.1
112,4,33.7
113,4,50.6
114,4,46.0
115,4,51.9
116,4,54.3
117,3,35.9
118,3,41.0
119,4,53.7
120,4,59.5
121,4,49.1
122,4,53.1
123,2,47.7
124,3,41.9
125,3,38.1
126,3,48.3
127,2,59.3
128,4,60.2
129,2,51.0
130,4,47.0
131,2,56.2
132,3,46.8
133,3,47.5
134,3,50.6
135,1,55.8
136,2,57.5
137,4,50.1
138,4,46.9
139,9,49.9
140,2,32.8
141,4,39.5
142,4,44.6
143,8,47.2
144,4,57.5
145,1,47.4
146,4,49.3
147,4,50.9
148,8,40.8
149,4,31.2
150,1,50.4
151,1,47.5
152,4,49.8
153,1,58.6
154,4,40.7
155,4,53.1
156,4,38.7
157,8,44.6
158,5,53.3
159,4,46.6
160,4,48.2
161,4,69.1
162,4,43.3
163,8,58.2
164,2,52.4
165,4,56.3
166,4,49.5
167,4,41.1
168,6,58.4
169,4,43.3
170,4,47.4
171,7,50.9
172,6,67.9
173,4,65.0
174,6,61.8
175,6,49.6
176,4,43.7
177,8,57.1
178,4,54.7
179,6,52.5
180,6,49.6
181,4,43.3
182,4,65.2
183,4,47.6
184,6,39.2
185,6,66.7
186,6,62.9
187,0,50.2
188,3,50.5
189,6,57.6
190,7,64.8
191,0,63.3
192,6,50.9
193,6,46.5
194,6,56.3
195,6,51.9
196,0,65.5
197,6,53.9
198,0,65.4
199,6,49.9
200,6,66.4
201,6,51.8
202,0,49.1
203,6,49.8
204,6,74.7
205,0,57.6
206,1,45.9
207,9,52.2
208,0,64.5
209,6,50.6
210,6,49.2
211,0,56.0
212,6,50.7
213,6,49.7
214,0,57.4
215,3,52.9
216,7,66.1
217,0,64.3
218,4,41.5
219,6,47.6
220,8,79.2
221,8,54.0
222,0,50.2
223,4,42.9
224,4,54.8
225,4,40.1
226,3,55.1
227,0,48.5
228,4,33.7
229,9,62.9
230,6,50.8
231,4,48.5
232,4,47.2
233,0,49.4
234,4,64.2
235,4,43.2
236,6,74.0
237,4,51.5
238,3,61.8
239,4,52.2
240,4,38.7
241,4,42.7
242,3,57.9
243,6,56.8
244,4,62.7
245,2,53.8
246,4,41.7
247,4,36.9
248,5,57.3
249,8,55.7
250,6,48.6
251,3,52.8
252,4,47.4
253,4,39.1
254,6,57.5
255,6,76.0
256,3,69.4
257,0,63.3
258,3,57.1
259,3,52.3
260,0,52.1
261,6,58.3
262,7,46.9
263,3,61.8
264,4,49.1
265,4,55.8
266,0,57.0
267,3,67.1
268,4,48.0
269,4,44.0
270,4,49.3
271,6,65.1
272,4,46.0
273,3,51.8
274,4,40.3
275,4,47.8
276,0,67.4
277,3,60.3
278,4,59.0
279,7,53.8
280,4,81.7
281,6,66.0
282,4,56.6
283,8,102.6
284,7,93.5
285,4,53.7
286,4,51.6
287,4,55.0
288,4,57.9
289,7,66.7
290,3,67.8
291,4,49.6
292,4,64.4
293,4,60.1
294,4,69.6
295,3,65.6
296,3,75.5
297,3,56.4
298,4,46.0
299,4,49.4
300,4,56.9
301,4,54.5
302,4,53.4
303,6,59.3
304,6,76.9
305,4,50.8
306,4,47.8
307,6,63.7
308,4,52.5
309,4,67.5
310,7,69.9
311,4,68.5
312,0,74.7
313,7,50.8
314,7,54.9
315,7,64.2
316,7,58.1
317,4,55.9
318,4,59.6
319,3,62.3
320,4,74.3
321,6,53.7
322,6,77.3
323,6,77.8
324,6,64.0
325,6,72.0
326,6,69.9
327,0,70.9
328,6,80.3
329,6,67.4
330,6,72.2
331,6,85.1
332,4,80.6
333,4,87.0
334,6,91.3
335,6,90.5
336,6,69.2
337,4,90.9
338,6,71.3
339,8,60.3
340,4,79.5
341,4,82.5
342,4,66.6
343,4,67.9
344,4,76.4
345,4,70.3
346,4,57.8
347,4,92.1
348,4,79.2
349,4,77.5
350,4,71.5
351,4,79.5
352,4,65.4
353,4,84.4
354,4,77.5
355,4,82.3
356,4,80.7
357,4,67.0
358,6,76.6
359,4,73.9
360,6,88.0
361,4,102.5
362,4,113.6
363,4,83.7
364,4,82.8
365,4,89.0
366,4,96.7
367,4,66.6
368,4,90.9
369,4,86.1
370,4,83.7
371,4,98.5
372,6,88.6
373,6,120.0
374,6,160.2
375,6,98.7
376,6,132.3
377,6,138.9
378,6,163.8
379,6,160.4
380,8,120.9
