Episode Number,Ideal Algorithm ID,Ideal Reward
0,2,-102.277
1,13,-126.69700000000005
2,2,-132.34
3,11,-130.21600000000004
4,12,-135.95799999999997
5,9,-138.844
6,1,-145.77099999999993
7,0,-138.50599999999991
8,6,-179.74099999999962
9,0,-204.89799999999963
10,12,-190.9569999999997
11,8,-179.19199999999984
12,5,-137.2109999999998
13,11,-154.59099999999975
14,7,-153.67600000000022
15,5,-147.85900000000038
16,7,-157.47300000000112
17,14,-153.3370000000002
18,0,-170.30799999999982
19,1,-180.43399999999977
20,14,-177.37699999999973
21,0,-180.43599999999978
22,7,-169.53499999999974
23,12,-198.19699999999997
24,7,-210.09000000000006
25,2,-150.9470000000012
26,3,-90.66400000000044
27,1,-137.2900000000008
28,12,-132.998
29,9,-101.26800000000007
30,14,-70.48300000000006
31,7,-81.35399999999996
32,3,-61.705999999999996
33,13,-102.32499999999995
34,11,-86.6989999999999
35,7,-106.20099999999994
36,13,-108.05299999999977
37,12,-87.24499999999992
38,4,-69.2039999999999
39,6,-87.16699999999992
40,12,-74.01599999999985
41,2,-83.26699999999994
42,5,-66.57599999999998
43,10,-108.421
44,7,-83.03799999999993
45,3,-83.98500000000033
46,0,-57.38699999999983
47,5,-67.55299999999986
48,1,-46.74999999999994
49,14,-36.77299999999993
50,2,-42.904999999999816
51,3,-63.39599999999977
52,8,-67.60399999999989
53,7,-87.05500000000009
54,5,-65.17799999999995
55,0,-93.78500000000035
56,10,-124.37200000000053
57,9,-103.41099999999992
58,14,-124.59100000000053
59,12,-130.2170000000005
60,0,-117.72100000000032
61,14,-109.202
62,4,-109.9580000000002
63,14,-87.24799999999996
64,0,-78.69100000000014
65,4,-86.25600000000031
66,3,-92.40600000000009
67,1,-76.55500000000009
68,11,-27.539000000000033
69,10,-76.17300000000031
70,5,-48.394000000000105
71,4,-68.81200000000004
72,13,-28.354999999999915
73,3,-41.83199999999996
74,11,-21.391999999999957
75,11,-41.72300000000003
76,7,-70.09000000000005
77,3,-57.29899999999998
78,14,-58.8589999999999
79,0,-43.85499999999992
80,10,-24.679999999999897
81,4,-39.12399999999993
82,2,6.509999999999995
83,9,-59.816999999999936
84,12,-30.17799999999999
85,5,-51.32700000000001
86,11,-28.870999999999896
87,9,-53.85299999999997
88,3,-31.311999999999976
89,13,-77.19499999999994
90,2,-90.32099999999994
91,1,-74.69899999999997
92,4,-92.0280000000001
93,3,-74.83999999999997
94,4,-38.92599999999998
95,10,-28.594999999999892
96,11,-38.2529999999999
97,0,-57.193000000000026
98,12,-48.75499999999997
99,13,-70.33800000000004
100,7,-75.66199999999998
101,12,-66.31099999999988
102,8,-62.37899999999993
103,3,-61.27799999999994
104,1,-25.04599999999991
105,9,-46.245999999999874
106,1,-35.749
107,7,-55.400999999999975
108,2,-54.056999999999974
109,14,-63.371999999999936
110,13,-53.53199999999996
111,9,-60.49499999999991
112,10,-55.514999999999965
113,7,-55.86899999999996
114,6,-0.35799999999992804
115,9,-54.37799999999995
116,5,-54.19899999999986
117,3,-63.38699999999991
118,0,-80.77799999999982
119,7,-45.861999999999895
120,10,-82.51999999999991
121,8,-78.85999999999996
122,14,-60.44099999999993
123,5,-79.94899999999996
124,12,-76.42399999999996
125,14,-79.32199999999993
126,1,-93.87400000000004
127,2,-83.67199999999988
128,4,-69.78299999999987
129,7,-63.97499999999992
130,6,-60.365999999999914
131,12,-102.1779999999999
132,9,-74.67299999999986
133,1,-61.643999999999934
134,0,-11.828999999999864
135,12,-66.2429999999999
136,0,-76.59499999999994
137,8,-58.068999999999804
138,6,-44.01399999999991
139,0,-63.87299999999991
140,7,-68.04299999999992
141,4,-54.16299999999991
142,0,-54.19199999999999
143,2,-49.54299999999991
144,4,-77.56099999999995
145,14,-76.59199999999996
146,10,-40.95099999999998
147,5,-41.332999999999785
148,11,-19.604999999999848
149,14,-63.724999999999866
150,13,-56.833999999999904
151,11,-52.83999999999985
152,11,-65.51399999999992
153,6,-47.49399999999987
154,13,-66.9509999999999
155,13,-6.920999999999904
156,11,-0.16799999999996373
157,8,-18.910999999999945
158,2,-18.649999999999988
159,10,-47.046999999999926
160,0,-39.816999999999915
161,12,-42.33099999999992
162,1,-39.41499999999994
163,12,-50.685000000000066
164,7,-27.826999999999906
165,4,-40.029999999999944
