Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14,Reward 15,Reward 16,Reward 17,Reward 18,Reward 19
0,5.184025977838694,-4.1717320638904525,-3.6633028302848465,-1.437648732325505,-1.8728198363798803,-0.14865674966431452,4.726716151843576,-5.190817372235555,-7.652283568551203,-1.981522302576326,0.9421277769354963,2.790316523433011,0.6921941666631334,-6.380277594724936,-12.808065329874328,-2.558837082130481,1.870568889291348,13.14079350029771,-4.686637393161402,-4.403785251048196
1,-0.3597794243336292,-8.418869904659534,-0.04290021549403171,-3.9497722366441885,-2.312993159033124,-17.157339370342974,-3.851386938606401,-10.328040110528217,4.098326790884371,-17.16876439537628,6.2035585832528275,-7.068517873331951,-0.45237744151034676,0.14541401939043533,-6.364562126261734,0.23540294827644298,-0.5644744119365056,-0.9013623560376068,-6.063393902811915,2.8014794435284083
2,-6.262600079108095,4.374860436208943,-0.3591634945299992,-5.607859754010792,-0.4407626951069572,-15.602253241252148,-0.9978731523804564,-12.996055888074006,-4.979393041316711,-3.74877100417471,2.0284410957038617,-9.802937965729118,-4.46919966460999,3.2787192871531525,-3.978774571288126,0.9734248207501401,0.252422213243009,-3.44449613634659,-2.806376581853836,-1.48994883665757
3,0.5802484633788264,-5.908526737725456,-7.812378908734344,-4.7770513794828044,-5.282114914984353,-30.71729877190403,0.3760778610961229,-0.8699423635395446,-6.5907004030018275,-6.290250489893662,3.033451498453611,-2.3199518092837286,-0.19015633788205574,6.660016192176451,-15.72021340910861,1.5146994608113142,4.871926164174793,0.39618312671341105,2.7580272709293805,-3.5621937892701547
4,-7.466208032742443,-2.9328000276037196,-2.5011411012176312,1.376423256566364,-4.188572620166463,-32.84542507823572,0.6213373779846014,-1.8235536976271676,-7.0579143632821895,-9.725876177969667,-6.778934938920353,-0.11393769507819851,-0.2648879484192811,-1.5844735803164944,-21.250906260595823,-0.16554611103445574,-1.8104675061500788,3.2279619469874112,-4.345384195636258,-5.2168454832217
5,-3.8820030397368077,-5.508937680006303,-2.7928228908436346,-14.951818575808996,-4.25807353557856,-25.871808214871358,-1.3660622425026623,-4.1593495198901,-0.6973408615680367,-4.869852200065452,2.6618633526781394,-1.8587612475324455,-6.074874484430607,3.6720482691507144,-21.963664403744094,4.185685826533987,0.28933744581701787,-5.155053936959264,-3.419335236773874,-13.166651159854457
6,-1.1480065375289557,2.6996989745419664,-3.5463900611861874,-8.11882799923575,-5.036527202587985,-36.37347155608247,-3.674328727607425,-0.3572471386416189,1.2340604169998297,-18.275498061206356,-3.590357865609654,0.618788619941693,-7.141021025805578,4.2248730159302195,-25.309104905749802,-0.5166741374203477,0.1515146355257569,-4.114284878500989,0.005687381883554288,-12.995814782838682
7,-0.6844108325151594,-3.64044599172029,-21.594053027172478,-30.790381767962423,-0.023098705196361015,-14.418946443365774,-1.2511039743529087,-2.3647894086363364,-10.37180601361556,-38.35559957147792,0.4881719312932432,-4.623471447120979,1.3042579663340308,1.7943343732354051,-14.952886190327416,-7.882101366343882,-8.833977485129264,-8.134130209803471,-4.551886321241674,-4.042156151819894
8,-6.681109473682727,2.5354444290452984,-9.716473325469302,-17.635048361532576,-2.3934614062873374,-22.288461053797853,1.1563160592207837,-8.169521239106569,-3.946856138629987,-23.39109879730926,-1.2701167600404757,-2.9196397737442266,-6.075600787475078,-1.675290021565231,-21.639965312258273,-6.925112772202368,2.263979384547529,-0.4712899058487009,4.60223738053986,-4.035210329654961
9,-13.85013898197507,2.0752378220299703,-19.023509300693064,-26.999868381636162,-9.071430399774176,-25.333816955119783,-1.6903064284722966,-5.4702642204990255,-0.21729587454905525,-10.307129973753979,-6.892227676944524,-7.313126229473707,-4.846332092535526,-1.737948103086539,-6.92736554737152,-4.0046215037396875,-1.31011561094682,-5.602533041678626,-1.552799197215255,-4.023953717558431
10,-9.799689785668848,1.1208613371803544,-19.80092639554535,-17.571276762477456,5.783994072301259,-7.257012669863359,0.4021386423973895,4.081602449959427,-5.157625010899315,-2.4528831807435365,-3.2210445606267712,-8.088208983225464,-2.93075388375543,-4.135895182008641,-7.792069969910907,-0.4936791079387044,-7.869759897330854,-15.93661583917561,-0.10060910933110409,-2.429926026222597
