Episode Number,Ideal Algorithm ID,Ideal Reward
0,1,50.6
1,6,51.4
2,5,46.5
3,3,48.8
4,0,49.5
5,2,55.4
6,0,69.5
7,0,71.5
8,2,52.0
9,0,66.6
10,6,48.3
11,0,40.4
12,0,43.7
13,0,44.7
14,0,41.5
15,0,47.7
16,6,41.7
17,0,42.4
18,0,43.6
19,0,36.9
20,6,38.5
21,0,35.1
22,0,35.7
23,0,30.8
24,0,34.8
25,0,32.5
26,6,32.5
27,0,26.7
28,6,27.5
29,0,25.8
30,0,26.1
31,0,22.6
32,0,19.4
33,0,18.7
34,0,17.1
35,0,15.0
36,0,14.2
37,0,13.3
38,0,13.2
39,6,12.6
40,0,13.0
41,0,11.2
42,0,12.1
43,6,10.8
44,0,10.4
45,0,9.9
46,0,9.7
47,0,9.1
48,0,8.7
49,0,9.2
50,0,9.5
51,0,9.1
52,0,9.5
53,0,9.6
54,0,9.3
55,0,9.8
56,0,9.5
57,0,9.1
58,0,9.3
59,0,9.5
60,0,9.3
61,0,9.4
62,0,9.6
63,1,9.6
64,2,10.9
65,1,12.0
66,1,13.2
67,1,14.0
68,3,17.0
69,1,20.4
70,1,20.2
71,3,24.3
72,3,22.1
73,1,22.0
74,7,26.6
75,7,28.7
76,5,34.8
77,5,36.3
78,5,37.5
79,1,36.5
80,5,47.1
81,3,49.8
82,5,56.2
83,1,52.3
84,3,77.0
85,6,92.6
86,7,71.6
87,1,79.2
88,5,99.7
89,5,114.7
90,5,122.0
91,1,141.6
92,1,113.2
93,1,141.0
94,1,165.0
95,1,153.4
96,2,173.2
97,0,164.7
98,1,153.7
99,0,164.7
100,0,123.3
101,0,90.7
102,0,77.0
103,0,71.4
104,0,78.8
105,0,101.0
106,8,89.3
107,3,89.3
108,1,110.0
109,7,76.3
110,0,102.9
111,0,61.9
112,0,72.2
113,0,61.7
114,1,84.0
115,1,60.1
116,3,63.9
117,7,67.6
118,1,90.1
119,1,90.1
120,3,75.2
121,0,87.1
122,7,88.3
123,3,78.8
124,6,76.3
125,0,79.0
126,2,76.5
127,7,71.0
128,2,72.0
129,0,62.5
130,0,65.0
131,7,68.9
132,4,68.4
133,7,63.6
134,0,66.2
135,9,60.2
136,1,58.3
137,7,61.0
138,0,58.4
139,0,57.3
140,1,54.4
141,0,54.7
142,0,54.8
143,0,51.9
144,0,49.4
145,0,44.6
146,0,48.2
147,0,47.2
148,0,44.0
149,0,41.1
150,0,38.7
151,0,40.3
152,7,37.8
153,7,39.0
154,7,37.4
155,1,40.1
156,5,46.5
157,5,44.1
158,1,45.7
159,1,44.8
160,1,44.4
161,1,43.6
162,5,45.2
163,5,48.9
164,1,50.7
165,0,48.0
166,0,47.3
167,0,47.7
168,0,48.9
169,0,43.8
170,0,45.4
171,0,41.9
172,2,46.6
173,6,44.1
174,0,46.1
175,0,42.1
176,4,43.5
177,1,42.1
178,1,43.3
179,5,43.3
180,5,45.8
181,0,44.4
182,1,44.9
183,5,50.1
184,7,49.9
185,7,60.2
186,5,83.1
187,5,111.0
188,5,111.2
189,5,121.6
190,1,122.1
191,3,123.1
192,3,117.0
193,3,113.0
194,0,113.2
195,0,97.9
196,4,118.7
197,5,118.5
198,5,119.5
199,7,134.2
200,5,123.1
201,5,150.7
202,7,140.7
203,1,161.8
204,1,150.4
205,1,157.3
206,1,181.6
207,1,197.5
208,1,186.7
209,1,196.3
210,1,200.0
211,1,200.0
212,0,200.0
213,0,200.0
214,0,200.0
215,0,200.0
216,0,200.0
217,0,200.0
218,0,200.0
219,0,200.0
220,0,200.0
221,0,200.0
222,0,200.0
223,0,200.0
224,0,200.0
