Episode Number,Ideal Algorithm ID,Ideal Reward
0,9,-108.79900000000002
1,7,-111.80500000000002
2,3,-121.83700000000002
3,9,-128.14600000000002
4,6,-131.089
5,2,-126.70000000000002
6,3,-137.45499999999998
7,0,-133.81600000000003
8,11,-132.47200000000004
9,4,-139.54299999999995
10,0,-134.647
11,13,-127.01500000000003
12,5,-125.19400000000005
13,1,-127.35700000000006
14,13,-141.95799999999997
15,1,-143.84499999999997
16,12,-156.79599999999988
17,10,-156.92799999999988
18,14,-148.03599999999994
19,2,-138.22000000000003
20,1,-139.21599999999998
21,1,-137.16700000000003
22,2,-147.83499999999998
23,5,-154.51899999999992
24,10,-154.4439999999999
25,13,-152.3959999999998
26,3,-158.38699999999977
27,13,-174.9729999999998
28,11,-170.4289999999998
29,1,-188.25799999999964
30,13,-194.30400000000003
31,5,-194.3179999999997
32,4,-202.78700000000075
33,4,-198.7890000000012
34,3,-187.6459999999996
35,4,-212.3529999999997
36,8,-175.32900000000046
37,8,-198.35499999999962
38,0,-193.03899999999965
39,0,-172.02699999999982
40,0,-175.14399999999978
41,4,-189.87600000000026
42,8,-236.3760000000005
43,8,-207.09399999999974
44,3,-208.4249999999998
45,2,-197.49000000000052
46,12,-154.24099999999981
47,2,-135.84499999999994
48,0,-163.13799999999975
49,6,-147.17399999999975
50,6,-172.64300000000003
51,4,-109.30100000000046
52,7,-139.34000000000063
53,12,-96.7019999999998
54,2,-102.86800000000054
55,3,-122.84099999999998
56,8,-92.55199999999999
57,3,-65.66500000000035
58,9,-102.5810000000001
59,12,-119.01499999999969
60,3,-79.88199999999976
61,9,-128.7739999999998
62,1,-132.83799999999974
63,5,-116.66400000000019
64,10,-88.64399999999975
65,10,-110.39100000000067
66,1,-108.02400000000016
67,11,-93.44100000000003
68,9,-144.17000000000004
69,0,-172.90800000000053
70,1,-159.36500000000015
71,3,-178.0570000000006
72,0,-139.96100000000027
73,12,-96.03799999999994
74,2,-102.57400000000014
75,11,-116.63000000000007
76,8,-33.925999999999846
77,12,-44.44299999999991
78,5,-54.9349999999999
79,5,-31.144999999999857
80,6,-87.05299999999997
81,4,-34.85099999999983
82,10,-60.660999999999966
83,3,-37.59199999999985
84,6,-16.751999999999818
85,3,-39.36799999999998
86,12,-85.78100000000003
87,11,-79.03199999999984
88,13,-18.677999999999855
89,6,-58.05999999999983
90,0,-66.67899999999983
91,4,-61.42099999999969
92,14,-68.65299999999999
93,13,-117.2590000000002
94,0,-84.36099999999988
95,8,-52.528
96,12,-67.99000000000001
97,8,-55.51499999999983
98,6,-62.73599999999993
99,2,-59.3220000000003
100,2,-68.98200000000016
101,12,-101.20700000000056
102,9,-121.17699999999995
103,3,-100.71200000000019
104,10,-76.38899999999985
