Episode Number,Ideal Algorithm ID,Ideal Reward
0,9,-110.39199999999998
1,14,-129.10600000000005
2,12,-129.91000000000003
3,10,-128.89300000000003
4,1,-128.23600000000005
5,7,-130.96300000000002
6,7,-124.15300000000002
7,3,-131.05600000000004
8,3,-129.89200000000002
9,13,-114.64400000000003
10,0,-139.54600000000002
11,4,-142.28199999999998
12,14,-136.99300000000002
13,13,-140.803
14,2,-141.24399999999997
15,3,-144.95799999999994
16,13,-151.6719999999999
17,8,-155.11899999999986
18,1,-180.70900000000023
19,2,-178.6860000000012
20,14,-175.31100000000004
21,11,-190.57500000000113
22,2,-192.29400000000118
23,7,-173.2700000000012
24,3,-170.56400000000107
25,1,-170.75500000000093
26,14,-129.41800000000075
27,2,-155.39200000000102
28,8,-135.87700000000126
29,9,-137.912000000001
30,7,-164.5930000000011
31,6,-172.41100000000037
32,14,-173.85900000000066
33,6,-172.7450000000002
34,14,-173.196
35,10,-161.48199999999997
36,0,-144.7699999999999
37,12,-142.16100000000014
38,4,-156.00000000000014
39,1,-145.9200000000007
40,2,-149.60400000000072
41,14,-143.79200000000043
42,6,-150.31500000000023
43,4,-145.51200000000068
44,7,-160.73900000000035
45,12,-139.15900000000045
46,12,-108.84200000000041
47,8,-148.23700000000082
48,5,-115.82200000000041
49,3,-114.41600000000035
50,14,-90.22900000000028
51,3,-137.81499999999988
52,3,-75.37400000000001
53,3,-94.70400000000006
54,7,-53.74899999999998
55,9,-44.197000000000116
56,10,-74.56899999999993
57,11,-102.28999999999986
58,2,-85.07599999999988
59,0,-57.66700000000007
60,7,-69.87699999999987
61,13,-63.88299999999997
62,2,-107.45499999999997
63,11,-70.08600000000007
64,7,-67.44900000000003
65,10,-61.16599999999998
66,2,-32.30300000000009
67,0,-43.663
68,4,-19.52600000000009
69,2,-57.31799999999995
70,2,-64.92699999999994
71,1,-52.929999999999914
72,13,-39.51799999999995
73,7,-70.545
74,7,-44.95299999999999
75,14,-59.31300000000001
76,13,-63.42300000000002
77,13,-77.81999999999995
78,1,-76.03700000000003
79,7,-58.773000000000025
80,8,-84.75300000000009
81,2,-72.93799999999995
82,11,-71.83499999999994
83,4,-52.07199999999996
84,10,-25.174999999999994
85,5,-56.151000000000025
86,3,-60.479000000000006
87,7,-75.20400000000014
88,7,-24.754000000000005
89,8,-85.27400000000002
90,14,-90.41400000000003
91,7,-39.746
92,9,-73.62700000000007
93,5,-90.90500000000031
94,12,-67.24300000000001
95,2,-72.52199999999989
96,0,-57.409999999999876
97,6,-89.25300000000016
98,7,-23.706999999999983
99,13,-59.82099999999991
100,2,-53.017000000000074
101,8,-52.89800000000012
102,7,-40.36000000000003
103,8,-49.2050000000001
104,0,-58.633000000000195
105,2,-83.2230000000001
106,9,-60.95500000000008
107,8,-98.42300000000012
108,4,-77.96900000000011
109,1,-70.18900000000012
110,13,-71.41100000000003
111,14,-49.68200000000004
112,8,-71.40400000000004
113,4,-44.94500000000008
114,3,-64.10200000000006
115,2,-50.54100000000004
