Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14,Reward 15,Reward 16,Reward 17,Reward 18,Reward 19
0,-2.027715974598189,-3.9900528764327348,-9.533897029740393,-8.333021770568147,-0.17393609708534186,-2.8420094948552443,-2.878455645481233,-40.739248051080565,-7.859051454658937,-36.88122733957448,-8.484108510127054,-2.2227354675122646,1.9582258131188823,-7.160779259903488,-5.7532623493529,-4.920200136275782,-68.30061595063505,-0.3643417357672969,-3.255593690461402,-2.3632142693557894
1,0.957351714675901,5.71052433321989,-73.74884070434743,-59.12369143747937,-55.53498150940745,-1.4263210469112024,-9.45854901349467,-96.05316502161733,-2.941550817536233,-101.63872568735198,-8.22051570033582,-0.06209162247577038,-6.892204264278544,-3.329709110879449,-17.217611147549434,-3.6179150481993387,-96.64920019181682,-1.4175609869452697,-4.515325499916424,-4.495253269756594
2,-3.1258787043681706,3.5353596123539823,-92.56922423478242,-138.85823998328988,-80.52375966384541,-2.6688018589337448,-42.79529334322548,-96.68790898458427,8.43024212432567,-138.61635732966005,-6.218206821386412,-6.885915496308039,-36.8460026366863,-9.074911024615634,-60.00909166689347,3.151754888783922,-89.2657686782641,-5.768387548282421,-1.493645632776717,-8.582611693081919
3,-9.180967106808883,-5.0627940116994266,-89.24168351226156,-114.70104577230367,-79.54873147745221,-6.089088231692366,-81.90770798572538,-75.5690214243054,-3.631604537961647,-144.08000931333396,-21.411316254924486,-47.57136652301655,-83.8079150374555,-6.903582631916687,-68.48838788415557,-5.114625695070676,-107.69215708705568,-2.610387153729971,-0.33565456455664455,-17.965304087524707
4,-2.7350020839360436,-2.52441228636674,-93.61689642349376,-64.87674787532744,-80.48721048955095,1.5571055928993425,-73.73578348530471,-105.56109874999613,2.6181585404465224,-135.0423970106733,-55.63862217051449,-63.308339686618964,-109.21830301615262,-8.463541944223852,-89.92797517292887,-5.1042064043924675,-100.77405853740136,-8.893632131909026,2.037211334510876,-61.10273678735499
5,2.8971462711107643,-18.747254163327078,-88.40595804346466,0.5426694932477505,-95.69308379775285,-1.3196817177864957,-58.03182125255214,-108.34705254952921,-0.5439434394944349,-104.89360081336137,-71.32567859648302,-71.35322903496598,-110.50879987073615,-13.698284994428494,-17.33156145391652,-9.599873586563405,-3.0981894476551295,-36.78541717199283,-0.5778944795060742,-67.41839156098294
6,-0.1678677818067067,-57.30191700514499,-99.28037111785913,-1.3170038329153342,-97.54992052721322,-0.5346328273784116,-5.3122626986142345,-98.71635998815202,-6.1235314671997925,-66.01627640897911,-82.57556719869372,-43.78575296395507,-124.72395706229511,-35.3467441658538,2.08303631894869,4.009478532463978,-2.1769862988162028,-59.054387026445454,2.498732874653342,-77.50568775135284
7,-1.9723812992758982,-65.08461798301653,-88.33500582628018,-9.034016874720432,-87.09818059923106,-1.155578468383003,-6.16946731756033,-93.09773754653934,-0.2070028473477043,-90.13744376770538,-96.99490550681811,-44.615900142353155,-117.90150913512817,-37.78878452112001,-2.6704830983674683,-2.850347355936692,-2.1725540279167745,-54.30780319653106,1.748415493292161,-84.05015712111903
8,-18.36427421671277,-74.10544437075716,-75.39516040550254,-17.46685777260435,-75.34280832211233,-5.4519263659679,-26.456012862874417,-86.22910571051726,-8.847868830263087,-123.46202547364992,-75.28724681209738,-14.82174082404077,-107.58686454310612,-54.71485873655796,5.060143130219314,-1.9079296159686905,-2.5867241626256736,-9.855102282361235,-1.3863221800458252,-88.23221920697651
9,-30.053771278823056,-69.19823056494265,-41.06342918383388,-19.404348043019002,-87.46725942338551,-3.868081815636343,-42.91520175697215,-107.11987537543916,-2.708620010963422,-104.8544216067966,-61.155947400129506,-19.7981632325192,-118.91902902614079,-64.29120010178174,0.7314078719305585,-0.079611060593004,-4.378945547564372,-3.244735030061915,0.059609744466473914,-82.29269203377395
