Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14,Reward 15,Reward 16,Reward 17,Reward 18,Reward 19
0,3.2780697955147686,-1.599013095821712,0.74190722405671,-5.417386153446798,-1.2312178720086988,-0.37206242981865073,-35.88625087169059,-15.518319166499614,1.0516927591415945,-3.5179213681298536,-9.633025025960468,-14.535769718730979,-7.637576360354034,-23.866366201607946,-0.6765718127409134,-4.701517068054114,5.343761471587841,-2.3910098726950793,-56.286148766728125,4.07004121709821
1,-24.77206798053199,-3.7591895710578944,-5.207926069491988,2.521190240242183,-4.472275605443643,-23.218292431900217,-47.402124300779846,-1.585123644374809,-7.542185501443191,-39.915236161395825,-7.674783613552985,-32.932980022083605,-7.373456635797683,-27.78666563299555,0.7935067020081039,-8.015087086165188,-2.1538539737166316,-40.34647587401032,-97.56728717053572,1.1686920879581293
2,-76.05197990250383,-8.173482867032197,-8.05558640730166,-1.0902462673330993,-9.490218799471617,-57.59615531229599,-73.9745933985981,-65.4859966592982,-4.585844825461661,-110.49693186783804,-28.436606635709403,-63.361261003811606,-18.82145737464486,-53.344731041635804,5.19975703148842,-8.22901512055215,-4.2021061879067485,-85.22981428805352,-95.22761747489879,-4.163103608427958
3,-122.76122067820953,-1.1388984515165954,2.1671273771749484,-3.1344860852782293,-41.290190875621434,-103.375883190464,-127.71580738937432,-80.36468166794731,-13.11341147515501,-118.49537465830727,-94.36572761534822,-23.82956909510434,-47.9633428606846,-65.83186754861202,-4.615572559843139,-5.984011297874018,3.3785024795506144,-91.3313167940382,-84.25168431409645,-11.439791028943535
4,-117.09056146543404,-9.861144109199056,0.8359690530373316,-8.541149290357064,-61.848561691195414,-82.30618462948196,-154.90045033593432,-86.56948065510815,-16.127056455374024,-104.83303396023481,-112.6686973818883,-2.8799145887450264,-69.2828558209778,-118.48906224999371,-12.854586749783271,-5.6843347050344155,-1.2690620017756882,-73.84865573037436,-84.00440476885201,-11.406204381709722
5,-101.24771517101858,-54.85091127235694,-3.7609494840206126,1.715421713473782,-42.435672125613415,-81.96498736265838,-66.06754450348255,-95.55186380053456,-16.687243911020392,-118.14889515335437,-93.52125023482083,-42.78887019628964,-56.10174126798167,-109.56980045060223,-5.5664709019936,1.0464668644968071,-5.941663999438154,-58.620193285532366,-54.54663378432989,-7.5019758660515645
6,-86.85321572481641,-99.30263004058614,-7.106052197624614,-0.8745051946748136,-19.976298315744653,-69.35676576409273,-129.46793770769074,-102.93633442199807,-15.702843169806318,-97.82849949779123,-89.27776252557408,-101.65115828866017,-27.348007479182893,-94.31373608139211,-19.50800222737135,-3.362379260139876,-4.195917263998194,-17.303630839741864,-49.29547566754699,-3.040060095541866
7,-104.38727688816796,-67.86462068763075,-9.148656557175492,-2.8508383506902573,-43.934037034971155,-68.74925144913786,-95.50523671545379,-100.28578032627004,-13.68024166340727,-131.8621807707992,-86.60340418834342,-83.39673890755678,-15.861251570446706,-96.40107927315036,-22.33751875914413,-9.155242651575978,-3.0116418675019485,-43.74090397276499,-74.11333835628606,-9.648111516350761
8,-129.8560815586639,-78.71717813131072,-11.290655253760733,0.5070348893223044,-98.92915771541506,-55.17131572916505,-64.24946893337392,-96.46577605945627,-14.577454848623754,-137.11131230144187,-101.17056999513659,-93.48305539225916,-3.634982976118235,-13.645335481080497,-34.25306118871902,-21.479768048387427,-7.805680757983458,-79.17764472824074,-162.46179880642782,-19.156187067668213
9,-116.39281941810864,-86.2511668175883,-5.910960848607644,-1.705461599963769,-112.18839941138785,-54.2531921384847,-46.96074585449048,-87.7779800713764,-7.82151689128978,-124.67231401830148,-75.94811054956782,-87.32760137100621,-18.790812944925268,-2.005498959281394,-48.71781438978617,-71.578854469081,-10.054939641569707,-96.98340812792527,-141.25976517503776,-28.809147472488764
10,-131.2653322745505,-100.33444532060784,-2.0525922787096578,-2.276703171946436,-107.8235365231508,-38.19848397630581,-20.64558487393331,-101.54176705667484,-5.243043344289953,-124.15321113257077,-87.10639907928484,-77.35958678478383,-11.006310271693112,-2.97263469750366,-70.84766696453796,-99.87561659220164,-22.056916429155688,-96.03635946714891,-80.77752566725339,-6.877928696939364
11,-142.2728517525237,-102.03888045288025,-7.963785042364788,-11.641972667308773,-92.49013072898042,-47.702711095838886,-1.6738583162188931,-103.3664272676431,3.150901721817751,-127.2937262968409,-96.17760980073975,-59.651953022418354,-4.564319204173126,-9.80380917420629,-74.17404156898216,-83.06697427495195,-36.75755087114849,-96.59349544383502,-47.84698517723853,-4.225136563256611
12,-148.0968338564547,-93.22152155341648,-16.255987046820465,-3.5744112477168963,-130.29426755503113,-74.48912070736893,-3.1623854705905154,-114.79989539827992,-7.793968669209268,-134.13038009983342,-86.77808183617799,-22.755488636684316,-22.307052396028812,-29.341442241336427,-90.2887106523957,-95.89724725237573,-67.30811539835115,-96.81351318325426,-24.490315604250917,-3.7748547712994713
13,-136.39501008102002,-107.98159646865997,-36.61245854041106,-5.208173301719765,-112.401029049091,-101.9399113497335,-0.2710045892786839,-106.2265072129095,-26.855105187369436,-108.03590568632595,-83.86248955578806,-10.728505835365814,-21.46588212763419,-37.172587091027296,-75.53766452683955,-89.05364054138533,-41.67177807123122,-101.5364344812966,-30.843064558423315,-9.25432904061314
14,-117.78300871668459,-89.10204851271754,-31.80868591949062,-1.533514475609596,-80.14542381849245,-84.49289880305997,-4.48557394082432,-85.91171926756384,-50.820700000452845,-108.58738170796747,-66.95684131807414,-10.150949575720066,-21.736390001181626,-16.908496260707558,-76.89368367254777,-105.49293669496353,-6.487159469026946,-104.63467665659209,-86.56505495597743,-20.3529419234333
15,-99.21508370670516,-112.48778536530756,-32.34718165777396,-1.7605831176170739,-65.36931815053808,-66.56483556171361,-2.0403511375720975,-59.654935043730305,-56.84420251146406,-119.20667509435404,-59.487604044657836,-8.208234551840464,-28.6799599368667,-3.8833408238801774,-73.8874367206621,-139.4599597355914,-9.586930021730891,-107.46994213085182,-76.93275902606308,-46.36660090641048
16,-109.92876017104967,-84.04760365195374,-4.360742704432136,-1.7915426349932058,-107.92015597994764,-65.48069163992416,-9.309093011032903,-50.947078833515704,-97.73114103692758,-76.09001462899897,-51.93695374227228,-8.617114064910197,-26.414196812208832,4.339085210573268,-79.4999710286854,-126.71502686925479,-19.514130467558903,-100.66510455115193,-84.49315858975567,-61.85260987507479
17,-97.76963983849062,-52.4208226274704,-0.34899433015318976,-8.405452142743439,-62.089487430584974,-49.44257784520597,-1.156865843602534,-60.7586334283287,-78.43290866719697,-152.43387711389516,-45.80551100536721,-19.642102320671587,-43.42644971859794,-3.0583714599705467,-50.7188288574835,-114.4014534390507,-42.50428991342568,-105.73347666986747,-77.71904314139528,-50.48985040861457
18,-78.720524092974,-39.36433680892388,2.278951795642924,1.840809722586831,-41.145984296179186,-56.7759409841755,-8.080374822224043,-55.85670365934366,-107.15607139247959,-105.89626485048348,-36.88700646032694,-12.688414530685673,-37.62239702411021,-0.3510275861190536,-33.33680825542097,-83.84336320892986,-46.29959814267603,-85.48915937221969,-98.47398742521894,-19.7656908974084
19,-92.79258655806677,-34.480133083473525,4.886687344187015,1.7136633605012155,-46.55855155313073,-36.83258363554139,-13.13786654614474,-69.93487228221097,-103.7632157075964,-113.59432000485685,-38.845054676474135,-10.000738446878747,-43.0534230053177,-2.1318172325614433,-35.641495716816756,-117.97970913338467,-32.69695060270568,-102.42628463009615,-78.63718366248574,-20.590954641834237
20,-101.66178276907934,-28.041709146972067,-4.806181694845535,-4.865425246059425,-57.89605327688105,-17.79038042119027,-17.511333051506448,-94.72402770961041,-101.18364886023201,-116.2430741250276,-23.606350945803523,-12.169320046218953,-31.335769746006406,-10.42986284584842,-64.76451018177853,-125.40864235579735,-16.933577881821027,-76.14638184786477,-78.45020209407745,-33.79573842155564
21,-93.93054589017649,-3.42708009913448,-4.941900437424765,0.7009425273092977,-60.07326659728151,-19.55956224383957,-11.362768026301314,-43.3868812764381,-80.75092624183284,-81.64930782315375,-23.510003500607716,-15.010926449469139,-39.04611311064052,-20.508751600875804,-84.92604793756914,-120.85238726090074,-18.719447097683677,-87.0446525521281,-82.35161787648047,-65.68459902690341
22,-111.97738683498001,-12.755990696531695,1.3482481763880332,-2.0530799222953195,-56.17468391835375,-32.3765615060988,-11.492285007670821,-66.62062831746867,-87.4235688665739,-96.29375118181306,-18.36443960458697,-14.295201220273057,-34.046638675861374,-89.4636128543677,-101.97516490515696,-118.07530987162868,-42.89050891567568,-90.6483177104171,-92.902422657703,-44.23197120172418
23,-88.95503972690123,-31.78485148227572,-6.291302950283737,2.4396673188003044,-22.2351333891694,-56.11155664058769,-5.032582021007821,-108.55934774226345,-129.94456291672319,-111.90803557854012,-54.51405220765797,-12.168144882904917,-39.2437432084186,-82.39495353619954,-89.07460532992306,-114.47048161170248,-65.60664674123866,-68.57204769157241,-92.31537674145858,-29.059137360578944
24,-91.88666942463519,-57.075297171862715,-3.213427606058019,-6.5745794839072245,-35.917403213845304,-36.34036767121639,-5.1882910345889846,-90.35509107177077,-100.31121146746827,-111.70767630934236,-80.9000033024993,-10.357979950627158,-40.9497223310684,-85.62163252033282,-92.53655637084458,-76.59619940249499,-56.60055687010557,-21.05099906517327,-89.09040990835686,-49.58400823612975
25,-70.37081859333274,-71.4815784913265,-2.379718967926618,2.463756417068393,-52.21934212070547,-61.09547735161351,5.130362039424691,-124.20359645925853,-107.45600870319568,-134.71771633608336,-98.72968482423406,-6.813239057105352,-47.397549650449335,-96.51867012794203,-99.1287555635017,-39.01188695455538,-47.25888072324449,-11.303858544238219,-83.9543020663029,-74.17008039865621
26,-90.20478539390515,-84.78411804085218,1.9071546699482824,-3.0637276871563652,-34.7094641902158,-60.59242559105162,-2.9597495178460407,-120.54887504263033,-128.68734566039734,-104.32516347749234,-80.9115166288867,-11.341532422105885,-51.075631307067184,-100.19546051690972,-76.52473255571716,-24.97094466647755,-52.38336196227832,2.4984271970423118,-77.57233491348421,-83.59628804098529
27,-68.29418600060922,-93.60877893199873,2.838913526019193,3.042906077228186,-42.70902466562474,-61.91342277193004,-8.50007003210941,-105.11073768556165,-111.77502419588038,-107.95883044723514,-96.10898840088663,-9.01003186063041,-54.19591112545385,-83.89458132185128,-88.16646209141513,-30.539268831780202,-55.08865318731468,-127.72724141774513,-77.85408685413014,-86.17867807653855
28,-67.50031069257288,-89.51799831606382,-7.992427440563445,6.628980250977942,-68.60168903808712,-80.9597308881609,-3.1992741777250373,-83.53460007361787,-105.88590415052829,-99.68703967519318,-120.77964079801333,-16.21716196184996,-41.387281282096744,-92.73115452506762,-75.97074151805869,-33.9631799447361,-61.039726071142965,-122.01306421554071,-78.28246700414385,-73.75982726546366
