Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14,Reward 15,Reward 16,Reward 17,Reward 18,Reward 19
0,8.186471291214634,-3.6049649646240667,-0.5344664298599643,-7.027016483517061,1.1024069661115936,-1.702896458195872,1.46113453186187,3.8019847485850784,-4.317226065867633,-5.987257557424838,-1.9458580172420163,-7.032550939534083,-0.8865795836928356,-4.033542896989797,0.9216454523232482,-1.3646758270100645,-2.4763591589574476,-8.820877237185034,-7.606011106142953,1.0101135019577778
1,-4.675894519582108,8.460966874364917,-5.697621613530889,2.605528206079589,-1.9403021224723793,-0.8688085631454252,-5.885618383125436,1.7886750907427404,-3.098629559102548,2.0509141308518037,-1.8876934496923177,7.0011934940792075,-3.411869532106061,-5.820132371723993,-1.2644615707136502,-3.294800498691673,-4.019759292725355,-4.303527264416216,-3.2906789841660653,-6.971254036670665
2,-0.8570806406311722,-1.1270410538833222,-6.529317659366358,-4.2266606657364125,3.096892939147468,-1.2599672748283326,-8.304912722358235,-7.729019986526028,-5.395509589881286,-4.359661015205061,-2.0102125027239763,-6.307728271875858,-4.505417593730698,-5.512049350416913,-2.6525758291828283,-2.0164708619895864,-11.456596924842,-2.452412201428609,-3.2516730481387817,-8.249283993676936
3,-9.889885443048524,-0.09667229350215614,3.7440879874419446,-16.134926856367258,-6.190405852669301,-2.4769211837072427,-3.4439362260019832,-2.5127406913990105,-9.161190659408259,-0.9673763443482102,-0.21585707941672555,-10.301463206677209,0.5077922785413549,-6.884802171927964,-3.868541003561784,-0.21356005093940206,-9.172928563243506,1.384761924146398,-1.8375623020646983,-1.559558182930861
4,-7.8323438342118195,-1.9424677326662336,-5.764026301238912,-8.830406598146563,-10.838626633290923,-4.506188001153047,-0.7505166501011002,-0.31504288011843445,-5.521279236062932,-1.7448789185895446,1.0436991136604692,0.22199641481755245,-5.9963828176350535,-6.1265562659154025,-4.314480659498576,-11.573712976943124,-3.458143227359733,1.9868719845172955,3.2532994042097103,-3.132346369947277
5,5.464415673748235,-0.4088103799802426,-0.9479220919938125,-15.579809716585197,-9.648928315670087,-8.587344610046795,0.2630439764729314,2.824357852208215,-17.657480638203804,-2.461985072740002,-4.852427045851085,-1.346973721593669,0.39810849821843663,-1.7371113913608487,-4.86418888976871,3.0030931369558953,-9.896382662042821,-2.6362386669133118,-1.3720722438197681,-2.368965387130028
6,-8.51836618069519,-6.852243611867276,-10.935294291777378,-14.852534831784258,-8.077823171299617,3.029514546035928,0.3209984055944842,-0.9182029362878186,-22.952186314034527,0.8746442985183649,3.0062519261660596,-3.708294967734493,2.4555313856501737,-9.486564851061093,-5.841746413625439,-3.4968926798708706,-4.802834695465782,-10.164368030523098,-1.4895020236805918,-0.2383619441477137
7,-10.68842286920713,-5.544808335859703,-10.478657779368035,-7.994824236203326,-5.842859024004144,4.90942926532131,-15.198592348112587,-4.336743214044033,-9.527927755228413,-9.10133211563487,-0.8363069098406101,-0.4444906075231903,-6.904386280179578,-7.475124776820003,-3.868408033082789,-3.7197211582832557,-7.114922816177648,-6.968284828881252,-2.2390057065669247,2.8626842309434712
8,-2.7109827061739784,-3.0024815915738494,0.36798325978300783,-15.376813734573625,-2.1901894525326093,-2.7600279083679213,-10.754167714843732,-15.629091470241615,-15.612090118008982,-18.16846822376122,1.7650236240142536,-0.04112173323676434,-0.6097667696534824,-0.5410552823726951,-2.7852520336336233,-7.514063223302882,-4.945731188192864,-8.153788054221152,8.604183950374651,3.384689661003666
9,-3.6242408991764585,-3.299393764898137,-10.201752537046797,-14.716598018532741,-4.153623243761847,-0.6903274578942181,-10.691358942040932,-28.480097989993844,-13.287979377714034,-16.74975075089994,-2.0464915793803984,-6.5730833838903795,0.900342856050101,1.5661040852598616,-4.103513844036734,-4.718231109415281,-12.091285981987898,-5.73985912141323,3.265840246966367,-3.446998841713414
