Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14
17,-129.31000000000003,-178.02699999999965,-181.4529999999997,-189.4050000000018,-215.84499999999952,-186.08499999999972,-189.5150000000006,-135.71200000000005,-132.67000000000002,-165.74199999999982,-207.256000000001,-203.9050000000002,-159.05199999999988,-138.99999999999994,-137.46999999999997
18,-136.78599999999997,-175.00299999999967,-213.8889999999998,-179.89000000000036,-209.0619999999995,-196.7169999999997,-180.97400000000013,-152.78499999999994,-131.995,-159.56199999999984,-193.97500000000161,-144.1239999999999,-169.70199999999986,-135.622,-145.74999999999991
19,-138.06999999999996,-170.87499999999972,-125.785,-200.2910000000009,-190.0959999999996,-175.4799999999998,-176.82400000000018,-162.31900000000005,-132.751,-179.23599999999973,-190.06100000000075,-189.90500000000156,-169.14099999999982,-139.37499999999997,-140.53299999999996
20,-139.09899999999993,-198.03699999999952,-117.59500000000003,-228.285000000001,-184.05099999999962,-213.48699999999957,-155.36100000000062,-164.54799999999983,-131.93200000000004,-182.49000000000055,-184.8610000000004,-226.654,-171.6829999999998,-144.6069999999999,-131.97700000000003
21,-127.74100000000003,-252.62500000000023,-169.62399999999982,-223.63799999999998,-195.09699999999947,-186.41800000000026,-169.03500000000093,-158.25399999999985,-132.01900000000003,-237.72699999999992,-187.15000000000137,-203.51799999999963,-178.73599999999985,-133.16799999999998,-140.3139999999999
22,-151.40799999999984,-292.6270000000018,-232.27700000000064,-197.74100000000138,-182.73699999999968,-165.4540000000001,-154.85700000000062,-149.24499999999992,-137.98899999999998,-207.40299999999985,-225.42000000000098,-154.8459999999999,-194.5770000000004,-147.5829999999999,-134.23899999999998
23,-157.08099999999982,-269.0590000000008,-188.14900000000085,-217.20400000000086,-176.25399999999965,-217.95200000000045,-170.45300000000103,-161.60799999999978,-131.76400000000004,-194.23200000000008,-213.00399999999976,-159.36699999999988,-178.75500000000113,-163.69299999999976,-142.91500000000002
24,-142.09599999999992,-252.8980000000002,-218.99100000000084,-188.0550000000002,-177.88299999999964,-221.95599999999985,-155.32300000000038,-196.30599999999953,-137.437,-220.141,-182.48799999999977,-151.6719999999999,-168.1250000000004,-154.27899999999983,-136.75599999999994
25,-150.44799999999987,-262.23400000000055,-186.57200000000137,-168.02900000000056,-177.81699999999967,-252.1930000000015,-159.89000000000019,-191.31399999999954,-142.87599999999992,-224.1050000000012,-172.11999999999983,-153.90699999999993,-226.60700000000043,-146.93199999999987,-136.85799999999995
26,-136.70499999999998,-241.87299999999982,-190.88200000000148,-174.0420000000008,-168.80499999999978,-259.93400000000145,-167.90900000000062,-197.66799999999967,-157.48899999999986,-225.60200000000054,-187.38699999999972,-164.2299999999998,-176.46500000000043,-135.51099999999997,-131.908
27,-139.38399999999996,-238.7979999999997,-191.58100000000152,-175.41900000000098,-189.20799999999963,-225.75399999999996,-159.9610000000003,-183.40299999999962,-159.85599999999982,-214.68500000000108,-205.75899999999987,-166.27899999999983,-212.49500000000018,-146.01399999999992,-136.933
28,-142.11699999999993,-222.25899999999947,-192.74100000000107,-188.4710000000012,-191.00799999999967,-179.38600000000116,-163.1990000000005,-176.76999999999978,-161.46099999999984,-226.2390000000001,-204.3920000000016,-185.43999999999969,-193.44200000000032,-150.56499999999988,-139.90899999999996
29,-149.79699999999985,-195.10899999999964,-166.3580000000008,-169.19100000000122,-172.65099999999978,-228.21400000000003,-158.8100000000002,-151.8789999999999,-143.19399999999996,-207.18600000000143,-188.13400000000073,-205.5549999999996,-176.6200000000013,-132.01600000000002,-139.40199999999993
30,-144.41799999999992,-195.54999999999964,-198.8080000000003,-185.63100000000105,-190.27299999999966,-235.4040000000003,-167.2089999999999,-145.94199999999995,-151.6029999999999,-212.513000000001,-231.59100000000112,-197.27199999999968,-184.15800000000064,-143.43999999999994,-134.863
31,-145.9059999999999,-197.12499999999963,-191.2720000000005,-192.70600000000096,-170.94999999999976,-235.45200000000014,-153.18000000000023,-146.35299999999998,-147.1659999999999,-185.38500000000164,-222.69099999999986,-182.9349999999997,-175.94700000000006,-135.64299999999997,-165.00399999999973
32,-150.2619999999999,-208.59099999999972,-140.59500000000085,-168.63300000000058,-209.8959999999996,-225.09300000000016,-129.937,-148.77999999999992,-155.1609999999999,-125.79800000000046,-150.32200000000046,-239.72500000000073,-170.012000000001,-137.76399999999995,-153.04899999999984
33,-139.47099999999995,-208.53099999999958,-186.06600000000068,-166.16100000000014,-197.11599999999953,-178.05200000000028,-67.26700000000008,-155.26299999999992,-162.21099999999987,-179.60600000000107,-147.19400000000098,-253.60300000000043,-163.51700000000082,-137.73399999999998,-151.38699999999983
34,-134.296,-210.73799999999974,-178.23100000000002,-135.30800000000002,-214.2189999999995,-167.72999999999973,-81.47600000000014,-170.64399999999983,-147.77499999999995,-221.50500000000017,-231.53300000000044,-241.78600000000014,-191.2820000000007,-135.91,-162.3219999999998
35,-142.06599999999995,-203.43399999999957,-176.4820000000003,-79.67900000000013,-239.13700000000009,-183.39099999999976,-77.97000000000003,-159.49899999999988,-153.0939999999999,-230.09199999999973,-224.70500000000038,-252.94000000000045,-189.69600000000094,-133.29399999999998,-146.12199999999996
36,-144.40899999999993,-200.8029999999996,-172.3010000000007,-134.73600000000027,-229.3480000000011,-192.3459999999998,-114.66600000000008,-154.4679999999999,-154.10499999999993,-104.41200000000023,-185.76500000000095,-193.2279999999997,-133.893,-144.30399999999992,-166.55499999999978
37,-144.68499999999992,-214.69599999999969,-166.44100000000077,-127.55800000000038,-246.97700000000123,-194.84400000000028,-136.5689999999999,-163.92099999999988,-147.15399999999997,-60.66700000000001,-143.25700000000035,-220.13499999999993,-198.32100000000065,-154.14699999999985,-173.4159999999997
38,-145.8729999999999,-216.25599999999972,-153.79100000000045,-113.60100000000003,-244.79900000000097,-166.8339999999999,-177.00199999999978,-170.97999999999985,-153.57099999999994,-237.38100000000045,-193.73000000000133,-233.72499999999985,-155.5350000000002,-147.7179999999999,-171.57399999999976
39,-143.58999999999992,-215.82699999999963,-129.3360000000003,-111.17300000000003,-245.40200000000195,-165.46100000000052,-89.81300000000014,-157.8819999999999,-152.16399999999993,-187.30100000000004,-159.4670000000005,-211.45300000000142,-75.85100000000057,-139.95699999999994,-173.1729999999997
40,-150.96399999999988,-225.97599999999974,-158.72300000000035,-47.07400000000005,-208.52600000000075,-208.5430000000012,-104.38299999999995,-197.65299999999985,-153.89799999999994,-176.65000000000015,-164.8500000000006,-177.30800000000102,-95.89300000000016,-136.72299999999996,-161.46099999999979
41,-142.92699999999994,-249.08800000000141,-151.88300000000032,-97.174,-217.87299999999973,-192.56300000000073,-158.23299999999995,-204.2130000000007,-173.4729999999998,-179.99000000000007,-158.49299999999994,-201.2560000000004,-107.60500000000036,-142.8999999999999,-171.81699999999972
42,-134.494,-249.93500000000108,-152.38000000000093,-99.77100000000013,-191.0169999999997,-132.353,-106.85700000000001,-197.43900000000139,-180.06999999999974,-160.76100000000014,-111.22299999999991,-229.18599999999998,-89.18999999999986,-131.767,-158.73999999999984
43,-155.44899999999987,-189.41800000000157,-138.9420000000003,-136.886,-158.89699999999982,-102.44799999999994,-106.80699999999997,-277.77400000000137,-191.5299999999997,-188.04300000000003,-126.90799999999987,-219.33399999999983,-95.75599999999989,-149.04699999999988,-163.2369999999998
44,-138.69999999999996,-245.80600000000155,-105.89000000000014,-133.98400000000007,-205.45599999999968,-210.50800000000032,-136.12399999999994,-264.1100000000016,-191.7279999999997,-174.66300000000095,-158.04600000000005,-220.32399999999978,-162.37499999999994,-158.67399999999978,-157.5549999999999
45,-151.0719999999999,-186.91600000000156,-160.54700000000057,-119.54000000000005,-211.58199999999965,-153.79799999999994,-117.01000000000008,-243.28300000000007,-202.72599999999986,-154.1180000000005,-86.43199999999996,-198.49200000000013,-50.482999999999876,-150.24099999999984,-176.12199999999967
46,-162.4569999999998,-123.98100000000109,-127.4980000000002,-91.6429999999999,-181.8069999999998,-72.88999999999997,-132.065,-216.59799999999967,-204.47499999999962,-125.2049999999999,-79.05300000000004,-203.4689999999999,-99.08199999999992,-144.47199999999992,-172.17999999999972
47,-150.69699999999986,-145.03000000000137,-143.65200000000013,-96.68799999999993,-187.61799999999974,-105.76599999999989,-104.30300000000003,-245.33500000000026,-215.22800000000012,-146.14899999999994,-118.51499999999984,-214.39599999999967,-167.1599999999999,-152.40699999999987,-173.95599999999973
48,-156.40299999999985,-166.42600000000112,-138.5400000000003,-92.98899999999999,-195.4119999999997,-166.40199999999987,-110.93699999999997,-220.23399999999978,-246.74800000000027,-131.13200000000043,-164.98000000000042,-204.0189999999996,-110.97600000000003,-148.0299999999999,-163.68999999999977
49,-163.62099999999978,-155.8270000000013,-148.88300000000046,-85.601,-177.4609999999997,-112.52199999999985,-101.078,-227.14599999999987,-205.62500000000017,-130.45800000000062,-112.47900000000034,-182.24799999999973,-94.99699999999987,-145.28499999999994,-184.49499999999964
50,-148.2489999999999,-151.42700000000056,-162.18000000000055,-93.30299999999997,-190.97499999999974,-108.97299999999987,-108.89399999999998,-213.84399999999988,-202.7580000000009,-118.60100000000003,-133.17600000000093,-205.72599999999957,-94.72699999999985,-152.75799999999987,-201.04899999999958
51,-154.16799999999984,-168.8730000000002,-139.82300000000032,-147.07800000000006,-192.2469999999997,-133.69499999999985,-78.09199999999991,-211.8420000000016,-226.53500000000076,-191.70799999999994,-164.85100000000108,-185.99499999999972,-122.02500000000005,-207.7839999999995,-191.9559999999996
52,-173.6229999999997,-175.98999999999995,-161.0290000000004,-128.967,-167.26499999999976,-118.91799999999981,-100.22199999999994,-242.01600000000053,-228.35800000000103,-119.47999999999988,-158.59700000000043,-198.05799999999962,-114.00899999999986,-206.32599999999965,-189.1059999999996
53,-187.59399999999957,-189.73600000000033,-140.6850000000003,-78.09900000000007,-119.6769999999998,-149.9059999999999,-125.9639999999999,-241.1590000000001,-191.01800000000102,-99.00799999999983,-122.76199999999992,-180.6879999999997,-96.94399999999989,-206.10399999999953,-178.89699999999968
54,-165.56199999999976,-161.40900000000016,-142.738,-117.68599999999999,-204.46599999999972,-156.46399999999986,-134.15299999999993,-258.7950000000011,-259.2810000000013,-154.85199999999995,-57.39899999999999,-203.5929999999998,-60.431999999999995,-197.53599999999955,-164.04399999999978
55,-164.38299999999978,-167.44500000000008,-160.1670000000001,-80.07799999999992,-195.0009999999998,-106.81399999999978,-115.66199999999996,-199.64399999999998,-214.05200000000133,-146.97999999999996,-122.69400000000027,-174.5349999999998,-123.71400000000008,-201.2019999999998,-161.62899999999982
56,-172.3659999999997,-133.13700000000034,-147.87600000000026,-107.88000000000007,-138.64000000000007,-150.4819999999998,-89.00800000000001,-189.619,-241.25900000000078,-134.59899999999976,-134.02699999999996,-186.30099999999976,-111.30299999999988,-199.0689999999996,-172.0029999999997
57,-172.83999999999972,-117.04200000000019,-169.24500000000046,-76.03300000000004,-168.86499999999992,-75.26699999999983,-111.75,-196.05900000000008,-197.40000000000083,-104.72599999999986,-91.994,-174.9449999999999,-106.32699999999991,-192.5259999999996,-202.4709999999995
58,-179.91699999999966,-98.22500000000002,-160.78000000000037,-68.689,-146.60099999999977,-126.633,-89.93199999999999,-209.8769999999998,-238.250000000001,-31.834999999999884,-106.66599999999994,-167.25699999999983,-100.72899999999996,-190.05699999999962,-194.50599999999957
59,-177.36699999999968,-109.62400000000005,-139.40200000000056,-83.19099999999996,-136.14299999999983,-127.4460000000001,-77.13799999999995,-231.24000000000038,-220.66700000000083,-122.08399999999995,-39.440999999999946,-175.8969999999998,-63.41099999999992,-188.19699999999963,-202.33299999999957
60,-168.31599999999975,-90.92300000000006,-169.87800000000047,-68.21299999999994,-150.96499999999986,-129.32700000000023,-119.02000000000002,-219.5740000000002,-257.6730000000011,-147.6350000000003,-51.80300000000002,-168.74199999999982,-95.59699999999984,-193.42599999999962,-206.31999999999954
61,-180.28599999999966,-149.59899999999988,-149.55100000000004,-123.10100000000007,-170.0119999999998,-108.1860000000001,-133.88299999999998,-201.6620000000002,-196.3340000000015,-95.73700000000012,-125.17199999999998,-184.95399999999972,-134.73599999999985,-185.82399999999967,-199.9689999999995
62,-202.26099999999957,-156.50499999999997,-161.2500000000004,-65.71300000000005,-131.25199999999992,-95.66599999999983,-145.99999999999994,-200.9350000000004,-132.10900000000035,-85.614,-127.28300000000031,-186.84699999999975,-130.31999999999988,-184.97199999999964,-200.66199999999952
63,-206.2959999999995,-115.64600000000019,-116.18600000000065,-109.86599999999999,-162.2419999999998,-127.22099999999996,-152.76200000000003,-202.28300000000087,-147.5680000000006,-33.70499999999991,-91.30699999999982,-179.89099999999968,-98.29099999999981,-184.6149999999996,-199.09899999999953
64,-202.23399999999947,-174.35000000000053,-160.9290000000001,-137.281,-136.55400000000017,-78.3659999999998,-70.39999999999993,-209.4950000000008,-124.74800000000054,-70.5020000000001,-151.83799999999988,-170.655000000001,-74.85999999999993,-173.58099999999973,-205.54899999999952
65,-175.3419999999997,-165.12500000000045,-131.2410000000006,-97.80800000000006,-203.3510000000004,-154.86399999999995,-93.77700000000002,-218.41500000000005,-153.27100000000058,-82.77699999999996,-89.78399999999995,-179.5040000000012,-95.03299999999989,-178.83399999999966,-204.2349999999995
66,-191.1099999999996,-180.03000000000026,-147.71100000000024,-87.04999999999995,-140.4389999999998,-136.73999999999984,-106.37199999999996,-188.27500000000157,-166.021,-66.90699999999983,-75.4299999999999,-209.3710000000007,-64.33599999999981,-171.6399999999997,-212.28399999999948
67,-196.83999999999952,-171.94600000000068,-124.82400000000041,-103.18000000000018,-87.7259999999998,-145.91299999999998,-64.24199999999992,-208.98400000000123,-187.9989999999998,-95.80699999999986,-68.02399999999996,-153.99900000000076,-111.00699999999999,-180.96399999999966,-222.03099999999958
68,-191.7489999999996,-168.24600000000072,-167.83300000000034,-110.2520000000001,-192.354,-154.32799999999983,-94.22799999999998,-203.34900000000124,-177.43400000000014,-129.3479999999999,-141.24800000000022,-251.12200000000044,-166.1599999999998,-175.1409999999997,-213.0789999999994
69,-192.69099999999966,-162.799,-140.0860000000001,-134.39800000000014,-152.0410000000003,-128.6699999999999,-108.87199999999996,-186.48900000000168,-190.16599999999997,-15.06599999999986,-111.74599999999995,-225.08100000000013,-151.45099999999985,-179.04099999999966,-208.43499999999955
70,-181.86399999999966,-185.24600000000066,-168.0480000000006,-122.16800000000003,-135.87099999999998,-131.75099999999983,-87.49399999999989,-233.92900000000094,-186.6350000000003,-116.40299999999993,-137.8100000000003,-230.15200000000095,-42.74899999999992,-184.9899999999996,-201.2829999999995
71,-186.0219999999997,-159.1380000000006,-169.46500000000088,-99.147,-158.58199999999994,-125.3579999999999,-59.71799999999996,-231.64400000000063,-223.7640000000004,-139.53799999999995,-109.42400000000036,-219.3879999999996,-113.66499999999985,-178.68399999999968,-200.52999999999957
72,-202.78599999999955,-163.72000000000048,-151.99000000000052,-92.97800000000002,-132.54799999999983,-116.94499999999978,-139.83499999999998,-209.18600000000092,-178.02900000000065,-97.02799999999984,-117.84500000000057,-220.13499999999982,-11.081999999999887,-180.01899999999983,-216.31599999999952
73,-212.70399999999944,-180.68900000000014,-119.12100000000046,-97.74899999999995,-115.89999999999984,-70.10300000000005,-121.21799999999992,-182.68200000000064,-195.64200000000002,-126.71999999999998,-83.25500000000025,-205.48299999999972,-93.85899999999984,-181.55199999999965,-222.30699999999962
74,-218.19399999999956,-161.11400000000023,-155.2680000000001,-110.56499999999991,-145.5719999999998,-109.55499999999988,-101.68599999999992,-194.361000000001,-174.31200000000072,-81.61900000000006,-157.4140000000001,-202.4919999999996,-123.78999999999978,-170.60799999999975,-221.92899999999977
75,-219.60099999999943,-141.0390000000003,-137.6880000000003,-80.99799999999996,-107.84199999999987,-88.76000000000022,-134.77699999999996,-228.31500000000037,-200.11100000000087,-33.49999999999984,-113.76800000000037,-183.80599999999964,-25.804999999999968,-174.9729999999997,-210.1869999999996
76,-232.82499999999965,-157.877,-132.76399999999998,-112.0420000000001,-88.14799999999988,-74.05399999999999,-69.1949999999999,-220.9960000000007,-170.37800000000078,-113.96799999999985,-96.74200000000027,-201.6879999999996,-105.17499999999988,-171.39099999999974,-213.35399999999976
77,-236.5839999999997,-168.60099999999994,-140.1920000000003,-121.80499999999998,-72.07200000000002,-45.73899999999989,-76.55600000000003,-173.63699999999994,-177.158,-75.63699999999974,-144.15500000000102,-224.75100000000194,-130.35699999999994,-202.14999999999952,-209.63199999999952
78,-219.0669999999994,-138.16400000000058,-60.776999999999916,-112.965,-120.05,-79.90400000000012,-33.74299999999988,-236.31400000000014,-158.81100000000032,-121.11599999999991,-113.45900000000033,-246.68400000000187,-142.1359999999999,-205.30599999999953,-192.7029999999996
79,-215.36199999999945,-133.21000000000018,-17.517999999999915,-127.6069999999999,-154.27700000000002,-45.909999999999926,-61.8969999999998,-192.52900000000022,-174.58800000000005,-92.47699999999983,-123.64900000000095,-241.7960000000021,-100.05499999999981,-195.02799999999954,-195.94299999999967
80,-216.93099999999941,-184.67300000000054,-144.1060000000004,-68.48600000000013,-165.76700000000005,-82.69199999999985,-63.43799999999992,-204.8150000000009,-179.49200000000013,-88.4760000000001,-60.70300000000003,-212.4579999999997,-91.95199999999984,-196.1379999999995,-200.2779999999996
81,-247.83400000000006,-163.09600000000052,-48.82899999999999,-126.58199999999992,-143.0039999999998,-46.17699999999988,-53.01699999999992,-193.99000000000083,-127.87899999999982,-69.02999999999989,-87.33500000000001,-123.15099999999984,-111.38199999999988,-202.13799999999947,-202.76199999999957
82,-253.47400000000025,-165.60000000000053,-153.63600000000014,-148.701,-177.24699999999993,-119.49899999999982,-126.30499999999988,-174.4180000000003,-143.3379999999998,-84.36499999999991,-68.9339999999999,-222.01000000000008,-97.99899999999994,-212.35899999999938,-217.756
83,-248.3380000000001,-167.52800000000025,-118.04500000000027,-152.708,-163.6039999999999,-72.12699999999987,-53.46699999999989,-192.62100000000072,-176.40400000000002,-87.83599999999987,-117.83999999999996,-190.6389999999997,-42.2620000000001,-223.95399999999972,-203.6109999999996
84,-251.0590000000002,-149.72100000000063,-134.34400000000014,-120.02900000000002,-177.39999999999986,-19.754000000000083,-96.21099999999994,-204.25000000000068,-137.0409999999997,-58.05699999999987,-94.08499999999987,-205.6880000000002,-141.93499999999992,-222.56199999999936,-215.4699999999995
85,-243.08799999999988,-157.88400000000016,-70.75700000000003,-137.53400000000008,-147.29599999999996,-67.28699999999995,-101.30499999999991,-190.22000000000057,-152.27800000000067,-108.41199999999989,-145.92100000000005,-197.4700000000015,-80.6729999999998,-219.01299999999952,-206.14899999999952
86,-229.17399999999967,-155.89800000000074,-92.60800000000003,-138.48099999999994,-170.85699999999989,-105.18699999999981,-72.27599999999987,-110.88499999999996,-164.85300000000132,-95.66299999999987,-107.04500000000021,-206.55399999999963,-27.07699999999993,-218.35899999999938,-204.32499999999953
87,-223.36899999999952,-139.7550000000003,-131.80999999999997,-160.5159999999999,-149.2519999999999,-76.07499999999982,-110.6560000000001,-128.7949999999999,-185.29900000000137,-77.03999999999982,-74.35099999999996,-210.45099999999965,-85.98799999999989,-229.61199999999963,-202.45899999999958
88,-232.70799999999977,-175.92100000000045,-129.81799999999998,-114.86899999999999,-156.9149999999998,-97.12400000000002,-103.55599999999981,-170.24499999999986,-170.7190000000005,-98.7749999999999,-73.74500000000046,-211.879,-118.80599999999995,-201.36399999999955,-212.68799999999987
89,-236.49099999999976,-179.38800000000055,-152.06199999999995,-100.52999999999999,-163.264,-55.64500000000005,-61.86299999999992,-118.26099999999983,-125.42600000000057,-78.03299999999989,-114.32799999999986,-181.19899999999993,-68.54099999999988,-191.19999999999965,-214.3689999999996
90,-233.16699999999977,-165.95000000000027,-94.01799999999997,-81.61599999999996,-120.797,-111.27900000000015,-89.36299999999989,-166.37999999999982,-192.26200000000009,-54.180999999999834,-104.17900000000016,-205.92099999999982,-88.35999999999987,-187.81599999999963,-222.9009999999996
91,-222.64599999999982,-170.36800000000034,-69.602,-129.20999999999998,-77.93099999999983,-61.85799999999998,-86.16200000000008,-118.87299999999982,-210.02100000000073,-114.54699999999984,-136.57899999999992,-171.58699999999973,-107.17899999999989,-193.9449999999996,-223.57499999999996
92,-231.45999999999952,-141.31200000000027,-76.40199999999999,-84.22999999999995,-180.68700000000013,-71.65499999999983,-63.306000000000026,-105.88399999999976,-143.10700000000037,-126.40599999999975,-116.48199999999983,-169.2199999999998,-109.71399999999994,-199.2939999999996,-233.7960000000001
93,-241.29999999999987,-165.95400000000035,-129.80900000000003,-118.33699999999992,-164.62000000000006,-85.11000000000006,-46.3209999999999,-134.04599999999985,-197.7750000000007,-51.00899999999992,-141.55300000000054,-162.8089999999998,-101.8659999999999,-197.53899999999962,-231.57900000000012
94,-227.2209999999995,-160.02000000000044,-32.84500000000001,-89.6509999999999,-108.2059999999999,-48.924999999999905,-80.25199999999991,-72.24899999999985,-143.95400000000012,-111.07599999999994,-130.36199999999985,-192.0969999999998,-79.40500000000004,-205.06899999999968,-229.5570000000002
95,-237.4869999999998,-133.73800000000023,-72.57799999999996,-84.71599999999994,-123.18399999999986,-38.94999999999992,-113.75299999999997,-118.8339999999998,-108.94300000000013,-73.39899999999987,-134.05499999999992,-210.92499999999967,-62.72099999999993,-202.77999999999955,-233.43300000000013
96,-232.45899999999975,-144.29599999999994,-55.46099999999997,-87.65299999999999,-155.0919999999998,-120.73199999999993,-125.61399999999999,-104.80999999999979,-143.72800000000026,-85.59400000000002,-104.4669999999999,-191.26099999999985,-80.88799999999992,-195.9729999999996,-198.3099999999999
97,-227.69199999999947,-167.74100000000016,-109.65299999999999,-42.24099999999992,-182.4639999999998,-48.61899999999993,-69.77,-64.68999999999977,-168.0640000000003,-74.70399999999992,-145.27800000000016,-145.43000000000032,-28.519999999999886,-176.8269999999997,-211.18199999999987
98,-207.3939999999995,-147.2160000000002,-68.50100000000002,-86.4499999999999,-136.94999999999982,-53.313999999999886,-113.43299999999996,-115.95099999999987,-191.90700000000032,-119.43399999999981,-118.72900000000018,-224.1000000000002,-52.87299999999986,-173.10999999999976,-222.68199999999985
99,-219.4689999999995,-146.55400000000074,-96.33800000000005,-68.43899999999991,-131.57099999999986,-101.57599999999981,-65.36300000000008,-116.75099999999995,-143.39400000000063,-123.22199999999991,-127.44499999999996,-225.39699999999976,-102.46599999999997,-175.0389999999998,-240.70000000000022
100,-232.69299999999976,-166.7080000000004,-87.20800000000001,-56.83699999999997,-118.82999999999993,-105.36699999999989,-38.07399999999996,-71.97899999999986,-70.41499999999988,-114.16899999999984,-147.95000000000022,-133.90900000000062,-66.76100000000004,-180.5979999999998,-222.35799999999986
101,-231.86199999999954,-140.28400000000073,-69.53599999999999,-106.3779999999999,-119.76599999999992,-130.80899999999986,-103.27299999999994,-124.41299999999993,-134.084,-84.57899999999992,-104.23300000000036,-224.22700000000017,-97.26100000000001,-177.03099999999972,-223.50699999999975
102,-242.44800000000032,-144.22000000000008,-100.28600000000006,-81.87199999999991,-140.2429999999999,-29.35300000000003,-128.828,-110.68599999999988,-119.23300000000044,-94.68299999999975,-118.62400000000025,-186.01999999999992,-63.782999999999916,-179.41899999999973,-238.89099999999993
