Episode Number,Ideal Algorithm ID,Ideal Reward
0,1,-101.893
1,8,-102.06400000000001
2,1,-121.68400000000001
3,11,-127.33600000000001
4,9,-133.714
5,6,-125.61100000000002
6,4,-125.28699999999999
7,11,-130.93000000000004
8,1,-131.31400000000002
9,13,-132.748
10,13,-129.133
11,13,-133.45600000000002
12,13,-131.12500000000003
13,0,-135.59499999999997
14,14,-132.70899999999997
15,13,-137.49699999999999
16,0,-136.801
17,0,-133.38099999999997
18,0,-130.90899999999996
19,13,-133.02700000000002
20,0,-138.36999999999998
21,0,-135.04000000000002
22,0,-131.15200000000004
23,0,-148.7649999999999
24,0,-136.204
25,0,-137.51499999999996
26,0,-138.421
27,0,-148.26399999999987
28,0,-146.22099999999992
29,10,-168.44100000000012
30,7,-170.81799999999984
31,9,-174.12300000000064
32,6,-151.92100000000056
33,12,-83.0400000000003
34,5,-110.16300000000032
35,6,-53.205999999999946
36,9,-89.78200000000064
37,6,-101.6280000000003
38,9,-120.27500000000096
39,2,-70.88300000000012
40,10,-45.01500000000019
41,10,-79.28400000000003
42,12,-39.07699999999993
43,9,-38.15699999999996
44,9,-55.832999999999956
45,11,-20.105999999999845
46,8,-54.88800000000011
47,3,-69.1349999999999
48,4,-40.9849999999998
49,11,-26.381999999999927
50,11,-64.00899999999977
51,3,-64.49099999999991
52,1,-94.72999999999982
53,5,-75.35899999999995
54,12,-79.46299999999992
55,9,-83.59099999999992
56,12,-57.89699999999992
57,9,-93.51300000000003
58,8,-64.87599999999986
59,14,-71.18299999999996
60,2,-101.18499999999992
61,6,-75.77099999999984
62,13,-82.8379999999999
63,0,-107.42799999999991
64,0,-94.80099999999993
65,8,-89.26399999999987
66,4,-78.97099999999998
67,3,-76.00499999999981
68,7,-81.16699999999993
69,3,-99.97800000000002
70,1,-98.17699999999988
71,5,-55.637999999999955
72,13,-77.77399999999993
73,5,-19.642999999999972
74,4,-72.11299999999987
75,12,-66.26699999999988
76,4,-46.003999999999756
77,4,-73.6979999999999
78,11,-39.787999999999805
79,2,-56.03599999999974
80,13,-58.191999999999815
81,13,-30.400999999999858
82,14,-72.38399999999986
83,4,-85.65299999999989
84,11,-72.51699999999985
85,13,-73.85399999999989
86,13,-69.10799999999989
87,10,-41.23099999999978
88,4,-109.17499999999991
89,9,-62.57199999999979
90,6,-93.27799999999986
91,13,-54.01099999999974
92,7,-74.74899999999971
93,6,-77.423
94,13,-96.40999999999987
95,12,-114.36400000000003
96,10,-52.28599999999982
97,10,-58.5559999999998
98,9,-91.38599999999991
99,5,-56.74099999999985
100,12,-94.84699999999988
101,3,-41.18599999999986
102,14,-118.30599999999978
103,3,-110.62699999999977
104,5,-106.54499999999996
105,10,-111.79599999999985
106,2,-90.22799999999992
107,1,-77.15099999999987
108,13,-101.30299999999984
109,14,-51.13700000000004
110,5,-47.73699999999987
111,6,-77.36699999999982
112,13,-108.54099999999978
113,11,-64.00399999999989
