Episode Number,Ideal Algorithm ID,Ideal Reward
0,1,-128.56000000000003
1,13,-127.24000000000004
2,3,-130.40800000000002
3,14,-132.31599999999997
4,2,-129.31300000000005
5,11,-129.17800000000005
6,0,-129.67000000000002
7,7,-130.561
8,2,-126.79300000000003
9,13,-126.55000000000011
10,12,-128.63200000000003
11,1,-128.61700000000002
12,7,-130.507
13,1,-127.18000000000006
14,9,-129.89500000000004
15,1,-132.57999999999998
16,2,-136.06
17,8,-129.73000000000008
18,8,-131.26
19,1,-128.31700000000006
20,2,-132.85000000000002
21,1,-135.253
22,8,-131.941
23,2,-130.81900000000002
24,2,-132.205
25,1,-135.90699999999998
26,2,-132.295
27,8,-129.70000000000002
28,1,-133.57599999999996
29,3,-126.42400000000002
30,2,-133.94199999999995
31,0,-131.17600000000002
32,2,-133.801
33,2,-128.37100000000004
34,2,-131.28400000000002
35,8,-136.49499999999998
36,2,-137.72199999999998
37,0,-139.32099999999997
38,3,-134.39500000000004
39,13,-120.92200000000003
40,13,-120.50200000000002
41,1,-129.05500000000004
42,8,-136.02999999999994
43,1,-125.82700000000007
44,0,-127.97800000000002
45,8,-134.24800000000002
46,5,-128.37000000000012
47,1,-137.641
48,2,-141.2199999999999
49,1,-129.37000000000006
50,1,-136.939
51,13,-133.88799999999983
52,1,-130.56700000000004
53,2,-135.91899999999995
54,1,-132.154
55,1,-138.11199999999997
56,10,-119.71399999999979
57,1,-145.1319999999999
58,1,-140.20599999999993
59,11,-76.67699999999994
60,1,-135.33999999999997
61,1,-133.98100000000002
62,1,-147.21399999999988
63,14,-75.03500000000014
64,11,-95.65600000000003
65,5,-109.89900000000068
66,1,-145.4619999999999
67,1,-145.5999999999999
68,1,-143.42199999999994
69,10,-82.26100000000008
70,13,-107.75400000000009
71,5,-73.13499999999995
72,11,-115.23899999999996
73,1,-138.4329999999999
74,11,-84.96100000000023
75,10,-109.66800000000019
76,14,-101.33400000000005
77,10,-113.16800000000035
78,7,-85.3460000000005
79,11,-65.94600000000005
80,11,-92.96199999999985
81,6,-90.04899999999986
82,3,-81.739
83,14,-77.73599999999986
84,6,-119.66999999999982
85,10,-99.53899999999985
86,13,-120.82199999999993
87,11,-72.51699999999981
88,10,-66.1089999999999
89,9,-119.71999999999989
90,13,-54.945999999999934
91,13,-88.71899999999982
92,14,-111.91599999999998
93,10,-69.74899999999994
94,9,-62.35199999999984
95,13,-54.21399999999987
96,9,-70.68899999999988
97,7,-96.49399999999983
98,12,-71.68799999999985
99,7,-72.74399999999987
100,6,-93.28999999999988
101,12,-78.57299999999982
102,10,-111.70599999999983
103,14,-68.82199999999985
104,10,-24.535999999999888
105,6,-46.057999999999765
106,3,-107.21299999999974
107,14,-76.80599999999984
108,7,-113.38899999999983
109,10,-65.80499999999992
110,9,-58.35299999999995
111,10,-35.61999999999996
112,9,-27.175999999999885
113,3,-33.501999999999974
114,10,-36.000999999999955
115,9,-45.51799999999978
116,14,-71.74099999999972
117,12,-70.8010000000001
118,6,-41.538999999999795
119,3,-50.811999999999884
120,3,-62.30399999999992
121,7,-12.749999999999847
122,9,-14.12999999999984
123,1,-14.801999999999833
124,14,-41.97099999999993
125,1,-51.41199999999988
126,3,-37.506999999999955
127,12,-47.619999999999926
128,3,-62.2079999999999
129,3,-43.20699999999991
130,0,-38.73099999999995
131,6,-71.59399999999998
132,0,-95.39799999999994
133,1,-47.42499999999987
134,12,-52.416999999999845
135,7,-82.24499999999979
136,10,-48.14199999999987
137,9,-76.45799999999983
138,9,-17.7839999999998
139,14,-41.63599999999978
140,14,-7.412999999999881
141,12,-8.77199999999989
142,12,-23.1379999999999
143,10,-78.90499999999994
144,13,-59.84999999999991
145,13,-29.704999999999863
146,1,-49.86699999999986
147,5,-54.70599999999983
148,3,-51.549999999999855
149,7,-29.224999999999863
150,12,-45.49099999999977
151,12,-21.461999999999804
152,14,-38.42599999999985
153,13,-20.540999999999816
154,0,-32.21599999999984
155,7,-16.82399999999983
156,13,-6.560999999999899
157,6,-30.253999999999905
158,3,-5.636999999999892
