Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14
0,-138.20499999999993,-137.38299999999998,-131.27200000000002,-149.23599999999996,-147.6789999999999,-127.13500000000003,-101.944,-138.45999999999998,-134.32,-106.50399999999999,-121.24600000000002,-133.858,-128.8,-95.26400000000002,-117.68499999999999
1,-109.74100000000001,-113.977,-135.60999999999999,-127.05400000000004,-143.9919999999999,-132.145,-107.06800000000001,-135.10000000000002,-118.45600000000006,-112.30900000000001,-141.14799999999997,-135.14799999999997,-138.39999999999998,-136.18300000000002,-141.52599999999987
2,-122.59300000000005,-135.95200000000003,-142.42599999999996,-124.90000000000002,-159.67599999999985,-138.07299999999998,-134.61999999999998,-137.64999999999995,-112.04800000000003,-130.05700000000002,-145.1859999999999,-125.21200000000003,-140.10999999999996,-157.23399999999987,-133.37199999999996
3,-139.153,-138.66699999999997,-145.1289999999999,-139.64499999999998,-137.281,-139.83399999999997,-140.00199999999995,-135.99999999999994,-117.46600000000001,-130.57300000000004,-152.76399999999987,-137.63799999999998,-141.80499999999995,-161.71200000000067,-146.26299999999992
4,-131.94700000000003,-139.111,-135.43299999999996,-143.8329999999999,-123.67300000000004,-149.8929999999999,-142.26699999999994,-125.29000000000003,-126.29800000000003,-132.52000000000004,-157.90299999999985,-133.702,-139.83699999999993,-180.4779999999998,-123.69100000000003
5,-142.04199999999992,-150.99999999999983,-133.74099999999999,-143.00199999999992,-140.14300000000003,-142.2489999999999,-131.50900000000001,-138.45999999999998,-139.49199999999996,-136.34199999999998,-139.57899999999995,-137.96199999999996,-145.5609999999999,-200.0799999999996,-129.06400000000002
6,-138.32799999999992,-129.20500000000004,-135.10899999999998,-147.5049999999999,-161.49999999999983,-139.78299999999993,-138.58599999999996,-132.79000000000002,-133.12,-135.84999999999997,-135.163,-124.81900000000003,-137.67400000000004,-178.71999999999974,-139.62399999999994
7,-129.06400000000002,-103.19199999999998,-135.613,-133.15300000000005,-158.10999999999987,-156.1989999999998,-129.90400000000002,-137.95,-135.802,-139.83999999999997,-142.74699999999993,-132.619,-79.71300000000004,-176.69199999999972,-142.7499999999999
8,-143.5449999999999,-112.02099999999999,-150.2109999999999,-142.85799999999995,-165.7749999999998,-159.6429999999998,-132.685,-141.06999999999994,-136.65099999999995,-147.9999999999999,-141.36399999999995,-128.55700000000002,-136.99900000000002,-173.66499999999976,-131.32
9,-128.26000000000005,-128.449,-139.66299999999995,-144.05799999999994,-215.75400000000005,-166.3989999999998,-151.3719999999999,-133.366,-139.10799999999998,-138.66999999999996,-154.21899999999985,-144.4719999999999,-137.52700000000002,-172.28799999999978,-135.84999999999997
10,-129.61,-119.92,-133.78000000000003,-144.781,-174.98499999999976,-168.92799999999977,-145.66599999999988,-137.56,-157.05699999999985,-138.90999999999994,-133.591,-132.661,-139.29699999999997,-224.11800000000008,-139.41999999999996
11,-137.02899999999994,-120.70300000000002,-135.60100000000003,-154.7949999999999,-166.49699999999999,-184.62999999999963,-144.41199999999992,-136.95399999999998,-153.23799999999983,-135.316,-141.43899999999994,-131.39500000000004,-135.367,-229.78899999999976,-155.37999999999985
12,-134.074,-126.96700000000003,-137.73999999999998,-160.09899999999988,-210.18699999999976,-176.68899999999968,-142.65699999999993,-133.63,-145.3449999999999,-131.21200000000002,-143.32299999999995,-143.10999999999993,-138.27399999999997,-256.87600000000054,-145.2399999999999
13,-137.36499999999995,-130.44100000000003,-134.863,-183.83499999999975,-202.33199999999985,-157.7979999999998,-128.39200000000002,-130.126,-138.84099999999998,-142.01199999999994,-144.50799999999992,-131.068,-153.25599999999986,-227.04700000000145,-139.53999999999994
14,-130.783,-131.62600000000003,-149.92899999999992,-181.85499999999973,-182.08400000000043,-176.27199999999965,-137.91699999999994,-137.35899999999998,-140.64099999999996,-143.88099999999991,-143.926,-135.99999999999997,-169.7979999999998,-256.15500000000105,-139.44699999999995
15,-137.839,-134.443,-184.58199999999982,-223.1349999999999,-192.5679999999997,-198.5379999999995,-137.31999999999996,-134.72500000000002,-145.57899999999987,-133.28199999999998,-142.81899999999993,-129.22300000000004,-157.80099999999987,-204.83500000000018,-145.4619999999999
16,-131.116,-136.681,-180.31300000000093,-202.47699999999972,-222.97899999999967,-207.91899999999936,-139.78299999999996,-147.97599999999986,-152.1129999999999,-139.37199999999996,-156.60699999999986,-133.97799999999998,-174.4569999999997,-246.86800000000136,-146.2809999999999
17,-142.6239999999999,-135.47199999999998,-179.9630000000007,-189.05199999999968,-210.50000000000006,-192.29499999999953,-146.1639999999999,-143.19099999999995,-150.3519999999999,-135.04000000000002,-153.6609999999999,-135.1,-154.1109999999999,-229.5249999999997,-142.29999999999993
