Episode Number,Ideal Algorithm ID,Ideal Reward
0,3,101.3
1,3,81.4
2,3,97.7
3,3,101.9
4,6,82.1
5,4,74.9
6,3,86.6
7,3,81.2
8,3,74.5
9,7,69.8
10,6,87.4
11,3,60.8
12,4,57.9
13,3,77.3
14,6,41.9
15,6,41.5
16,3,26.4
17,3,20.9
18,6,14.7
19,0,11.1
20,0,11.4
21,0,13.5
22,0,13.3
23,0,15.0
24,0,14.9
25,0,15.9
26,7,19.0
27,7,23.4
28,7,20.2
29,7,21.6
30,7,22.5
31,7,21.8
32,7,25.3
33,7,23.3
34,7,24.3
35,7,24.2
36,7,26.3
37,6,26.6
38,6,25.7
39,6,24.9
40,3,26.5
41,6,30.2
42,6,30.2
43,6,31.1
44,6,31.0
45,3,30.4
46,3,33.7
47,3,33.3
48,6,33.6
49,3,29.3
50,3,35.3
51,3,38.5
52,3,30.9
53,3,32.3
54,3,30.0
55,3,30.0
56,3,30.4
57,3,27.1
58,3,25.8
59,6,23.5
60,3,23.3
61,3,26.4
62,3,26.7
63,3,27.3
64,3,28.9
65,3,30.2
66,3,28.2
67,3,28.7
68,3,28.3
69,3,24.3
70,3,24.9
71,3,26.4
72,3,27.2
73,3,26.2
74,6,25.9
75,6,25.5
76,6,24.4
77,6,22.7
78,6,23.7
79,6,23.5
80,6,21.8
81,6,25.1
82,6,21.9
83,6,23.5
84,6,23.9
85,6,21.8
86,6,22.5
87,6,23.7
88,6,22.7
89,6,24.0
90,6,26.1
91,6,24.4
92,6,26.0
93,6,24.0
94,6,31.3
95,6,26.7
96,6,25.3
97,6,25.9
98,6,24.3
99,6,23.9
100,6,24.2
101,6,22.4
102,6,22.1
103,6,21.9
104,6,22.5
105,6,24.5
106,6,25.2
107,6,25.9
108,6,27.0
109,6,30.4
110,6,33.2
111,6,35.5
112,6,36.2
113,6,40.1
114,6,35.5
115,6,37.3
116,6,51.2
117,6,33.2
118,6,36.3
119,6,46.6
120,6,51.6
121,6,48.7
122,6,52.3
123,6,52.6
124,8,56.4
125,6,51.7
126,6,51.7
127,6,50.8
128,6,46.4
129,8,41.1
130,8,54.6
131,8,54.9
132,6,51.5
133,6,57.2
134,5,56.1
135,6,52.2
136,5,45.2
137,8,62.1
138,6,39.1
139,6,57.8
140,5,56.9
141,8,51.4
142,8,54.6
143,6,51.1
144,6,57.5
145,5,60.5
146,8,54.8
147,8,68.2
148,6,53.9
149,6,60.8
150,5,51.4
151,6,51.6
152,8,49.8
153,6,48.5
154,6,52.6
155,5,50.0
156,6,52.0
157,6,51.5
158,5,70.8
159,8,53.6
160,9,58.0
161,6,56.5
162,6,60.1
163,6,59.3
164,9,57.0
165,6,55.1
166,5,51.7
167,6,54.8
168,5,61.8
169,6,54.7
170,6,53.9
171,9,59.2
172,4,54.6
173,8,55.7
174,2,63.1
175,5,61.1
176,5,68.2
177,4,61.9
178,2,61.5
179,6,63.2
180,6,69.0
181,6,61.4
182,8,75.5
183,5,58.1
184,8,80.1
185,7,66.5
186,8,71.8
187,8,80.4
188,8,85.5
189,8,100.0
190,8,83.4
191,9,84.5
192,0,98.3
193,0,98.3
194,0,114.1
195,0,116.0
196,5,89.0
197,5,91.1
198,4,93.9
199,5,104.8
200,4,125.8
201,7,121.7
202,4,92.9
203,4,93.6
204,7,101.5
205,5,118.9
206,7,104.5
207,9,108.2
208,4,99.8
209,0,97.0
210,0,119.5
211,5,129.9
212,5,97.5
213,4,102.5
214,5,124.1
215,0,96.0
216,7,86.5
217,5,109.6
218,5,126.6
219,4,119.8
220,4,102.9
221,5,100.0
222,0,109.1
223,0,91.9
224,7,112.2
225,0,99.3
226,7,96.9
227,4,117.6
228,7,98.3
229,2,106.4
230,0,91.9
231,0,97.1
232,4,102.6
233,5,101.6
234,5,124.8
235,5,89.2
236,2,102.6
237,2,107.5
238,7,98.6
239,2,85.3
240,6,94.9
241,6,89.5
242,6,70.8
243,4,73.4
244,5,66.1
245,6,71.4
246,1,75.5
247,1,85.2
248,1,73.6
249,1,101.3
250,1,103.2
251,1,83.5
252,1,73.1
253,6,94.6
254,1,100.0
255,4,84.5
256,7,80.2
257,2,106.8
258,7,87.6
259,0,124.2
260,9,102.2
261,7,105.0
262,9,107.9
263,1,106.5
264,9,101.4
265,7,102.5
266,4,95.2
267,4,124.7
268,7,110.4
269,2,121.3
270,0,122.4
271,0,135.3
272,8,124.8
273,8,146.2
274,7,132.1
275,5,125.8
276,5,140.7
277,8,154.2
278,8,131.5
279,8,155.0
280,8,172.5
281,0,159.6
282,8,143.9
283,8,130.1
284,4,127.3
285,2,119.0
286,1,110.1
287,0,112.0
288,4,106.7
289,4,122.0
290,0,124.1
291,2,129.7
292,2,143.7
293,0,158.8
294,7,165.8
295,2,166.4
296,5,185.5
297,2,172.9
298,5,173.0
299,5,174.4
300,5,182.2
301,0,181.1
302,7,176.6
303,5,183.1
304,5,177.0
305,5,181.0
306,8,163.7
307,1,174.8
308,1,180.9
309,1,176.3
310,8,178.6
311,8,178.2
312,8,187.3
313,1,182.2
314,8,181.3
315,8,185.4
316,8,188.7
317,8,175.9
