Episode Number,Ideal Algorithm ID,Ideal Reward
0,8,63.7
1,7,64.4
2,9,67.0
3,8,66.5
4,4,67.1
5,8,85.9
6,3,96.4
7,4,79.6
8,6,85.2
9,1,94.7
10,0,83.2
11,7,77.8
12,6,81.0
13,5,71.5
14,4,72.8
15,1,56.2
16,0,36.4
17,0,21.6
18,0,10.0
19,3,13.9
20,6,17.9
21,6,24.3
22,3,114.8
23,6,14.7
24,3,145.4
25,3,200.0
26,0,200.0
27,0,121.4
28,0,121.3
29,0,75.1
30,0,58.5
31,0,58.4
32,9,55.5
33,2,54.1
34,8,54.5
35,8,55.2
36,6,56.3
37,6,54.8
38,9,58.2
39,8,57.7
40,7,58.3
41,6,57.8
42,5,58.3
43,4,58.3
44,9,69.1
45,8,70.6
46,7,71.3
47,3,73.5
48,5,73.2
49,8,95.3
50,8,139.4
51,2,189.3
52,2,174.0
53,0,159.4
54,0,131.1
55,1,124.6
56,4,114.5
57,3,108.4
58,2,106.9
59,1,107.6
60,0,102.5
61,1,99.4
62,0,106.3
63,3,96.9
64,2,93.6
65,3,102.3
66,4,131.7
67,3,141.3
68,5,166.7
69,4,166.8
70,3,166.7
71,2,167.4
72,1,167.4
73,9,158.1
74,8,167.5
75,3,146.0
76,9,155.0
77,8,136.1
78,7,122.9
79,4,110.2
80,3,105.1
81,4,106.5
82,3,109.8
83,8,140.2
84,7,140.2
85,6,149.3
86,5,144.6
87,4,145.5
88,3,145.7
89,7,151.0
90,6,168.1
91,3,184.5
92,7,188.8
93,6,187.5
94,5,194.0
95,4,194.0
96,3,191.5
97,2,191.3
98,1,191.5
99,0,191.9
100,5,178.2
101,4,184.4
102,3,191.8
103,2,190.5
104,1,191.3
105,0,190.8
106,6,189.1
107,0,183.2
108,1,180.7
109,9,184.9
110,8,183.9
111,7,181.1
112,1,171.1
113,5,166.1
114,4,166.0
115,3,163.9
116,2,159.1
117,1,157.2
118,7,156.7
119,6,167.9
120,5,169.8
121,9,175.1
122,9,184.7
123,8,181.4
124,9,179.5
125,8,179.9
126,8,181.8
127,7,179.8
128,5,166.3
129,4,162.6
130,0,160.2
131,7,152.9
132,1,151.5
133,0,151.1
134,0,137.2
135,7,139.9
136,9,121.8
137,8,122.5
138,9,131.9
139,8,126.0
140,2,120.3
141,6,113.8
142,5,112.3
143,4,113.8
144,3,117.7
145,2,117.7
146,1,118.3
147,0,118.3
148,8,118.7
149,8,111.1
150,6,119.3
151,9,123.9
152,8,122.3
153,7,122.3
154,6,120.3
155,6,130.3
156,5,133.3
157,9,146.3
158,8,148.1
159,7,148.1
160,6,157.0
161,5,157.2
162,4,157.8
163,3,168.2
164,5,169.1
165,4,178.0
166,3,180.2
167,2,182.7
168,7,184.6
169,6,187.3
170,5,191.8
171,9,193.5
172,3,194.2
173,7,194.5
174,6,199.4
175,6,199.8
176,9,200.0
177,8,200.0
178,0,200.0
179,2,200.0
180,1,200.0
181,0,200.0
182,0,200.0
183,0,200.0
184,0,200.0
185,0,200.0
186,0,200.0
187,0,200.0
188,0,200.0
189,0,200.0
190,0,200.0
191,0,200.0
192,0,200.0
193,0,200.0
194,0,200.0
195,0,200.0
196,0,200.0
197,0,200.0
198,0,200.0
199,0,200.0
200,0,200.0
201,0,200.0
202,0,200.0
203,0,200.0
204,0,200.0
205,0,200.0
206,0,200.0
207,0,200.0
208,0,200.0
209,0,200.0
210,0,200.0
211,0,200.0
212,0,200.0
213,0,200.0
214,0,200.0
