Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14
25,-165.87300000000016,-160.30200000000073,-200.1599999999997,-143.84499999999994,-185.68599999999967,-212.9120000000011,-158.1069999999998,-250.80400000000083,-227.53500000000128,-223.40400000000014,-216.25899999999947,-147.9879999999999,-155.04099999999985,-145.2519999999999,-212.22099999999983
26,-173.12600000000006,-180.6250000000007,-186.68899999999968,-151.19199999999987,-169.2129999999998,-167.23000000000005,-155.35899999999984,-204.4059999999997,-207.3380000000008,-233.31999999999977,-218.4099999999997,-141.99099999999996,-155.97099999999983,-167.10999999999976,-227.9560000000012
27,-167.94600000000008,-200.14200000000147,-194.90799999999967,-141.27699999999993,-171.71199999999976,-178.0960000000003,-147.84999999999988,-194.57499999999973,-165.42799999999997,-195.3220000000002,-223.34199999999964,-155.7459999999999,-168.15099999999973,-197.83599999999953,-213.0120000000007
28,-160.17099999999996,-187.71900000000136,-218.88399999999996,-139.62399999999997,-172.08099999999976,-121.42000000000023,-150.46599999999984,-195.31899999999985,-178.96500000000003,-232.25700000000106,-211.58499999999958,-157.4679999999999,-163.98099999999977,-204.24699999999947,-172.15400000000017
29,-153.36700000000002,-172.9570000000012,-228.1750000000008,-145.6059999999999,-176.84199999999979,-132.3450000000008,-151.13499999999982,-218.65299999999974,-110.6469999999999,-192.32600000000116,-218.12199999999953,-153.27399999999986,-168.49599999999978,-173.28999999999968,-234.08900000000068
30,-144.34500000000028,-85.09000000000024,-155.8760000000003,-142.01199999999994,-220.3629999999997,-176.0490000000007,-136.35399999999998,-204.5679999999998,-99.09599999999982,-184.33500000000157,-180.5199999999997,-153.5469999999999,-171.1419999999998,-162.37899999999976,-227.49099999999999
31,-189.88100000000077,-160.19600000000008,-221.23500000000004,-141.96399999999994,-262.2880000000008,-201.06000000000117,-170.99199999999968,-223.81899999999942,-93.39900000000003,-205.73000000000167,-191.8809999999996,-152.22699999999992,-183.59499999999963,-154.56099999999984,-227.9500000000009
32,-177.1210000000009,-154.17799999999994,-179.9029999999998,-163.14699999999976,-265.57900000000103,-178.09100000000063,-160.4469999999998,-194.2599999999996,-142.1419999999999,-218.84900000000022,-197.20299999999963,-145.5639999999999,-188.5479999999996,-235.18900000000025,-196.97200000000183
33,-204.91500000000013,-120.94599999999998,-169.15500000000074,-151.96299999999988,-256.41700000000066,-187.59500000000077,-164.49699999999973,-189.1209999999997,-135.395,-198.6780000000012,-211.2489999999997,-159.0789999999998,-173.2509999999997,-263.34400000000136,-164.08500000000086
34,-174.4660000000004,-151.637,-142.08800000000056,-162.5619999999998,-239.45500000000214,-171.39700000000082,-175.33599999999979,-185.66199999999975,-129.9679999999999,-181.2710000000011,-209.80599999999953,-148.31499999999997,-182.20299999999966,-145.24299999999997,-171.46000000000117
35,-145.7480000000004,-170.12900000000008,-163.26700000000068,-167.96499999999975,-197.97699999999972,-160.53500000000136,-159.45699999999982,-193.36299999999966,-134.77999999999997,-194.77200000000124,-256.66200000000083,-166.9719999999999,-165.72699999999978,-154.20399999999992,-196.6030000000017
36,-186.6860000000001,-170.53099999999984,-204.97800000000126,-166.88499999999976,-281.0230000000014,-171.5310000000006,-170.81499999999974,-223.1169999999998,-149.91799999999995,-212.14700000000107,-220.08699999999948,-163.00299999999984,-176.2149999999997,-156.63099999999991,-216.08700000000167
37,-168.19600000000034,-161.75699999999972,-212.97400000000135,-174.43899999999968,-236.99199999999973,-161.20999999999984,-184.3299999999997,-198.6549999999998,-130.731,-162.29300000000126,-167.867,-162.18999999999988,-170.43099999999976,-153.19899999999993,-168.15700000000126
38,-152.96800000000002,-94.01199999999987,-203.5170000000013,-174.0279999999997,-257.54700000000093,-155.84599999999995,-192.46599999999967,-241.18700000000072,-91.562,-172.9360000000013,-210.526,-165.40299999999985,-176.17299999999972,-170.90799999999982,-182.88500000000133
39,-140.5240000000001,-173.94900000000038,-195.59800000000166,-169.10199999999972,-232.06000000000114,-141.02800000000013,-194.73399999999975,-223.03000000000043,-108.856,-159.9150000000007,-157.90200000000033,-155.60499999999993,-175.2909999999997,-174.7659999999998,-184.95400000000157
40,-165.46200000000005,-145.79099999999983,-197.3350000000017,-172.7709999999997,-243.64600000000036,-134.3960000000001,-163.72999999999973,-224.44400000000124,-78.05300000000001,-146.7850000000007,-153.19700000000046,-175.74699999999982,-179.08299999999969,-164.37999999999988,-175.83300000000094
41,-121.94100000000076,-150.6730000000001,-160.27000000000078,-164.3619999999998,-263.3770000000019,-91.44699999999992,-183.49599999999975,-211.81100000000092,-90.47800000000005,-169.63400000000073,-209.8280000000002,-186.90699999999975,-165.60699999999983,-183.69199999999972,-184.13200000000137
42,-151.08300000000014,-148.40199999999976,-185.4400000000006,-174.3609999999997,-166.75800000000118,-40.97999999999986,-189.04299999999964,-209.59900000000022,-90.98599999999998,-174.37900000000016,-127.2509999999999,-184.459,-164.52399999999983,-191.57499999999993,-151.77100000000132
43,-159.49000000000035,-128.88199999999986,-176.2940000000008,-167.33499999999975,-151.98000000000098,-139.54300000000023,-173.91099999999975,-231.51800000000148,-144.7009999999999,-129.41100000000057,-144.43099999999993,-212.24300000000025,-152.11899999999994,-172.7169999999998,-192.53400000000107
44,-153.24300000000048,-131.975,-155.58599999999996,-187.5129999999996,-205.72300000000206,-140.90700000000015,-187.23099999999963,-211.94999999999982,-97.02200000000009,-138.44100000000043,-160.14199999999988,-215.38600000000034,-156.84099999999987,-172.24800000000005,-207.73600000000107
45,-135.42800000000062,-97.85599999999988,-82.7340000000002,-180.61299999999966,-231.1570000000012,-90.20400000000002,-175.56999999999977,-232.69899999999984,-148.93800000000013,-155.94000000000102,-162.1799999999999,-210.90600000000003,-175.94499999999965,-169.80699999999985,-199.03300000000104
46,-129.55300000000017,-152.28199999999993,-153.07000000000073,-182.67699999999965,-171.03800000000086,-76.95499999999997,-175.16199999999975,-232.32000000000016,-99.10399999999993,-162.7570000000009,-198.24999999999983,-214.471,-173.4039999999997,-184.12299999999976,-191.50200000000055
47,-172.38200000000057,-112.65899999999995,-129.06100000000015,-184.14699999999965,-183.96600000000117,-38.45200000000003,-192.27699999999973,-194.77400000000011,-121.83899999999987,-113.23700000000034,-181.33700000000013,-226.24599999999992,-182.4009999999996,-191.88899999999995,-182.0780000000011
48,-163.22700000000052,-131.35000000000008,-161.09800000000013,-182.37099999999978,-185.1080000000008,-136.2780000000002,-198.56499999999977,-210.38000000000017,-132.82999999999998,-207.49800000000067,-151.68099999999973,-230.27000000000035,-195.89799999999968,-174.9339999999998,-185.47100000000015
49,-156.07700000000017,-111.85199999999989,-127.68700000000005,-181.2399999999996,-175.67600000000039,-145.47700000000006,-174.50899999999982,-211.59000000000006,-86.686,-176.49400000000017,-137.4319999999998,-249.5170000000002,-180.84099999999972,-185.55699999999973,-168.40800000000058
50,-141.98500000000007,-107.85199999999986,-132.32600000000016,-176.3289999999997,-165.32300000000015,-136.20900000000006,-194.65499999999983,-194.54000000000013,-119.46999999999989,-139.97599999999994,-107.87999999999988,-269.56000000000097,-194.7699999999997,-204.5349999999999,-193.91400000000058
51,-164.37100000000038,-151.48499999999981,-132.7409999999999,-166.66899999999978,-152.968,-120.32700000000018,-207.76,-216.92500000000064,-113.02099999999989,-139.22399999999988,-164.95399999999984,-218.41700000000105,-200.8539999999998,-195.83799999999965,-168.6460000000009
52,-94.83700000000042,-185.76199999999983,-123.13599999999981,-176.52399999999972,-175.5769999999997,-154.2270000000002,-245.05300000000065,-196.01700000000113,-138.84099999999984,-132.6669999999998,-215.0510000000003,-183.7110000000012,-189.05199999999968,-199.59099999999955,-125.36500000000065
53,-138.69500000000048,-151.8270000000002,-40.795999999999914,-178.50699999999966,-171.4390000000001,-77.95400000000011,-229.7230000000007,-178.30300000000028,-187.97099999999983,-154.69200000000043,-133.19099999999995,-163.35100000000023,-186.84099999999964,-236.93799999999982,-157.4540000000009
54,-149.90800000000053,-193.92600000000047,-100.20200000000031,-169.37799999999976,-169.28300000000002,-97.82199999999997,-211.35400000000018,-218.0850000000009,-123.26100000000022,-146.07100000000034,-166.4099999999998,-178.06100000000066,-193.71099999999976,-165.09800000000166,-198.889000000001
55,-153.33900000000023,-191.35299999999987,-115.58800000000016,-162.0579999999998,-181.29200000000023,-144.88100000000003,-222.12099999999995,-197.20100000000085,-140.83199999999988,-102.9740000000003,-141.938,-131.17100000000076,-196.10199999999983,-187.02900000000173,-186.19100000000125
56,-156.84100000000086,-172.48099999999982,-71.17199999999988,-170.7609999999997,-142.65599999999998,-117.13900000000004,-187.88599999999974,-141.4340000000008,-109.90099999999993,-115.68800000000013,-146.83199999999977,-140.92800000000025,-188.91099999999963,-187.43100000000175,-155.17900000000057
57,-146.6300000000004,-152.501,-85.78499999999978,-163.76499999999976,-74.39199999999973,-59.55299999999994,-188.9089999999996,-186.81400000000144,-197.4969999999998,-106.06300000000002,-154.18399999999988,-159.25000000000063,-197.02299999999957,-244.80600000000163,-149.21900000000116
58,-161.3490000000006,-151.66099999999986,-107.76199999999976,-163.01199999999977,-170.2239999999999,-65.51899999999992,-203.4129999999997,-174.45200000000165,-171.33599999999984,-131.2120000000001,-181.32099999999983,-209.11100000000116,-194.97699999999978,-198.69300000000212,-156.54100000000048
59,-148.95300000000026,-151.17499999999984,-119.56100000000018,-183.92499999999964,-151.176,-74.27000000000001,-195.0099999999996,-189.43000000000146,-168.37499999999991,-92.49300000000008,-155.44099999999983,-231.98100000000136,-198.3249999999996,-233.55400000000196,-152.177000000001
60,-160.23300000000057,-170.68999999999974,-101.72600000000003,-177.73299999999972,-70.92899999999987,-51.01599999999987,-229.23399999999992,-154.58300000000105,-139.99000000000004,-122.88599999999997,-141.99699999999984,-203.63200000000052,-196.79499999999987,-199.51899999999964,-173.79300000000086
61,-166.5950000000007,-184.63899999999975,-124.88899999999987,-172.51599999999974,-123.05700000000009,-117.86200000000004,-199.51600000000045,-115.21700000000037,-106.62799999999989,-123.83899999999991,-79.35299999999981,-226.91300000000047,-194.60499999999968,-211.12299999999976,-179.14400000000109
62,-170.97100000000083,-146.68099999999987,-80.20000000000007,-185.98299999999963,-138.29500000000016,-87.25400000000002,-231.01000000000005,-72.45000000000016,-109.13700000000001,-77.8980000000003,-124.06699999999987,-232.3770000000004,-194.91099999999975,-190.15299999999968,-175.59800000000104
63,-104.31100000000049,-109.12399999999988,-106.19799999999994,-170.73999999999972,-118.65400000000007,-99.04799999999999,-214.6569999999996,-91.34400000000069,-81.32600000000006,-74.23199999999989,-82.99499999999978,-154.66500000000053,-207.39399999999964,-213.26799999999972,-135.1490000000008
64,-132.3910000000007,-154.30999999999986,-102.60900000000035,-162.51699999999977,-123.62199999999993,-84.60400000000007,-242.23900000000103,-135.84700000000086,-129.5449999999999,-161.94299999999993,-162.02299999999983,-125.54900000000006,-209.64099999999962,-216.26399999999998,-165.85100000000028
65,-145.12800000000067,-120.84599999999996,-84.35999999999989,-199.50099999999958,-138.39099999999982,-111.31999999999991,-241.45200000000168,-174.9910000000012,-63.62900000000012,-173.2359999999999,-102.24599999999995,-96.8340000000001,-208.92600000000002,-222.28899999999985,-152.72900000000055
66,-173.65900000000084,-158.29399999999998,-148.55000000000047,-198.09399999999954,-175.49700000000027,-143.81599999999992,-247.15000000000018,-152.4440000000011,-144.5209999999999,-75.70399999999998,-131.00900000000047,-175.4710000000004,-224.59899999999985,-219.32199999999952,-107.1760000000002
67,-151.17600000000022,-151.86699999999996,-105.28200000000018,-209.1159999999996,-189.25100000000072,-129.9350000000002,-223.3629999999997,-169.09500000000122,-71.42500000000015,-99.9129999999999,-120.42000000000012,-166.29600000000065,-197.25999999999982,-247.2250000000002,-155.3970000000008
68,-164.92300000000037,-147.65899999999988,-85.3169999999998,-202.73799999999954,-127.18800000000014,-144.89599999999996,-235.43499999999986,-195.8810000000014,-124.893,-125.51000000000019,-128.31399999999985,-165.20200000000023,-186.3459999999997,-251.17200000000065,-108.89900000000026
69,-161.99800000000027,-135.91399999999996,-170.4189999999998,-187.2939999999996,-87.11299999999997,-163.99700000000018,-226.7799999999998,-231.0750000000011,-80.99300000000011,-124.82800000000012,-137.7989999999998,-205.23700000000048,-188.79399999999964,-202.52700000000226,-103.76499999999984
70,-104.8920000000001,-160.74699999999993,-192.8729999999999,-188.21199999999968,-217.98800000000006,-160.84800000000055,-234.86200000000008,-198.8720000000004,-75.749,-46.21800000000017,-103.36699999999988,-174.31700000000015,-221.8659999999999,-197.93800000000186,-124.72000000000023
71,-155.04100000000045,-145.42699999999985,-113.43499999999986,-202.59099999999955,-181.7100000000007,-127.24300000000062,-234.77100000000056,-195.59900000000064,-140.531,-124.45200000000011,-88.99199999999993,-211.11500000000052,-202.62999999999968,-223.5650000000012,-131.23600000000005
72,-139.71900000000028,-154.69099999999986,-159.55500000000035,-206.2899999999996,-194.43600000000134,-140.16200000000032,-237.10500000000079,-191.28400000000062,-134.69,-92.40899999999999,-22.664999999999964,-186.51900000000063,-206.2839999999997,-246.72000000000054,-149.29000000000056
73,-144.3100000000005,-147.7549999999999,-132.37100000000015,-218.13399999999947,-146.97000000000057,-157.69000000000065,-181.17300000000003,-117.97500000000075,-144.8329999999999,-118.56900000000012,-78.78499999999983,-204.15900000000022,-199.8729999999996,-203.74200000000056,-102.73200000000027
74,-94.8170000000003,-124.16999999999992,-106.29499999999992,-222.95799999999969,-202.37800000000115,-125.55700000000047,-210.4059999999998,-164.0900000000002,-148.11599999999993,-189.15600000000012,-117.8409999999999,-208.53700000000066,-229.67199999999966,-168.74600000000174,-122.41099999999999
75,-164.95300000000074,-75.90199999999996,-181.62700000000015,-229.72299999999973,-156.8530000000009,-158.75700000000055,-238.76900000000063,-96.469,-105.38499999999999,-79.31,-105.0649999999998,-198.470000000001,-222.21999999999971,-150.9220000000015,-146.3239999999999
76,-169.28600000000074,-111.447,-114.63799999999989,-252.0520000000006,-129.11700000000042,-112.81800000000047,-222.54200000000006,-109.93900000000004,-93.37600000000012,-186.06400000000085,-109.90299999999984,-154.33600000000015,-229.0539999999998,-168.62600000000162,-109.95499999999997
77,-122.79700000000028,-81.80899999999993,-133.4709999999998,-237.62199999999984,-85.72300000000018,-114.0880000000003,-143.9020000000013,-119.04399999999995,-153.349,-162.34500000000062,-131.126,-217.22200000000015,-225.6129999999996,-162.57300000000146,-121.97399999999989
78,-163.06400000000025,-153.70999999999987,-126.60999999999979,-246.47500000000008,-168.77000000000055,-168.3760000000004,-196.97100000000154,-110.25800000000011,-149.959,-154.80400000000014,-91.17299999999972,-182.075000000001,-232.5909999999996,-203.23300000000194,-137.5769999999999
79,-166.0430000000007,-143.3509999999999,-125.90199999999986,-251.26000000000028,-114.39300000000003,-137.63400000000027,-169.3470000000018,-140.5380000000008,-125.83100000000005,-156.5909999999998,-144.9059999999999,-159.3350000000005,-232.79799999999977,-169.12500000000153,-45.28500000000004
80,-162.0390000000005,-113.001,-131.42999999999992,-258.22600000000045,-148.49200000000005,-140.55200000000045,-214.20000000000195,-169.8730000000011,-133.24400000000014,-181.8080000000004,-108.07699999999993,-103.3890000000004,-220.46600000000026,-163.9980000000014,-121.32499999999997
81,-129.57100000000014,-138.92599999999996,-49.582999999999856,-255.3550000000004,-120.5620000000004,-144.6290000000003,-230.02700000000104,-99.28100000000018,-111.402,-127.04700000000003,-137.86799999999982,-174.36200000000045,-281.1750000000018,-179.73800000000136,-107.37800000000016
82,-108.29000000000015,-160.3149999999999,-92.86300000000003,-256.87200000000104,-87.13300000000012,-146.09700000000066,-245.9130000000016,-159.53900000000004,-121.96900000000012,-130.0220000000003,-99.4699999999998,-153.11700000000022,-262.19000000000153,-184.10000000000144,-114.16399999999999
83,-150.1190000000003,-127.57199999999989,-115.39899999999984,-263.716000000002,-147.85699999999997,-140.6330000000005,-243.5060000000013,-104.8519999999999,-116.87400000000002,-152.33600000000015,-108.88899999999987,-157.69800000000032,-200.68700000000155,-152.08200000000124,-87.64700000000002
84,-125.4430000000001,-130.26299999999986,-78.12599999999983,-252.29200000000037,-118.53900000000007,-168.9810000000009,-199.66200000000052,-70.72899999999983,-80.095,-103.60899999999992,-88.4539999999999,-163.77900000000008,-219.1170000000011,-206.6180000000008,-125.96199999999995
85,-129.57999999999998,-91.65999999999997,-117.30399999999989,-247.61100000000064,-106.90000000000012,-148.46900000000085,-250.73200000000105,-92.23699999999997,-153.45999999999995,-157.5419999999999,-121.8219999999998,-177.37599999999992,-216.05800000000127,-164.53300000000024,-75.77000000000012
86,-112.20700000000022,-135.28699999999998,-74.16599999999984,-282.88400000000223,-188.84100000000026,-174.65200000000078,-212.4690000000006,-134.66600000000005,-123.03299999999999,-112.542,-114.48999999999982,-169.22899999999998,-239.13500000000062,-144.25200000000038,-107.01900000000003
87,-151.07000000000028,-109.96199999999999,-66.30599999999988,-240.59800000000214,-123.2039999999998,-122.84400000000032,-198.60500000000042,-138.11600000000027,-146.57199999999997,-120.36700000000046,-121.26099999999978,-141.06000000000037,-230.33200000000065,-134.2400000000007,-139.4370000000004
88,-148.78800000000012,-110.874,-139.75099999999992,-269.3170000000021,-162.6380000000001,-144.78200000000083,-249.9910000000014,-112.24100000000021,-135.62000000000003,-95.86000000000034,-131.27099999999987,-147.96700000000004,-243.89600000000104,-147.7270000000005,-114.88600000000062
89,-119.39500000000012,-73.09699999999998,-96.08499999999995,-241.15600000000086,-92.36199999999982,-160.8400000000004,-145.45700000000133,-52.03500000000004,-136.01799999999997,-115.92200000000017,-90.70499999999977,-150.41200000000012,-168.79500000000047,-176.8880000000009,-86.77100000000019
90,-85.75900000000007,-107.352,-131.75099999999983,-196.63100000000054,-117.13799999999983,-145.49700000000024,-211.70600000000132,-125.57100000000045,-118.47500000000005,-110.44700000000009,-100.4779999999998,-90.85400000000007,-207.28000000000117,-182.89300000000054,-137.4870000000004
91,-132.317,-141.58800000000002,-55.272999999999875,-236.53300000000112,-106.73799999999991,-161.51800000000043,-249.561000000001,-116.63899999999994,-107.66199999999992,-37.393999999999984,-118.80499999999972,-149.1979999999999,-211.86700000000127,-154.15000000000072,-107.4930000000004
92,-125.24099999999994,-44.379999999999896,-90.01699999999987,-246.20600000000087,-81.71699999999993,-147.31300000000059,-167.92200000000136,-116.30100000000002,-146.63499999999993,-82.91099999999992,-120.4089999999999,-109.00899999999987,-238.4230000000012,-91.32400000000027,-165.9850000000005
93,-124.39399999999998,-121.55099999999993,-95.96599999999982,-236.98299999999995,-187.406,-157.95500000000027,-169.80400000000085,-106.69999999999986,-158.25499999999988,-88.431,-88.80799999999988,-97.62999999999994,-211.7910000000016,-198.29900000000006,-116.23700000000035
94,-96.61000000000001,-108.369,-114.62399999999995,-232.0629999999997,-137.24500000000006,-161.85100000000048,-176.4740000000009,-66.3779999999999,-89.01300000000012,-75.49999999999993,-42.645999999999916,-92.785,-242.33100000000155,-214.13600000000042,-79.26800000000041
95,-118.22800000000014,-149.245,-115.23099999999985,-241.03900000000004,-93.50399999999976,-147.50800000000058,-141.58000000000095,-69.7239999999999,-103.79300000000012,-58.97100000000014,-113.42099999999998,-88.4470000000001,-210.5310000000007,-113.76300000000042,-134.7460000000001
96,-145.6580000000003,-130.28199999999998,-42.54999999999993,-225.28000000000006,-95.02099999999999,-163.54200000000043,-192.3680000000008,-122.09599999999992,-123.21900000000014,-84.25700000000008,-78.92599999999995,-134.37299999999985,-217.1740000000017,-118.96899999999982,-106.92500000000014
97,-134.70799999999997,-108.20199999999986,-49.57599999999994,-250.16500000000028,-91.24499999999989,-125.41600000000017,-173.8100000000017,-138.2439999999999,-113.52300000000021,-136.47300000000007,-61.0149999999998,-103.46799999999992,-200.42800000000085,-142.51900000000052,-143.17000000000084
98,-116.06300000000014,-141.04399999999993,-82.16299999999994,-190.78200000000123,-101.85499999999982,-134.11300000000034,-180.9080000000008,-108.23899999999978,-88.03400000000005,-81.10900000000007,-109.01799999999987,-161.0589999999999,-216.52200000000084,-137.02000000000075,-54.745000000000005
99,-133.83500000000035,-132.46999999999997,-50.81199999999988,-185.97200000000115,-132.4340000000001,-137.99400000000028,-186.50300000000135,-148.77499999999978,-70.23900000000025,-92.00400000000009,-75.07699999999997,-167.8869999999999,-220.9470000000011,-150.50400000000087,-134.31700000000058
100,-78.8120000000001,-66.5729999999999,-87.197,-161.20000000000056,-69.66999999999976,-123.1160000000001,-168.48100000000127,-94.32199999999985,-123.25000000000004,-110.59500000000003,-118.44599999999991,-172.8019999999999,-254.28100000000046,-123.1380000000006,-127.72600000000071
101,-96.96500000000012,-103.99599999999991,-115.80599999999995,-233.7820000000012,-110.39199999999997,-95.94599999999998,-152.7730000000015,-154.97499999999982,-99.39900000000002,-119.48800000000003,-62.5719999999998,-157.70499999999993,-234.5460000000001,-86.30000000000027,-155.47100000000052
102,-142.87399999999997,-147.56999999999988,-82.90099999999993,-156.42900000000117,-154.41299999999976,-95.23599999999999,-138.1290000000015,-122.16299999999985,-111.09099999999997,-65.05799999999999,-101.4549999999999,-121.21499999999992,-154.8600000000001,-71.96000000000036,-93.15000000000053
