Episode Number,Ideal Algorithm ID,Ideal Reward
0,1,50.6
1,1,51.3
2,3,46.9
3,1,57.1
4,5,50.3
5,8,56.1
6,2,73.8
7,0,61.2
8,0,51.5
9,0,59.3
10,8,50.0
11,8,42.6
12,8,47.0
13,6,57.1
14,8,47.7
15,8,55.5
16,8,48.8
17,8,49.2
18,8,56.5
19,8,43.7
20,8,50.5
21,8,43.3
22,8,50.7
23,8,41.4
24,8,56.5
25,8,47.8
26,8,46.1
27,8,38.5
28,6,47.8
29,6,43.8
30,6,47.1
31,6,43.5
32,6,40.5
33,6,40.1
34,6,37.8
35,6,38.7
36,6,38.9
37,6,40.6
38,6,40.3
39,6,38.2
40,6,44.2
41,6,33.6
42,6,42.0
43,6,41.5
44,6,39.0
45,6,39.0
46,6,40.4
47,6,34.8
48,6,34.6
49,6,39.4
50,6,41.6
51,6,37.9
52,6,42.7
53,6,43.5
54,6,43.9
55,6,45.7
56,6,41.7
57,6,38.9
58,6,40.1
59,0,37.2
60,5,39.0
61,5,46.7
62,5,65.2
63,5,47.1
64,5,43.2
65,5,41.7
66,5,47.7
67,5,55.2
68,5,44.5
69,5,52.1
70,5,47.9
71,5,57.9
72,5,45.0
73,5,51.3
74,5,57.1
75,5,52.5
76,5,60.6
77,1,53.1
78,1,56.9
79,5,58.0
80,5,62.0
81,5,58.4
82,4,53.0
83,5,47.4
84,5,64.3
85,5,78.8
86,1,49.2
87,5,65.4
88,5,62.7
89,5,59.7
90,1,71.3
91,4,65.6
92,5,54.2
93,4,74.3
94,5,75.3
95,4,67.1
96,5,67.9
97,4,73.4
98,5,56.1
99,5,75.7
100,4,75.2
101,5,68.6
102,5,76.1
103,7,80.4
104,5,62.9
105,4,63.7
106,7,91.7
107,4,73.9
108,5,52.1
109,5,69.4
110,5,56.0
111,5,85.0
112,5,66.9
113,1,93.3
114,1,66.2
115,1,102.7
116,7,95.7
117,4,100.3
118,5,69.1
119,5,85.3
120,5,116.2
121,5,115.2
122,5,81.4
123,5,119.1
124,7,120.0
125,7,126.7
126,7,120.3
127,5,128.7
128,5,150.9
129,5,136.1
130,1,134.3
131,5,113.1
132,5,107.7
133,1,129.9
134,1,94.6
135,1,120.5
136,1,126.3
137,1,121.7
138,1,134.8
139,1,151.4
140,1,153.7
141,1,166.1
142,1,148.7
143,1,152.0
144,1,130.0
145,1,112.7
146,1,120.2
147,1,127.4
148,1,120.3
149,1,152.7
150,1,138.7
151,1,131.1
152,1,130.2
153,1,171.2
154,1,118.3
155,1,86.2
156,1,98.9
157,1,123.3
158,1,147.5
159,1,109.1
160,1,137.4
161,1,126.7
162,1,147.5
163,1,132.4
164,1,141.9
165,1,175.8
166,1,139.9
167,1,139.5
168,1,162.6
169,1,141.0
170,1,161.2
171,1,137.5
172,1,144.2
173,5,156.5
174,1,142.6
175,1,173.0
176,1,137.2
177,5,117.8
178,4,137.2
179,2,131.1
180,4,137.6
181,3,142.9
182,4,134.5
183,2,126.6
184,4,136.7
185,2,151.6
186,7,155.0
187,2,163.7
188,2,161.3
189,7,142.0
190,7,154.6
191,2,149.6
192,2,172.9
193,2,133.7
194,2,149.5
195,2,174.3
196,2,184.4
197,2,136.6
198,2,157.8
199,8,145.7
200,2,136.7
201,2,157.1
202,8,149.6
203,8,152.8
204,8,143.9
205,8,150.6
206,8,143.9
207,8,186.6
