Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9,Reward 10,Reward 11,Reward 12,Reward 13,Reward 14,Reward 15,Reward 16,Reward 17,Reward 18,Reward 19
0,-2.3404331293454925,-2.3002514343527034,-3.545683593094914,-6.355383480715505,-2.9052493206516035,-8.465740116821348,-2.7363966174684653,-4.9772194963909735,1.4864802831321353,-0.14387277013089866,1.3547648064019366,1.1247468601356534,-5.5955019233485235,2.7770246103699603,-0.9813011481708516,1.768624310187122,3.1042623376891028,8.211267255367662,-8.643110184881362,0.2647146615284256
1,-9.478773097933319,-6.152912584660649,-0.4384206054252786,-7.419530989118785,-5.3645474868772185,-4.584040934051782,1.548135798358259,-1.1721758228519303,-1.3939124260531564,-0.9327350816247117,1.5086306917456116,7.58081296322707,-11.500697689536135,-2.574265889383214,-2.312140385202551,0.30649812053128367,-7.114685787700424,-5.93783550597163,-4.604996780088741,-3.475214044076284
2,1.2239270189441511,-4.294189974259429,-8.5533949294885,3.2768359391561654,-0.7919351088497457,-11.010979102944635,-2.4893213713294022,0.6345160843180693,-2.3689351866506607,-1.325302040085285,-7.67723033039154,0.7107161301434276,-13.047323211820517,-4.098188989755153,-8.192811933132594,-1.1172188146163449,2.259428928248885,-1.7426518409381608,1.037293761285101,0.4721294781604651
3,-3.826149967782462,-8.552420843781773,-8.554609255415773,-2.071712822484304,-0.9972665269462976,-7.738517125907902,-8.323954305988396,-6.256473142641819,7.501877632377521,-2.0970889489196334,-1.088198886510762,-3.218151926509112,-11.961496060731434,-0.8008992181217411,-12.899011769796212,-2.8485992843304344,-1.0967490061112404,-12.004119298984183,-24.578577572542095,0.8075992709243328
4,-0.9757587944042629,-7.283573418381527,-0.6089149170523509,-6.023933323542486,-0.3042769854383797,-14.029321112677462,2.0576488512184765,-8.430056763166235,-9.392318449024389,-8.505535798039599,1.120756939132179,0.7238253085039198,-5.261628311090619,-9.282849918752722,0.14272610991838933,-4.881466953135805,-1.0074199360635556,-7.249436402190606,-54.835444018564885,-4.805480453337366
5,-3.5308235139701316,-1.441490851809506,-0.9697837155704608,-3.480246025436577,-0.7873032397160646,3.1736943174281618,-7.0253190343717025,-8.466041372749098,-0.4773866224279562,-7.747107970551942,1.0228744304198283,-7.635461896615093,-7.511695826086924,-2.1356249170573016,-10.488155000622665,-10.616687344197786,-1.681135229504606,-3.554540455733695,-32.23764696582664,-0.9176685054451557
6,-3.9916184393674072,-6.639285763030278,-5.785592089458332,-7.909351674425002,-11.67280001018052,-19.292394110037126,-2.2960742816377495,0.09585886835957017,-13.721080462777616,-6.194070710156678,-6.906060349545031,-0.1943840628738264,-7.307226911763098,-7.287892088599216,-2.262156262576459,-3.8101386505854946,-2.206903709651662,-11.422060421264977,-28.48892869401579,-5.26590988827883
7,2.0825962693385422,-3.65459012022979,2.4622136810737896,-7.253673718797176,-6.170318922328101,-2.703140452782567,-1.2368360307357658,-8.548400423907196,-10.76375551743419,-4.116072698561317,-1.2356086433643698,-0.7748930462746222,-3.48277521903006,4.489175757297315,2.065157781420436,-7.043274925567159,-4.01989068029283,-10.176214051089957,-10.809779721014475,-5.3436548032588895
8,-1.160522992224011,0.5008575155313697,-1.2482281539411106,-1.7339080546220393,4.799712893928429,-15.14929788562749,0.31868791216625647,-13.094549357059298,-7.504615042436372,-6.609934087829549,-1.0996703694870231,1.7554605078741456,-11.955010018868972,0.3489195101410255,-2.572565436845921,-4.400073938896119,1.3637837702721867,-3.4551310884670188,-5.4139751477570766,-11.027912520103623
9,1.0473415259637087,-1.87949094241364,-2.3134272695897526,-3.751329095535619,-7.8700460227592135,-12.433268768098065,-1.7485681081046334,-8.75111935770242,-10.559290313155797,-8.141245173629551,-0.889681200630244,3.9861377218637157,-10.275854264630956,-3.9448485905884376,-1.3528098137979025,-5.345704566072209,-4.106461142834966,-6.726532204585628,1.764795994251287,-8.91863461596169
