Episode Number,Ideal Algorithm ID,Ideal Reward
0,4,-108.451
1,6,-124.65700000000001
2,4,-113.04100000000001
3,5,-115.822
4,13,-120.84100000000004
5,3,-124.46200000000003
6,2,-130.18
7,12,-128.74900000000005
8,4,-129.90400000000005
9,13,-112.36000000000001
10,2,-128.02600000000004
11,13,-128.60500000000005
12,10,-125.59000000000006
13,0,-128.17000000000002
14,11,-128.21200000000005
15,6,-129.54100000000005
16,10,-127.45300000000005
17,6,-131.959
18,11,-131.308
19,10,-126.24100000000003
20,10,-127.72300000000004
21,10,-133.55200000000002
22,9,-134.82999999999998
23,9,-132.4
24,0,-132.22
25,9,-128.48200000000003
26,0,-135.03999999999994
27,0,-134.37999999999997
28,11,-132.73000000000002
29,10,-136.08399999999997
30,10,-129.68200000000007
31,9,-137.69199999999995
32,11,-132.412
33,9,-139.426
34,9,-130.78000000000003
35,9,-128.67400000000004
36,10,-132.031
37,11,-131.866
38,10,-137.44299999999998
39,9,-128.43700000000007
40,9,-138.66999999999996
41,11,-134.503
42,9,-139.825
43,9,-133.825
44,11,-129.646
45,11,-140.38299999999998
46,11,-131.089
47,9,-126.71200000000002
48,10,-133.03299999999996
49,11,-133.86700000000002
50,10,-131.61700000000002
51,9,-135.45099999999996
52,2,-134.13499999999996
53,3,-132.34399999999994
54,9,-135.574
55,11,-134.40399999999997
56,9,-133.081
57,11,-130.17700000000005
58,11,-136.04499999999996
59,3,-131.66500000000002
60,13,-137.82999999999998
61,11,-128.88100000000003
62,13,-126.13000000000002
63,9,-128.287
64,9,-132.769
65,9,-132.613
66,11,-128.73100000000005
67,11,-125.70400000000004
68,9,-141.03699999999992
69,11,-130.94500000000002
70,11,-130.483
71,11,-140.79999999999993
72,11,-129.223
73,11,-136.31199999999995
74,11,-138.12699999999998
75,11,-136.43199999999996
76,11,-135.652
77,11,-142.10499999999993
78,14,-133.20000000000095
79,11,-140.86299999999994
80,11,-131.91699999999997
81,11,-135.30699999999996
82,11,-132.733
83,11,-134.64999999999998
84,11,-133.753
85,13,-123.95899999999988
86,12,-114.35499999999986
87,11,-134.08599999999998
88,11,-129.69400000000002
89,11,-133.29100000000003
90,10,-135.295
91,5,-103.70000000000005
92,4,-78.55199999999982
93,4,-77.42499999999997
94,8,-80.2409999999998
95,8,-102.70099999999982
96,8,-126.12599999999978
97,11,-132.68799999999996
98,12,-127.30699999999995
99,10,-130.942
100,10,-135.748
101,11,-132.325
102,4,-134.30099999999987
103,11,-139.65099999999998
104,11,-133.32999999999998
105,10,-140.49999999999994
106,11,-135.69099999999997
107,11,-132.91000000000003
108,1,-131.376
109,11,-134.647
110,11,-139.55199999999996
111,12,-116.88399999999983
112,8,-120.31299999999976
113,4,-128.6649999999997
114,12,-103.15699999999977
115,4,-62.77500000000005
116,11,-135.33100000000002
117,12,-129.45899999999983
118,4,-59.81899999999969
119,8,-126.16299999999997
120,10,-183.53799999999958
121,12,-134.62799999999982
122,12,-146.03499999999966
123,12,-151.5220000000004
124,4,-190.62999999999965
125,12,-109.3210000000001
126,8,-85.52699999999984
127,12,-160.214
128,12,-93.52599999999981
129,8,-99.27799999999988
130,13,-54.9119999999999
131,1,-107.8579999999999
132,14,-135.9450000000004
133,1,-142.23300000000114
134,12,-96.29900000000008
135,12,-139.45000000000041
136,12,-150.29800000000043
137,3,-188.35200000000177
138,5,-163.49600000000117
139,12,-186.18900000000082
140,12,-144.04299999999984
141,12,-133.2200000000002
142,12,-131.7660000000001
143,12,-128.18399999999994
144,8,-156.48900000000089
145,12,-141.65300000000013
146,8,-126.7490000000005
147,1,-39.58599999999979
148,4,-90.06799999999996
149,1,-67.64399999999989
150,9,-56.63499999999982
151,9,-98.62999999999982
152,12,-110.14699999999986
153,3,-71.73099999999981
154,9,-89.41299999999998
155,8,-81.59299999999998
156,8,-73.18399999999995
157,4,-103.33699999999983
158,5,-87.54599999999975
159,9,-100.7659999999998
160,1,-79.67099999999981
161,4,-103.99399999999989
162,14,-70.14399999999985
163,5,-53.32899999999986
164,3,-102.0910000000002
165,14,-69.97899999999984
166,8,-116.7069999999998
167,4,-95.0609999999998
168,9,-115.09299999999985
169,4,-109.17999999999992
170,8,-91.62699999999998
171,3,-87.96799999999993
172,6,-74.13399999999999
173,13,-83.68499999999983
174,12,-70.77000000000011
175,8,-68.50799999999992
176,3,-47.8859999999999
177,9,-82.71799999999993
178,9,-93.93099999999984
179,1,-69.88799999999995
180,12,-84.02199999999993
181,7,-64.33499999999982
182,1,-87.25699999999988
183,5,-43.85999999999997
184,8,-45.17200000000004
185,4,-101.83799999999994
186,1,-43.162000000000035
187,3,-86.81699999999987
188,7,-97.23299999999998
189,2,-85.34999999999982
190,5,-58.470999999999876
191,8,-64.41399999999979
192,14,-86.82799999999992
193,6,-64.13699999999992
194,14,-74.4489999999997
195,3,-72.86799999999974
196,4,-61.43399999999981
197,13,-59.65299999999996
198,12,-69.09899999999979
199,4,-52.6869999999999
200,5,-61.404999999999895
201,1,-67.10899999999995
202,6,-35.944999999999894
203,4,-103.94299999999978
204,1,-89.61599999999987
205,5,-92.08899999999986
206,3,-37.814999999999785
207,14,-97.12800000000013
208,4,-89.38899999999971
209,1,-114.39699999999985
210,8,-81.45299999999979
211,1,-89.74899999999984
212,1,-81.6419999999998
213,12,-88.95799999999986
214,2,-87.79599999999985
215,12,-85.69999999999989
216,14,-86.84599999999993
217,13,-91.17199999999984
218,0,-98.88599999999973
219,12,-61.12599999999977
220,3,-68.75199999999973
221,2,-67.24899999999977
222,13,-79.0589999999998
223,5,-74.72999999999983
224,14,-56.48199999999982
225,4,-77.31299999999979
226,12,-98.38699999999979
227,14,-67.07499999999975
228,13,-84.17999999999978
229,12,-57.10299999999985
230,14,-32.2379999999997
231,13,-78.1559999999998
232,9,-79.25999999999983
233,14,-65.47899999999974
234,8,-42.18699999999991
235,8,-59.0739999999998
236,5,-82.6559999999998
237,4,-80.9309999999998
238,3,-81.5819999999998
239,1,-33.81199999999985
240,9,-62.54699999999991
241,8,-72.59899999999999
242,1,-58.91999999999994
243,4,-50.406999999999904
244,3,-40.75599999999993
245,1,-4.217999999999895
246,5,-45.68299999999976
247,14,-66.62499999999973
248,0,-91.05499999999986
249,9,-72.41399999999985
250,8,-53.09499999999987
251,12,-9.320999999999861
252,3,-34.61099999999978
253,10,-35.6310000000001
254,13,-46.3989999999999
255,8,-43.08699999999995
256,2,-29.140999999999877
257,13,-36.13099999999982
258,5,-20.32499999999982
259,13,-52.41399999999985
260,4,-18.962999999999813
261,5,-19.805999999999802
262,2,-49.80399999999986
263,14,-8.411999999999875
264,13,-14.96699999999982
265,10,-38.70599999999972
266,5,-16.421999999999848
267,7,-29.04799999999988
268,5,-47.46399999999987
269,13,-23.320999999999916
270,8,-3.554999999999905
271,4,-28.096999999999884
272,4,-28.31899999999991
273,1,-6.581999999999877
274,3,-27.466999999999892
275,2,8.879000000000143
276,10,-28.10699999999979
277,9,-52.34799999999986
278,3,-40.1069999999999
279,5,-51.60399999999985
280,1,-65.9159999999999
281,1,-20.278999999999918
282,4,-63.28599999999983
283,4,-31.288999999999874
284,8,-47.88099999999987
285,6,-40.07199999999992
286,14,-27.19799999999975
287,1,-23.188999999999925
288,14,-49.27899999999987
289,2,-61.74599999999991
290,4,-49.902999999999864
291,13,-16.973999999999894
292,2,-42.091999999999814
293,3,-20.801999999999794
294,14,-38.39199999999977
295,10,-60.10099999999975
296,12,-70.21299999999975
297,8,-64.27899999999975
298,3,-36.67399999999987
299,5,-22.55099999999978
300,1,-20.09099999999979
301,3,-50.03199999999985
302,2,-39.868999999999794
303,7,-47.314999999999756
304,12,-14.885999999999816
305,12,-37.37599999999984
306,1,-48.009999999999835
307,5,-52.62599999999983
308,8,-30.934999999999867
309,7,-35.500999999999856
310,7,-35.26099999999983
311,4,-24.089999999999826
312,3,-58.407999999999824
313,0,-69.19299999999978
314,1,-21.467999999999797
315,8,-29.49499999999988
316,5,-43.60899999999991
317,10,-22.46399999999982
318,5,-70.51399999999983
319,6,-63.420999999999864
320,13,-31.774999999999864
321,4,-55.93899999999983
322,14,-9.185999999999874
323,2,-12.065999999999875
324,2,-18.470999999999812
325,9,-33.874999999999844
326,4,-38.860999999999834
327,4,-13.42899999999982
328,8,-31.186999999999852
329,1,-28.35499999999987
330,10,-45.40999999999976
331,5,-10.091999999999889
332,8,-41.66199999999995
333,3,-30.38899999999985
334,1,-48.53799999999986
335,8,-47.41199999999984
336,3,-17.88599999999981
337,10,-30.21599999999974
338,4,10.817000000000121
339,2,-0.51099999999984
340,0,-22.73699999999979
341,7,-45.43099999999991
342,9,-16.556999999999828
343,8,-25.619999999999852
344,14,-11.61699999999975
345,7,-64.50399999999982
346,3,-26.039999999999758
347,6,-40.44699999999993
348,4,-35.377999999999865
349,6,-20.216999999999807
350,2,0.41200000000018094
351,3,-37.90199999999976
352,1,-23.603999999999804
353,0,-48.63199999999974
354,7,-2.7849999999997834
355,10,-45.58999999999978
356,7,-27.740999999999808
357,5,-42.478999999999814
358,0,-50.97499999999977
359,9,-36.08599999999983
360,10,-14.913999999999726
361,1,-41.521999999999785
362,7,-36.73099999999984
363,12,-18.584999999999827
364,8,1.3850000000002012
365,3,-25.95499999999991
366,8,-0.7769999999999406
367,4,7.700000000000162
368,3,-34.22599999999984
369,1,-1.6589999999999292
370,10,-29.467999999999883
371,8,-44.85399999999994
372,3,-6.089999999999942
373,6,-22.28499999999985
374,3,-21.655999999999942
375,10,-36.12499999999985
376,7,-32.176999999999886
377,14,-51.67599999999986
378,0,-19.766999999999815
379,7,-30.091999999999906
380,7,-23.179999999999907
381,0,-25.757999999999765
382,6,-26.60499999999984
383,5,-11.117999999999853
384,7,-53.39499999999985
385,2,-62.415999999999784
386,8,-22.859999999999786
387,13,-71.91099999999977
388,13,-51.69699999999987
389,3,-26.770999999999894
390,13,-29.86099999999987
391,1,-38.35599999999995
392,3,-35.21599999999984
393,12,-59.432999999999936
394,10,3.686000000000169
395,10,-45.39399999999989
396,0,-42.589999999999826
397,8,-31.76299999999988
398,14,-3.6689999999999117
399,9,-34.504999999999875
400,9,-37.02799999999984
401,9,6.152000000000159
402,10,-0.29799999999980853
403,9,1.6490000000001828
404,0,-55.57899999999986
405,9,-31.11499999999985
406,9,-64.9289999999999
407,3,-44.131999999999785
408,3,-66.02499999999978
409,0,-32.59399999999985
410,0,-55.20099999999984
411,7,-54.84999999999984
412,6,-15.983999999999849
413,9,-45.12299999999989
414,3,-35.839999999999826
415,1,-49.260999999999875
416,2,-32.99899999999986
417,6,-48.18399999999992
418,9,-29.12599999999991
419,2,-43.2369999999999
420,8,-43.06899999999994
421,4,-7.070999999999929
422,13,-39.17499999999993
423,9,-33.48199999999984
424,7,-36.24799999999984
425,7,-32.42299999999985
426,0,-36.37399999999981
427,1,-33.51199999999987
428,0,-42.667999999999786
429,5,-27.0679999999999
430,1,-29.749999999999865
431,7,5.942000000000161
432,1,-58.53299999999994
433,3,-38.710999999999856
434,9,-54.52899999999987
435,13,-34.33399999999983
436,14,-28.738999999999912
437,10,-82.53899999999979
438,14,-51.804999999999836
439,9,-21.674999999999798
440,0,-36.22999999999983
441,3,-41.89499999999988
442,9,-56.07699999999983
443,0,-66.81999999999978
444,0,-45.2449999999998
445,6,-72.51599999999988
446,0,-29.743999999999865
447,0,-39.36799999999982
448,13,-36.84199999999984
449,1,-49.36299999999987
450,7,-61.29699999999993
451,0,-9.399999999999936
452,6,-33.64699999999985
453,7,-34.714999999999854
454,0,-53.412999999999855
455,7,-0.569999999999942
456,9,-30.29299999999987
457,5,-31.750999999999852
458,9,-28.561999999999863
459,5,-53.561999999999976
460,9,-14.234999999999882
461,9,26.13100000000013
462,7,-10.442999999999888
463,6,-7.535999999999883
464,0,-35.41099999999987
465,9,-43.473999999999904
466,0,-45.2679999999999
467,6,-46.3389999999999
468,10,-38.62699999999985
469,7,-48.228999999999886
470,0,-21.96599999999978
471,6,-45.16299999999994
472,10,-52.00599999999986
473,12,25.519000000000137
474,9,-35.77399999999984
475,13,-30.022999999999875
476,8,-40.280999999999906
477,0,-56.73999999999982
478,13,-60.20099999999995
479,12,-38.449999999999825
480,9,-22.643999999999785
481,7,-18.90299999999986
482,7,-27.48899999999985
483,7,-32.52899999999972
484,0,-44.74099999999994
485,4,-63.863999999999905
486,1,-46.86399999999989
487,0,-37.72099999999982
488,12,-55.87299999999982
489,4,-87.66799999999989
490,3,-58.035999999999845
491,6,-59.75499999999979
492,9,-48.07999999999974
493,2,-5.8499999999998895
494,9,-26.483999999999888
495,12,-47.142999999999866
496,3,-44.031999999999904
497,9,-35.36299999999984
498,1,-25.95499999999988
499,7,-43.4379999999999
500,9,-21.67199999999978
501,8,-57.15999999999982
502,4,-19.121999999999815
503,9,-40.45599999999981
504,14,-56.43399999999981
505,6,-48.804999999999865
506,9,-33.70999999999985
507,0,-55.71999999999984
508,0,-15.041999999999836
509,9,1.262000000000198
510,12,-43.37299999999978
511,7,-22.784999999999773
512,2,-6.807999999999754
513,7,-20.96499999999989
514,8,3.2060000000001687
515,13,-8.885999999999886
516,9,-13.62699999999981
517,6,2.609000000000191
518,2,-50.43999999999985
519,3,-30.862999999999857
520,7,0.3410000000001858
521,2,-78.7469999999998
522,9,-22.76699999999979
523,9,-56.87799999999984
524,9,-55.6399999999997
525,6,-18.9419999999998
526,0,-49.23499999999976
527,5,-41.3329999999998
528,9,-5.508999999999814
529,7,-53.63499999999986
530,5,-26.03099999999977
531,6,-18.44999999999983
532,14,-12.665999999999855
533,4,-18.134999999999824
534,7,-29.830999999999896
535,5,4.400000000000129
536,2,-26.465999999999745
537,6,-28.36799999999976
538,2,-8.45199999999974
539,0,-18.24299999999981
540,7,-26.625999999999845
541,12,-17.129999999999832
542,2,-18.146999999999803
543,0,-33.28499999999971
544,14,-6.824999999999927
545,9,-49.11199999999982
546,6,-24.76399999999989
547,6,-9.758999999999933
548,9,-18.746999999999822
549,9,-40.2559999999998
550,10,-49.96699999999976
551,6,-47.87799999999989
552,1,-52.67499999999984
553,10,-45.31999999999978
554,4,-8.207999999999858
555,3,-39.84799999999994
556,9,-63.92599999999982
557,7,-27.81499999999989
558,7,-35.104999999999855
559,4,-38.18299999999981
560,5,5.605000000000148
561,4,-4.089999999999808
562,6,-28.42199999999981
563,3,-49.0609999999998
564,4,-25.59799999999988
565,9,-7.937999999999898
566,8,15.746000000000056
567,5,-6.779999999999892
568,13,14.548000000000206
569,5,-34.89499999999983
570,2,-52.07499999999986
571,13,-46.80699999999989
